token_context,word_context,seg_context,sent_cotext,label
"['', '', '', '', '', '', '', '', '', '', '', 'Weusemorecomplexcontextfeatures.', ' #TAUTHOR_TAGtriedtosolvetheinflectionpredictionproblembysimplybuildinganSMTsystemfortranslatingfromstemstoinflectedforms.', 'improvedonthisbymarkingprepositionswiththecasetheymark(oneofthemostimportantmarkupsinoursystem).', 'largedatasets', '', '']","['', '', '', '', '', '', '', '', '', '', '', 'Weusemorecomplexcontextfeatures.', ' #TAUTHOR_TAGtriedtosolvetheinflectionpredictionproblembysimplybuildinganSMTsystemfortranslatingfromstemstoinflectedforms.', 'improvedonthisbymarkingprepositionswiththecasetheymark(oneofthemostimportantmarkupsinoursystem).', 'largedatasets.', '', '']","['', '', '', '', '', '', '', '', '', '', '', 'Weusemorecomplexcontextfeatures.', ' #TAUTHOR_TAGtriedtosolvetheinflectionpredictionproblembysimplybuildinganSMTsystemfortranslatingfromstemstoinflectedforms.', 'improvedonthisbymarkingprepositionswiththecasetheymark(oneofthemostimportantmarkupsinoursystem).', 'largedatasets.', '', '']","['', '', '', '', '', '', '', '', '', '', '', 'Weusemorecomplexcontextfeatures.', ' #TAUTHOR_TAGtriedtosolvetheinflectionpredictionproblembysimplybuildinganSMTsystemfortranslatingfromstemstoinflectedforms.', ' #AUTHOR_TAGimprovedonthisbymarkingprepositionswiththecasetheymark(oneofthemostimportantmarkupsinoursystem).', '', '', '']",1
"['', '', '', '', '', '', 'GispertandMar__o(verbalmorphologyandattachedpronouns.', 'Therehasbeenotherworkonsolvinginflection.', ' #TAUTHOR_TAGintroducedfactoredSMT.', 'Weusemorecomplexcontextfeatures.', '', '', '', '', '']","['', '', '', '', '', '', 'GispertandMarin__overbalmorphologyandattachedpronouns.', 'Therehasbeenotherworkonsolvinginflection.', ' #TAUTHOR_TAGintroducedfactoredSMT.', 'Weusemorecomplexcontextfeatures.', '', '', '', '', '']","['', '', '', '', '', '', 'GispertandMar__o(verbalmorphologyandattachedpronouns.', 'Therehasbeenotherworkonsolvinginflection.', ' #TAUTHOR_TAGintroducedfactoredSMT.', 'Weusemorecomplexcontextfeatures.', '', '', '', '', '']","['', '', '', '', '', '', '', 'Therehasbeenotherworkonsolvinginflection.', ' #TAUTHOR_TAGintroducedfactoredSMT.', 'Weusemorecomplexcontextfeatures.', '', '', '', '', '']",1
"['Muchpreviousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #AUTHOR_TAG, #TAUTHOR_TAGandothers.', 'Toutanovaet.', ""al.'showedthatitismostimportanttomodeltargetsidecoherenceandourstemmarkupalsoallowsustoaccesssourcesideinformation."", 'Usingadditionalsideinformationbeyondthemarkupdidnotproduceagaininperformance.']","['Muchpreviousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #AUTHOR_TAG, #TAUTHOR_TAGandothers.', 'Toutanovaet.', ""al.'sshowedthatitismostimportanttomodeltargetsidecoherenceandourstemmarkupalsoallowsustoaccesssourcesideinformation."", 'Usingadditionalsideinformationbeyondthemarkupdidnotproduceagaininperformance.']","['Muchpreviousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #AUTHOR_TAG, #TAUTHOR_TAGandothers.', 'Toutanovaet.', ""al.'showedthatitismostimportanttomodeltargetsidecoherenceandourstemmarkupalsoallowsustoaccesssourcesideinformation."", 'Usingadditionalsourcesideinformationbeyondthemarkupdidnotproduceagaininperformance.']","['Muchpreviousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #AUTHOR_TAG, #TAUTHOR_TAGandothers.', 'Toutanovaet.', ""al.'sworkshowedthatitismostimportanttomodeltargetsidecoherenceandourstemmarkupalsoallowsustoaccesssourcesideinformation."", 'Usingadditionalsourcesideinformationbeyondthemarkupdidnotproduceagaininperformance.']",1
"['Muchpreviousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #TAUTHOR_TAG, #AUTHOR_TAGandothers.', 'Toutanovaet.', 'alshowthatitismostimportanttomodeltargetsidecoherenceandourstemmarkupalsoallowsustoaccesssourcesideinformation.', 'Usingadditionalsourcesideinformationbeyondthemarkupdidnotproduceagaininperformance.']","['Muchpreviousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #TAUTHOR_TAG, #AUTHOR_TAGandothers.', 'Toutanovaet.', 'showedthatitismostimportanttomodeltargetsidecoherenceandourstemmarkupalsoallowsustoaccesssourcesideinformation.', 'Usingadditionalsourcesideinformationbeyondthemarkupdidnotproduceagaininperformance.']","['Muchpreviousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #TAUTHOR_TAG, #AUTHOR_TAGandothers.', 'Toutanovaet.', 'alshowthatitismostimportanttomodeltargetsidecoherenceandourstemmarkupalsoallowsustoaccesssourcesideinformation.', 'Usingadditionalsourcesideinformationbeyondthemarkupdidnotproduceagaininperformance.']","['Muchpreviousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #TAUTHOR_TAG, #AUTHOR_TAGandothers.', 'Toutanovaet.', ""al.'sworkshowedthatitismostimportanttomodeltargetsidecoherenceandourstemmarkupalsoallowsustoaccesssourcesideinformation."", 'Usingadditionalsourcesideinformationbeyondthemarkupdidnotproduceagaininperformance.']",1
"['Forcompoundsplitlinguisticknowledgeen-basedmorphthenselectingthebestanalysisbasedonthegeometricmeanofwordpartfrequencies.', 'Otherapproachesuselessdeeplinguisticresources(e.g.,POS-tags #TAUTHOR_TAGorare(almost)knowledge-free(e.g., #AUTHOR_TAG).', 'wellied', '', '', '', '']","['Forcompoundlinguisticknowledgeen-codedrule-basedmorphologicalthenselectingthebestanalysisbasedonthegeometricmeanofwordpartfrequencies.', 'Otherapproachesuselessdeeplinguisticresources(e.g.,POS-tags #TAUTHOR_TAGorare(almost)knowledge-free(e.g., #AUTHOR_TAG).', 'well', '', '', '', '']","['Forcompoundsplitting,usinglinguisticknowledgeenthenselectingthebestanalysisbasedonthegeometricmeanofwordpartfrequencies.', 'Otherapproachesuselessdeeplinguisticresources(e.g.,POS-tags #TAUTHOR_TAGorare(almost)knowledge-free(e.g., #AUTHOR_TAG).', 'ied', '', '', '', '']","['Forcompoundsplitting,wefollow #AUTHOR_TAG,usinglinguisticknowledgeen-codedinarule-basedmorphologicalanalyserandthenselectingthebestanalysisbasedonthegeometricmeanofwordpartfrequencies.', 'Otherapproachesuselessdeeplinguisticresources(e.g.,POS-tags #TAUTHOR_TAGorare(almost)knowledge-free(e.g., #AUTHOR_TAG).', '', '', '', '', '']",1
"['Ourapproachtoextractandclassifysocialeventsbuildsonourpreviouswork #TAUTHOR_TAG,whichinturnbuildsonworkfromtherelationextractioncommunity #AUTHOR_TAG.', 'ofmostcrelatedtothetasksaddressedinthispaper.', '', '', '', '', '']","['Ourapproachtoextractandclassifysocialeventsbuildsonourpreviouswork #TAUTHOR_TAG,whichinturnbuildsonworkfromtherelationextractioncommunity #AUTHOR_TAG.', 'ofmostrelatedtothetasksaddressedinthispaper.', '', '', '', '', '']","['Ourapproachtoextractandclassifysocialeventsbuildsonourpreviouswork #TAUTHOR_TAG,whichinturnbuildsonworkfromtherelationextractioncommunity #AUTHOR_TAG.', 'ofrelatedtothetasksaddressedinthispaper.', '', '', '', '', '']","['Ourapproachtoextractandclassifysocialeventsbuildsonourpreviouswork #TAUTHOR_TAG,whichinturnbuildsonworkfromtherelationextractioncommunity #AUTHOR_TAG.', 'Therefore,thetaskofrelationextractionismostcloselyrelatedtothetasksaddressedinthispaper.', '', '', '', '', '']",2
"['2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodelingpartialinformationasin #TAUTHOR_TAG.', ""Typedfeaturestructuresasnormalformir~'~Etermsaremerelysyntacticobjects.""]","['2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodelingpartialinformationasin #TAUTHOR_TAG.', ""Typedfeaturestructuresasnormalformir~'~Etermsaremerelysyntacticobjects.""]","['2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodelingpartialinformationasin #TAUTHOR_TAG.', ""Typedfeaturestructuresasnormalformir~'~Etermsaremerelysyntacticobjects.""]","['2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodelingpartialinformationasin #TAUTHOR_TAG.', ""Typedfeaturestructuresasnormalformir~'~Etermsaremerelysyntacticobjects.""]",0
['Amoredetaileddiscussionofvariousaspectsoftheproposedparsercanbefoundin #TAUTHOR_TAG.'],['Amoredetaileddiscussionofvariousaspectsoftheproposedparsercanbefoundin #TAUTHOR_TAG.'],['IAmoredetaileddiscussionofvariousaspectsoftheproposedparsercanbefoundin #TAUTHOR_TAG.'],['IAmoredetaileddiscussionofvariousaspectsoftheproposedparsercanbefoundin #TAUTHOR_TAG.'],0
"['Combiningcontrolstrategiesdependsonawaytodifferentiatebetweentypesofconstraints.', ""ProceedingsofEACL'99example,theALEparser #TAUTHOR_TAGpresupposesaphrasestructurebackbonewhichcanbeusedtodeterminewhetheraconstraintistobeinterpretedbottom-uportopdown."", 'Inthecaseofselectivemagicparsingweuseso-calledparsetypeswhichallowtheusertospecifyhowareinterpreted', '', '', '', '', '', ""arsingprocess'spec"", '']","['Combiningcontrolstrategiesdependsonawaytodifferentiatebetweentypesofconstraints.', ""ProceedingsofEACL'99example,theALEparser #TAUTHOR_TAGpresupposesaphrasestructurebackbonewhichcanbeusedtodeterminewhetheraconstraintistobeinterpretedbottom-uportopdown."", 'Inthecaseofselectivemagicparsingweuseso-calledparsetypeswhichallowtheusertospecifyhowareinterpreted.', '', '', '', '', '', 'parsingprocessspecify', '']","['Combiningcontrolstrategiesdependsonawaytodifferentiatebetweentypesofconstraints.', ""ProceedingsofEACL'99example,theALEparser #TAUTHOR_TAGpresupposesaphrasestructurebackbonewhichcanbeusedtodeterminewhetheraconstraintistobeinterpretedbottom-uportopdown."", 'Inthecaseofselectivemagicparsingweuseso-calledparsetypeswhichallowtheusertospecifyhowareinterpreted', '', '', '', '', '', 'processspec', '']","['Combiningcontrolstrategiesdependsonawaytodifferentiatebetweentypesofconstraints.', ""ProceedingsofEACL'99example,theALEparser #TAUTHOR_TAGpresupposesaphrasestructurebackbonewhichcanbeusedtodeterminewhetheraconstraintistobeinterpretedbottom-uportopdown."", 'Inthecaseofselectivemagicparsingweuseso-calledparsetypeswhichallowtheusertospecifyhowconstraintsinthegrammararetobeinterpreted.', '', '', '', '', '', '', '']",0
"['Magiciqueorigin', 'See,(Ramakrishnanetal.1992).', 'Asshownin #TAUTHOR_TAGâ\x80�ThepresentresearchcarriedoutofTubingen,GermanyaspartoftheSonderforschungsbereich340.']","['Magictechniqueoriginally', 'See,others,(Ramakrishnanetal.1992).', 'Asshownin #TAUTHOR_TAGâ\x80¢ThepresentedresearchcarriedoutofTubingen,GermanyaspartoftheSonderforschungsbereich340.']","['Magicorigin', 'See,(Ramakrishnanetal.1992).', 'Asshownin #TAUTHOR_TAGâ\x80�ThepresentedresearchwascarriedoutofTubingen,GermanyaspartoftheSonderforschungsbereich340.']","['', 'See,amongothers,(Ramakrishnanetal.1992).', 'Asshownin #TAUTHOR_TAGâ\x80¢ThepresentedresearchwascarriedoutattheUniversityofTubingen,Germany,aspartoftheSonderforschungsbereich340.']",0
"['TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #TAUTHOR_TAG', '3 #AUTHOR_TAGproposeacompilationoflexicalrulesintoT~r/:definiteclauses2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodehngpartialinformationasin #AUTHOR_TAG.', 'Typedfeaturestructuresareelysyntactic']","['TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #TAUTHOR_TAG', '3 #AUTHOR_TAGproposeacompilationoflexicalrulesintoT~r/:definiteclauses2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodehngpartialinformationasin #AUTHOR_TAG.', 'Typedfeaturestructuresaremerelysyntactic']","['TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #TAUTHOR_TAG', '3 #AUTHOR_TAGproposeacompilationoflexicalrulesintoT~r/:definiteclauses2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodehngpartialinformationasin #AUTHOR_TAG.', 'Typedfeaturestructuresaremerelysynt']","['TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #TAUTHOR_TAG', '3 #AUTHOR_TAGproposeacompilationoflexicalrulesintoT~r/:definiteclauses2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodehngpartialinformationasin #AUTHOR_TAG.', '']",0
"['TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar #TAUTHOR_TAG.', 'proposeacompilationoflexicalrulesintoTITdefiniteclauseswhichareusedtorestrictlexical.', '', '', '']","['TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar #TAUTHOR_TAG.', 'proposeacompilationoflexicalrulesintoTITdefiniteclauseswhichareusedtorestrictlexicalentries.', '', '', '']","['TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar #TAUTHOR_TAG.', 'proposeacompilationoflexicalrulesintoTITdefiniteclauseswhichareusedtorestrictlexicalentries.', '', '', '']","['TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar #TAUTHOR_TAG.', '3 #AUTHOR_TAGproposeacompilationoflexicalrulesintoTITdefiniteclauseswhichareusedtorestrictlexicalentries.', '', '', '']",0
"['Magicisacompilationtechniqueoriginallydevelopedforgoal-directedbottom-upprocessingoflogicprograms.', 'Seeamongothers, #TAUTHOR_TAG.', 'in #AUTHOR_TAGmagicisaninterestingtechniquewithrespecttonaturallanguageprocessingasitincorporatesfilteringintothelogicunderlyingthegrammarandenableselegantcontrolindependentfilteringimprovements.', 'typed', '', '']","['Magicisacompilationtechniqueoriginallydevelopedforgoal-directedbottom-upprocessingoflogicprograms.', 'Seeamongothers, #TAUTHOR_TAG.', 'in #AUTHOR_TAGmagicisaninterestingtechniquewithrespecttonaturallanguageprocessingasitincorporatesfilteringintothelogicunderlyingthegrammarandenableselegantcontrolindependentfilteringimprovements.', 'typed', '', '']","['Magicisacompilationtechniqueoriginallydevelopedforgoal-directedbottom-upprocessingoflogicprograms.', 'Seeamongothers, #TAUTHOR_TAG.', 'in #AUTHOR_TAGmagicisaninterestingtechniquewithrespecttonaturallanguageprocessingasitincorporatesfilteringintothelogicunderlyingthegrammarandenableselegantcontrolindependentfilteringimprovements.', 'typed', '', '']","['Magicisacompilationtechniqueoriginallydevelopedforgoal-directedbottom-upprocessingoflogicprograms.', 'See,amongothers, #TAUTHOR_TAG.', 'Asshownin #AUTHOR_TAGmagicisaninterestingtechniquewithrespecttonaturallanguageprocessingasitincorporatesfilteringintothelogicunderlyingthegrammarandenableselegantcontrolindependentfilteringimprovements.', '', '', '']",0
"['', '', '', '', 'TheConTrollgrammardevelopmentsystemasdescribedin #TAUTHOR_TAGb)implementstheabovementionedtechniquesforcompilinganHPSGtheoryintotypedfeaturegrammars.']","['', '', '', '', 'TheConTrollgrammardevelopmentsystemasdescribedin #TAUTHOR_TAGb)implementstheabovementionedtechniquesforcompilinganHPSGtheoryintotypedfeaturegrammars.']","['', '', '', '', 'TheConTrollgrammardevelopmentsystemasdescribedin #TAUTHOR_TAGb)implementstheabovementionedtechniquesforcompilinganHPSGtheoryintotypedfeaturegrammars.']","['', '', '', '', 'TheConTrollgrammardevelopmentsystemasdescribedin #TAUTHOR_TAGb)implementstheabovementionedtechniquesforcompilinganHPSGtheoryintotypedfeaturegrammars.']",0
"['Coroutiningappearsundermanydifferentguises,likeforexample,suspension,residuation,(goal)freezing,andblocking.', 'Seealso #TAUTHOR_TAG.']","['Coroutiningappearsundermanydifferentguises,likeforexample,suspension,residuation,(goal)freezing,andblocking.', 'Seealso #TAUTHOR_TAG.']","['Coroutiningappearsundermanydifferentguises,likeforexample,suspension,residuation,(goal)freezing,andblocking.', 'Seealso #TAUTHOR_TAG.']","['Coroutiningappearsundermanydifferentguises,likeforexample,suspension,residuation,(goal)freezing,andblocking.', 'Seealso #TAUTHOR_TAG.']",0
"['', ""toJohnsonandre'sdeductionsystem,theselectivemagicparsingapproachcombinestop-downandbottom-upcontrolstrategies."", 'AssuchitresemblestheparserofthegrammardevelopmentsystemAttributeLanguageEngine(ALE)of #TAUTHOR_TAG.', '', '']","['', ""toJohnsonandDSrre'sdeductionsystem,theselectivemagicparsingapproachcombinestop-downandbottom-upcontrolstrategies."", 'AssuchitresemblestheparserofthegrammardevelopmentsystemAttributeLanguageEngine(ALE)of #TAUTHOR_TAG.', '', '']","['', ""toJohnsonandre'sdeductionsystem,theselectivemagicparsingapproachcombinestop-downandbottom-upcontrolstrategies."", 'AssuchitresemblestheparserofthegrammardevelopmentsystemAttributeLanguageEngine(ALE)of #TAUTHOR_TAG.', '', '']","['', ""IncontrasttoJohnsonandDSrre'sdeductionsystem,though,theselectivemagicparsingapproachcombinestop-downandbottom-upcontrolstrategies."", 'AssuchitresemblestheparserofthegrammardevelopmentsystemAttributeLanguageEngine(ALE)of #TAUTHOR_TAG.', '', '']",1
"['', 'typedfeaturegram', 'TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #AUTHOR_TAGasdiscussedin #TAUTHOR_TAGa)and #AUTHOR_TAG.', 'Typedfeaturegrammarconstraintsthatareinexpensiveresolvearedealtwithusingthetop-downinterpreteroftheConTrollgrammardevelopmentsystem(G #AUTHOR_TAG']","['', 'typedfeaturegrammars', 'TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #AUTHOR_TAGasdiscussedin #TAUTHOR_TAGa)and #AUTHOR_TAG.', 'Typedfeaturegrammarconstraintsthatareinexpensiveresolvearedealtwithusingthetop-downinterpreteroftheConTrollgrammardevelopmentsystem(G #AUTHOR_TAG']","['', 'typedfeaturegram', 'TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #AUTHOR_TAGasdiscussedin #TAUTHOR_TAGa)and #AUTHOR_TAG.', 'Typedfeaturegrammarconstraintsthatareinexpensiveresolvearedealtwithusingthetop-downinterpreteroftheConTrollgrammardevelopmentsystem(G']","['', '', 'TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #AUTHOR_TAGasdiscussedin #TAUTHOR_TAGa)and #AUTHOR_TAG.', '']",2
"['`See #TAUTHOR_TAGforadiscussionoftheappropriatenessofTIGforHPSGandacomparisonwithotherfeaturelogicapproachesdesignedforHPSG.', 'append([~,[~,[~).', ' #AUTHOR_TAG)', '', 'rollgrammardevelopmentsystemtechncompiling']","['`See #TAUTHOR_TAGforadiscussionoftheappropriatenessofTIGforHPSGandacomparisonwithotherfeaturelogicapproachesdesignedforHPSG.', 'append([~,[~,[~).', ' #AUTHOR_TAGb)', '', 'grammardevelopmentsystemtechniquescompiling']","['`See #TAUTHOR_TAGforadiscussionoftheappropriatenessofTIGforHPSGandacomparisonwithotherfeaturelogicapproachesdesignedforHPSG.', 'append([~,[~,[~).', ' #AUTHOR_TAGb)', '', 'TheConTrollgrammardevelopmentsystemtechncomp']","['`See #TAUTHOR_TAGforadiscussionoftheappropriatenessofTIGforHPSGandacomparisonwithotherfeaturelogicapproachesdesignedforHPSG.', 'append([~,[~,[~).', '', '', '']",0
"['isworthemphasizingthatwedonotnecessarilyexpectthedependencyrepresentationsproducedbythetrainingmethodtobetraditionaldependencystructuresforthetwolanguages.', '', 'Forexample,headwordsinbothlanguagesarechosentoforceasynchronizedalignment(forbetterorworse)inordertosimplifycasesinvolvingso-calledhead-switching.', 'Thiscontrastswithoneofthetraditionalapproaches(e.g., #TAUTHOR_TAG;Watanabe1995)toposingthetranslationproblem,i.e.,theapproachinwhichtranslationproblemsareseenintermsofbridgingthegapbetweenthemostnaturalmonolingualrepresentationsunderlyingthesentencesofeachlanguage.']","['isworthemphasizingthatwedonotnecessarilyexpectthedependencyrepresentationsproducedbythetrainingmethodtobetraditionaldependencystructuresforthetwolanguages.', '', 'Forexample,headwordsinbothlanguagesarechosentoforceasynchronizedalignment(forbetterorworse)inordertosimplifycasesinvolvingso-calledhead-switching.', 'Thiscontrastswithoneofthetraditionalapproaches(e.g., #TAUTHOR_TAG;Watanabe1995)toposingthetranslationproblem,i.e.,theapproachinwhichtranslationproblemsareseenintermsofbridgingthegapbetweenthemostnaturalmonolingualrepresentationsunderlyingthesentencesofeachlanguage.']","['Itisworthemphasizingthatwedonotnecessarilyexpectthedependencyrepresentationsproducedbythetrainingmethodtobetraditionaldependencystructuresforthetwolanguages.', '', 'Forexample,headwordsinbothlanguagesarechosentoforceasynchronizedalignment(forbetterorworse)inordertosimplifycasesinvolvingso-calledhead-switching.', 'Thiscontrastswithoneofthetraditionalapproaches(e.g., #TAUTHOR_TAG;Watanabe1995)toposingthetranslationproblem,i.e.,theapproachinwhichtranslationproblemsareseenintermsofbridgingthegapbetweenthemostnaturalmonolingualrepresentationsunderlyingthesentencesofeachlanguage.']","['Itisworthemphasizingthatwedonotnecessarilyexpectthedependencyrepresentationsproducedbythetrainingmethodtobetraditionaldependencystructuresforthetwolanguages.', '', 'Forexample,headwordsinbothlanguagesarechosentoforceasynchronizedalignment(forbetterorworse)inordertosimplifycasesinvolvingso-calledhead-switching.', 'Thiscontrastswithoneofthetraditionalapproaches(e.g., #TAUTHOR_TAG;Watanabe1995)toposingthetranslationproblem,i.e.,theapproachinwhichtranslationproblemsareseenintermsofbridgingthegapbetweenthemostnaturalmonolingualrepresentationsunderlyingthesentencesofeachlanguage.']",1
"['Inthetransducersproducedbythetrainingmethoddescribedinthispaper,thesourceandtargetpositionsareintheset-LCB--1,0,1-RCB-,thoughwehavealsousedhandcodedtransducers #TAUTHOR_TAGandautomaticallytrainedtransducers(AlshawiandDouglas2000)withalargerrangeofpositions.']","['Inthetransducersproducedbythetrainingmethoddescribedinthispaper,thesourceandtargetpositionsareintheset-LCB--1,0,1-RCB-,thoughwehavealsousedhandcodedtransducers #TAUTHOR_TAGandautomaticallytrainedtransducers(AlshawiandDouglas2000)withalargerrangeofpositions.']","['Inthetransducersproducedbythetrainingmethoddescribedinthispaper,thesourceandtargetpositionsareintheset-LCB--1,0,1-RCB-,thoughwehavealsousedhandcodedtransducers #TAUTHOR_TAGandautomaticallytrainedtransducers(AlshawiandDouglas2000)withalargerrangeofpositions.']","['Inthetransducersproducedbythetrainingmethoddescribedinthispaper,thesourceandtargetpositionsareintheset-LCB--1,0,1-RCB-,thoughwehavealsousedhandcodedtransducers #TAUTHOR_TAGandautomaticallytrainedtransducers(AlshawiandDouglas2000)withalargerrangeofpositions.']",5
"['Atthesametime,webelieveourmethodhasadvantagesovertheapproachdevelopedinitiallyatIBM #TAUTHOR_TAG;Brownetal.1993)fortrainingtranslationsystemsautomatically.', 'Oneadvantageisthatourmethodattemptstonaturalofsentintophrases.', 'Anotheristhatthecompilationofthisdecompositionintolexicallyanchoredfinite-stateheadtransducersproducesimplementationsthataremuchmoreefficientthanthosefortheIBMmodel.', 'antranslation']","['Atthesametime,webelieveourmethodhasadvantagesovertheapproachdevelopedinitiallyatIBM #TAUTHOR_TAG;Brownetal.1993)fortrainingtranslationsystemsautomatically.', 'Oneadvantageisthatourmethodattemptstonaturalofsentencesintophrases.', 'Anotheristhatthecompilationofthisdecompositionintolexicallyanchoredfinite-stateheadtransducersproducesimplementationsthataremuchmoreefficientthanthosefortheIBMmodel.', 'antranslation']","['Atthesametime,webelieveourmethodhasadvantagesovertheapproachdevelopedinitiallyatIBM #TAUTHOR_TAG;Brownetal.1993)fortrainingtranslationsystemsautomatically.', 'Oneadvantageisthatourmethodattemptstoofsentintophrases.', 'Anotheristhatthecompilationofthisdecompositionintolexicallyanchoredfinite-stateheadtransducersproducesimplementationsthataremuchmoreefficientthanthosefortheIBMmodel.', '']","['Atthesametime,webelieveourmethodhasadvantagesovertheapproachdevelopedinitiallyatIBM #TAUTHOR_TAG;Brownetal.1993)fortrainingtranslationsystemsautomatically.', 'Oneadvantageisthatourmethodattemptstomodelthenaturaldecompositionofsentencesintophrases.', 'Anotheristhatthecompilationofthisdecompositionintolexicallyanchoredfinite-stateheadtransducersproducesimplementationsthataremuchmoreefficientthanthosefortheIBMmodel.', '']",1
"['', '', ""Eachplan'sconditionsarechecked(bthenfindall."", ""Thebodyofaplancanbeanactionorsequenceofactions,agoalorsequence9MooreandParisalsonotethat``agenerationsystemmustmaintainthekindsofinformationoutlinedbyGroszandSidner'' #TAUTHOR_TAG,203)."", ""TheirplannerusesplanstructuressimilartoIGEN's,exceptthattheplanoperatorstheyusearegenerallyinstantiationsofrhetoricalrelationsdrawnfromRhetoricalStructureTheory(MannandThompson1987)."", '']","['', '', ""Eachplan'spreconditionsarechecked;thenfindallbody."", ""Thebodyofaplancanbeanactionorsequenceofactions,agoalorsequence9MooreandParisalsonotethat``agenerationsystemmustmaintainthekindsofinformationoutlinedbyGroszandSidner'' #TAUTHOR_TAG,203)."", ""TheirplannerusesplanstructuressimilartoIGEN's,exceptthattheplanoperatorstheyusearegenerallyinstantiationsofrhetoricalrelationsdrawnfromRhetoricalStructureTheory(MannandThompson1987)."", '']","['', '', ""Eachmatchingplan'spreconditionsarechecked;(bthenfind"", ""ofaplancanbeanactionorsequenceofactions,agoalorsequence9MooreandParisalsonotethat``agenerationsystemmustmaintainthekindsofinformationoutlinedbyGroszandSidner'' #TAUTHOR_TAG,203)."", ""TheirplannerusesplanstructuressimilartoIGEN's,exceptthattheplanoperatorstheyusearegenerallyinstantiationsofrhetoricalrelationsdrawnfromRhetoricalStructureTheory(MannandThompson1987)."", '']","['', '', '', ""1Â°Thebodyofaplancanbeanactionorsequenceofactions,agoalorsequence9MooreandParisalsonotethat``agenerationsystemmustmaintainthekindsofinformationoutlinedbyGroszandSidner'' #TAUTHOR_TAG,203)."", ""TheirplannerusesplanstructuressimilartoIGEN's,exceptthattheplanoperatorstheyusearegenerallyinstantiationsofrhetoricalrelationsdrawnfromRhetoricalStructureTheory(MannandThompson1987)."", '']",0
"['innaturallanguagegenerationhasgenerallyseparatedthetaskintodistincttextplanningandlinguisticcomponents.', '', '', '', '', '', 'andseveralsystemshaveindeedaddedanadditionalcomponentbetweentheplannerandthelinguisticcomponent(Meteer1994;Panaget1994; #TAUTHOR_TAG.', '']","['innaturallanguagegenerationhasgenerallyseparatedthetaskintodistincttextplanningandlinguisticcomponents.', '', '', '', '', '', 'andseveralsystemshaveindeedaddedanadditionalcomponentbetweentheplannerandthelinguisticcomponent(Meteer1994;Panaget1994; #TAUTHOR_TAG.', '']","['innaturallanguagegenerationhasgenerallyseparatedthetaskintodistincttextplanningandlinguisticcomponents.', '', '', '', '', '', 'andseveralsystemshaveindeedaddedanadditionalcomponentbetweentheplannerandthelinguisticcomponent(Meteer1994;Panaget1994; #TAUTHOR_TAG.', '']","['Researchinnaturallanguagegenerationhasgenerallyseparatedthetaskintodistincttextplanningandlinguisticcomponents.', '', '', '', '', '', '', '']",0
