token_context,word_context,seg_context,sent_cotext,label
"['', 'de', '', '', '', '', '', '', '', '', '', '', '', 'senseperdiscourse"").', 'Sincethenthisideahasbeenappliedtoseveraltasks,includingwordsensedisambiguation #TAUTHOR_TAGandnamed-entityrecognition(Cucerzanandarowsky1999).', '']","['', 'de', '', '', '', '', '', '', '', '', '', '', '', 'senseperdiscourse"").', 'Sincethenthisideahasbeenappliedtoseveraltasks,includingwordsensedisambiguation #TAUTHOR_TAGandnamed-entityrecognition(CucerzanandYarowsky1999).', '']","['', 'de', '', '', '', '', '', '', '', '', '', '', '', 'onesenseperdiscourse"").', 'Sincethenthisideahasbeenappliedtoseveraltasks,includingwordsensedisambiguation #TAUTHOR_TAGandnamed-entityrecognition(Cucerzanandarowsky1999).', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Sincethenthisideahasbeenappliedtoseveraltasks,includingwordsensedisambiguation #TAUTHOR_TAGandnamed-entityrecognition(CucerzanandYarowsky1999).', '']",0
"['Anotherimportanttaskoftextnormalizationissentenceboundarydisambiguation)', 'anexclamationmarkamark', 'adendecimalisapartofan.', 'anabbreviationitcanbethelasttokeninasentenceinwhichitsperiodactsatthesametimeaspartofthisabbreviationandastheend-of-sentenceindicator(fullstop).', 'AdetailedintroductiontotheSBDproblemcanbefoundin #TAUTHOR_TAG.']","['Anotherimportanttaskoftextnormalizationissentenceboundarydisambiguation', 'anexclamationmark,amark', 'adenotesdecimalisapartofanboundary.', 'anabbreviationitselfcanbethelasttokeninasentenceinwhichitsperiodactsatthesametimeaspartofthisabbreviationandastheend-of-sentenceindicator(fullstop).', 'AdetailedintroductiontotheSBDproblemcanbefoundin #TAUTHOR_TAG.']","['Anotherimportanttaskoftextnormalizationissentenceboundarydisambiguation)', 'anexclamationmark,aquestionmark', 'aperioddenisapartof', 'anabbreviationitselfcanbethelasttokeninasentenceinwhichitsperiodactsatthesametimeaspartofthisabbreviationandastheend-of-sentenceindicator(fullstop).', 'AdetailedintroductiontotheSBDproblemcanbefoundin #TAUTHOR_TAG.']","['Anotherimportanttaskoftextnormalizationissentenceboundarydisambiguation(SBD)orsentencesplitting.', '', '', 'Furthermore,anabbreviationitselfcanbethelasttokeninasentenceinwhichcaseitsperiodactsatthesametimeaspartofthisabbreviationandastheend-of-sentenceindicator(fullstop).', 'AdetailedintroductiontotheSBDproblemcanbefoundin #TAUTHOR_TAG.']",0
"['', '', 'toonopticalcharacterreadertexts.', 'difficultyforourapproach', 'ThisiswhererobustsyntacticsystemslikeSATZ(PalmerandHearst1997)orthePOStaggerreportedin #TAUTHOR_TAG,whichdonotheavilyrelyonwordcapitalizationandarenotsensitivetodocumentlength,haveanadvantage.']","['', '', 'toonopticalcharacterreader-generatedtexts.', 'difficultyforourapproach.', 'ThisiswhererobustsyntacticsystemslikeSATZ(PalmerandHearst1997)orthePOStaggerreportedin #TAUTHOR_TAG,whichdonotheavilyrelyonwordcapitalizationandarenotsensitivetodocumentlength,haveanadvantage.']","['', '', 'toonopticalcharacterreader-generatedtexts.', 'adifficultyforourapproach', 'ThisiswhererobustsyntacticsystemslikeSATZ(PalmerandHearst1997)orthePOStaggerreportedin #TAUTHOR_TAG,whichdonotheavilyrelyonwordcapitalizationandarenotsensitivetodocumentlength,haveanadvantage.']","['', '', '', '', 'ThisiswhererobustsyntacticsystemslikeSATZ(PalmerandHearst1997)orthePOStaggerreportedin #TAUTHOR_TAG,whichdonotheavilyrelyonwordcapitalizationandarenotsensitivetodocumentlength,haveanadvantage.']",1
"['', 'de', '', '', '', '', '', '', '', ' #TAUTHOR_TAGpointedoutthatlittleattentionhadbeenpaidinthenamed-entityrecognitionfieldtothediscoursepropertiesofpropernames.', 'Theyproposedthatpropernamesbeviewedaslinguisticexpressionswhoseinterpretationoftendependsonthediscoursecontext,advocatingtext-drivenprocessingratherthanrelianceonpre-existinglists.', 'thisarticlealsousesnonlocaldiscoursecontextanddoesnotonpre', '', '', '', '']","['', 'de', '', '', '', '', '', '', '', ' #TAUTHOR_TAGpointedoutthatlittleattentionhadbeenpaidinthenamed-entityrecognitionfieldtothediscoursepropertiesofpropernames.', 'Theyproposedthatpropernamesbeviewedaslinguisticexpressionswhoseinterpretationoftendependsonthediscoursecontext,advocatingtext-drivenprocessingratherthanrelianceonpre-existinglists.', 'thisarticlealsousesnonlocaldiscoursecontextanddoesnotonpre-existing', '', '', '', '']","['', 'de', '', '', '', '', '', '', '', ' #TAUTHOR_TAGpointedoutthatlittleattentionhadbeenpaidinthenamed-entityrecognitionfieldtothediscoursepropertiesofpropernames.', 'Theyproposedthatpropernamesbeviewedaslinguisticexpressionswhoseinterpretationoftendependsonthediscoursecontext,advocatingtext-drivenprocessingratherthanrelianceonpre-existinglists.', 'thisarticlealsousesnonlocaldiscoursecontextandonpre', '', '', '', '']","['', '', '', '', '', '', '', '', '', ' #TAUTHOR_TAGpointedoutthatlittleattentionhadbeenpaidinthenamed-entityrecognitionfieldtothediscoursepropertiesofpropernames.', 'Theyproposedthatpropernamesbeviewedaslinguisticexpressionswhoseinterpretationoftendependsonthediscoursecontext,advocatingtext-drivenprocessingratherthanrelianceonpre-existinglists.', 'TheDCAoutlinedinthisarticlealsousesnonlocaldiscoursecontextanddoesnotheavilyrelyonpre-existingwordlists.', '', '', '', '']",5
"['TotestourhypothesisthatDCAcanbeusedasacomplementtoalocal-contextapproach,wecombinedourmainconfiguration(evaluatedinrowDofTable4)withaPOStagger.', 'UnlikeotherPOStaggers,thisPOStagger #TAUTHOR_TAGwasalsotrainedtodisambiguatesentenceboundaries.']","['TotestourhypothesisthatDCAcanbeusedasacomplementtoalocal-contextapproach,wecombinedourmainconfiguration(evaluatedinrowDofTable4)withaPOStagger.', 'UnlikeotherPOStaggers,thisPOStagger #TAUTHOR_TAGwasalsotrainedtodisambiguatesentenceboundaries.']","['TotestourhypothesisthatDCAcanbeusedasacomplementtoalocal-contextapproach,wecombinedourmainconfiguration(evaluatedinrowDofTable4)withaPOStagger.', 'UnlikeotherPOStaggers,thisPOStagger #TAUTHOR_TAGwasalsotrainedtodisambiguatesentenceboundaries.']","['TotestourhypothesisthatDCAcanbeusedasacomplementtoalocal-contextapproach,wecombinedourmainconfiguration(evaluatedinrowDofTable4)withaPOStagger.', 'UnlikeotherPOStaggers,thisPOStagger #TAUTHOR_TAGwasalsotrainedtodisambiguatesentenceboundaries.']",5
"['', '', 'ThebestperformanceontheWSJcorpuswasachievedbyacombinationoftheSATZsystem(PalmerandHearst1997)withtheAlembicsystem #TAUTHOR_TAG:a0.5%errorrate.', '', 'POS', '']","['', '', 'ThebestperformanceontheWSJcorpuswasachievedbyacombinationoftheSATZsystem(PalmerandHearst1997)withtheAlembicsystem #TAUTHOR_TAG:a0.5%errorrate.', '', 'POS', '']","['', '', 'ThebestperformanceontheWSJcorpuswasachievedbyacombinationoftheSATZsystem(PalmerandHearst1997)withtheAlembicsystem #TAUTHOR_TAG:a0.5%errorrate.', '', '', '']","['', '', 'ThebestperformanceontheWSJcorpuswasachievedbyacombinationoftheSATZsystem(PalmerandHearst1997)withtheAlembicsystem #TAUTHOR_TAG:a0.5%errorrate.', '', '', '']",1
"['', '', 'expectoursystemtoperformwellonsingle-cased.,textswritteninalloralllower-cased)oronopticalcharacterreader-generatedtexts.', 'WenotedinSection8thatverydocumentsofonetothreesentencesalsopresentadifficultyforourapproach.', 'ThisiswhererobustsyntacticsystemslikeSATZ #TAUTHOR_TAGorthePOStaggerreportedin #AUTHOR_TAG,whichdonotheavilyrelyonwordcapitalizationandarenotsensitivetodocumentlength,haveanadvantage.']","['', '', 'expectoursystemtoperformwellonsingle-casedtextswritteninalloralllower-casedletters)oronopticalcharacterreader-generatedtexts.', 'WenotedinSection8thatverydocumentsofonetothreesentencesalsopresentadifficultyforourapproach.', 'ThisiswhererobustsyntacticsystemslikeSATZ #TAUTHOR_TAGorthePOStaggerreportedin #AUTHOR_TAG,whichdonotheavilyrelyonwordcapitalizationandarenotsensitivetodocumentlength,haveanadvantage.']","['', '', 'expectoursystemtoperformwellonsingle-casedtexts.,textswritteninallcapitaloralllower-casedletters)oronopticalcharacterreader-generatedtexts.', 'WenotedinSection8thatveryshortdocumentsofonetothreesentencesalsopresentadifficultyforourapproach.', 'ThisiswhererobustsyntacticsystemslikeSATZ #TAUTHOR_TAGorthePOStaggerreportedin #AUTHOR_TAG,whichdonotheavilyrelyonwordcapitalizationandarenotsensitivetodocumentlength,haveanadvantage.']","['', '', 'Thus,forinstance,wedonotexpectoursystemtoperformwellonsingle-casedtexts(e.g.,textswritteninallcapitaloralllower-casedletters)oronopticalcharacterreader-generatedtexts.', 'WenotedinSection8thatveryshortdocumentsofonetothreesentencesalsopresentadifficultyforourapproach.', 'ThisiswhererobustsyntacticsystemslikeSATZ #TAUTHOR_TAGorthePOStaggerreportedin #AUTHOR_TAG,whichdonotheavilyrelyonwordcapitalizationandarenotsensitivetodocumentlength,haveanadvantage.']",1
"['', 'de', '', 'CAitapplies-flythedocumentunderprocessingandfavorsthemmorehighlythanthedefaultassignmentbasedprebuiltlists.', 'unlikethecachemodelitusesamultipassstrategy.', "" #TAUTHOR_TAGdevelopedawayofincorporatingstandardn-gramsintothecachemodel,usingmixturesoflanguagemodelsandalsoexponentiallydecayingtheweightforthecachepredictiondependingontherecencyoftheword'slast"", 'InourexperimentsweappliedsimplelinearinterpolationtoincorporatetheDCAsystemintoaPOStagger.', '', '', '', '', '', '', '', '', '']","['', 'de', '', 'DCAitappliesflythedocumentunderprocessingandfavorsthemmorehighlythanthedefaultassignmentbasedprebuiltlists.', 'unlikethecachemodel,itusesamultipassstrategy.', "" #TAUTHOR_TAGdevelopedawayofincorporatingstandardn-gramsintothecachemodel,usingmixturesoflanguagemodelsandalsoexponentiallydecayingtheweightforthecachepredictiondependingontherecencyoftheword'slast"", 'InourexperimentsweappliedsimplelinearinterpolationtoincorporatetheDCAsystemintoaPOStagger.', '', '', '', '', '', '', '', '', '']","['', 'de', '', 'itapplies-theflythedocumentunderprocessingandfavorsthemmorehighlythanthedefaultassignmentbasedprebuiltlists.', 'unlikethecachemodel,itusesamultipassstrategy.', "" #TAUTHOR_TAGdevelopedawayofincorporatingstandardn-gramsintothecachemodel,usingmixturesoflanguagemodelsandalsoexponentiallydecayingtheweightforthecachepredictiondependingontherecencyoftheword'slast"", 'InourexperimentsweappliedsimplelinearinterpolationtoincorporatetheDCAsystemintoaPOStagger.', '', '', '', '', '', '', '', '', '']","['', '', '', 'TheDCAsystemissimilarinspirittosuchdynamicadaptation:itapplieswordn-gramscollectedontheflyfromthedocumentunderprocessingandfavorsthemmorehighlythanthedefaultassignmentbasedonprebuiltlists.', 'Butunlikethecachemodel,itusesamultipassstrategy.', "" #TAUTHOR_TAGdevelopedawayofincorporatingstandardn-gramsintothecachemodel,usingmixturesoflanguagemodelsandalsoexponentiallydecayingtheweightforthecachepredictiondependingontherecencyoftheword'slast"", 'InourexperimentsweappliedsimplelinearinterpolationtoincorporatetheDCAsystemintoaPOStagger.', '', '', '', '', '', '', '', '', '']",2
"['ThedescriptionoftheEAGLEworkbenchforlinguisticengineering #TAUTHOR_TAGmentionsacasenormalizationmodulethatusesaheuristicinwhichacapitalizedwordinanambiguouspositionshouldberewrittenwithoutcapitalizationifitisfoundlower-casedinthesamedocument.', 'Thisheuristicalsoemploysadatabaseofbigramsandunigramsoflower-casedandcapitalizedwordsfoundinunambiguouspositions.', 'Itquitetoourmethodforcapitalized-worddisig', 'theAGLEcasenormalizationmodulebyBaldwinetal.isperformanceevaluationotherdetails']","['ThedescriptionoftheEAGLEworkbenchforlinguisticengineering #TAUTHOR_TAGmentionsacasenormalizationmodulethatusesaheuristicinwhichacapitalizedwordinanambiguouspositionshouldberewrittenwithoutcapitalizationifitisfoundlower-casedinthesamedocument.', 'Thisheuristicalsoemploysadatabaseofbigramsandunigramsoflower-casedandcapitalizedwordsfoundinunambiguouspositions.', 'Itquitetoourmethodforcapitalized-word', 'theEAGLEcasenormalizationmodulebyBaldwinetal.is,performanceevaluationotherdetails.']","['ThedescriptionoftheEAGLEworkbenchforlinguisticengineering #TAUTHOR_TAGmentionsacasenormalizationmodulethatusesaheuristicinwhichacapitalizedwordinanambiguouspositionshouldberewrittenwithoutcapitalizationifitisfoundlower-casedinthesamedocument.', 'Thisheuristicalsoemploysadatabaseofbigramsandunigramsoflower-casedandcapitalizedwordsfoundinunambiguouspositions.', 'Itisquitetoourmethodforcapitalized-worddisambiguation.', 'theEAGLEcasenormalizationmodulebyBaldwinetal.is,noperformanceevaluationotherdetails.']","['ThedescriptionoftheEAGLEworkbenchforlinguisticengineering #TAUTHOR_TAGmentionsacasenormalizationmodulethatusesaheuristicinwhichacapitalizedwordinanambiguouspositionshouldberewrittenwithoutcapitalizationifitisfoundlower-casedinthesamedocument.', 'Thisheuristicalsoemploysadatabaseofbigramsandunigramsoflower-casedandcapitalizedwordsfoundinunambiguouspositions.', 'Itisquitesimilartoourmethodforcapitalized-worddisambiguation.', 'ThedescriptionoftheEAGLEcasenormalizationmoduleprovidedbyBaldwinetal.is,however,verybriefandprovidesnoperformanceevaluationorotherdetails.']",1
"['Automaticallytrainablesoftwareisgenerallyseenwayproducing', ',thesecondclassofSBDsystemsemploysmachinelearningtechniquessuchasdecisiontreeclassifiers(Riley1989),neuralnetworks(PalmerandHearst1994),andmaximum-entropymodeling #TAUTHOR_TAG.', 'MachinelearningsystemstreattheSBDtaskasaclassificationproblem,usingfeaturessuchaswordspelling,capitalization,suffix,andwordclassfoundinthelocalcontextofapotentialsentence-terminatingpunctuationsign.', '', '']","['Automaticallytrainablesoftwareisgenerallyseenwayproducing', ',thesecondclassofSBDsystemsemploysmachinelearningtechniquessuchasdecisiontreeclassifiers(Riley1989),neuralnetworks(PalmerandHearst1994),andmaximum-entropymodeling #TAUTHOR_TAG.', 'MachinelearningsystemstreattheSBDtaskasaclassificationproblem,usingfeaturessuchaswordspelling,capitalization,suffix,andwordclassfoundinthelocalcontextofapotentialsentence-terminatingpunctuationsign.', '', '']","['Automaticallytrainablesoftwareisgenerallyseenawayproducingsystems', ',thesecondclassofSBDsystemsemploysmachinelearningtechniquessuchasdecisiontreeclassifiers(Riley1989),neuralnetworks(PalmerandHearst1994),andmaximum-entropymodeling #TAUTHOR_TAG.', 'MachinelearningsystemstreattheSBDtaskasaclassificationproblem,usingfeaturessuchaswordspelling,capitalization,suffix,andwordclassfoundinthelocalcontextofapotentialsentence-terminatingpunctuationsign.', '', '']","['', 'Thus,thesecondclassofSBDsystemsemploysmachinelearningtechniquessuchasdecisiontreeclassifiers(Riley1989),neuralnetworks(PalmerandHearst1994),andmaximum-entropymodeling #TAUTHOR_TAG.', 'MachinelearningsystemstreattheSBDtaskasaclassificationproblem,usingfeaturessuchaswordspelling,capitalization,suffix,andwordclassfoundinthelocalcontextofapotentialsentence-terminatingpunctuationsign.', '', '']",0
"['Disambiguationofcapitalizedwordsinmixed-casetextshasreceivedlittleattentioninthenaturallanguageprocessingandinformationretrievalcomm', 'wordsusuallydenotepropernames', '', 'acaseofambitycan', 'Whiteelephantsare.', 'totheusethesetermcasenormalizationinterchangeably.', "" #TAUTHOR_TAG,p.294)studied,amongothersimpletextnormalizationtechniques,theeffectofcasenormalizationfordifferentwordsandshowedthat``sometimescasevariantsrefertothesamething(hurricaneandHurricane),sometimestheyrefertodifferentthings(continentalandContinental)andsometimestheydon'trefertomuchofanything(e.g.,anytimeandAnytime).''"", 'Obviouslythesedifferencesarisebecausesomecapitalwordsfor(suchasContinental,thenameofanairline)andsomedonot']","['Disambiguationofcapitalizedwordsinmixed-casetextshasreceivedlittleattentioninthenaturallanguageprocessingandinformationretrieval', 'wordsusuallydenotepropernames', '', 'acaseofambiguity:can', 'Whiteelephantsare.', 'totheusethesetermcasenormalizationinterchangeably.', "" #TAUTHOR_TAG,p.294)studied,amongothersimpletextnormalizationtechniques,theeffectofcasenormalizationfordifferentwordsandshowedthat``sometimescasevariantsrefertothesamething(hurricaneandHurricane),sometimestheyrefertodifferentthings(continentalandContinental)andsometimestheydon'trefertomuchofanything(e.g.,anytimeandAnytime).''"", 'Obviouslythesedifferencesarisebecausesomecapitalizedwordsfor(suchasContinental,thenameofanairline)andsomedonot.']","['Disambiguationofcapitalizedwordsinmixed-casetextshasreceivedlittleattentioninthenaturallanguageprocessingandinformationretrievalcommunities,', 'wordsusuallydenotepropernames', '', 'acaseofambity', 'Whiteelephants', 'totheidentificationthetermcasenormalizationinterchangeably.', "" #TAUTHOR_TAG,p.294)studied,amongothersimpletextnormalizationtechniques,theeffectofcasenormalizationfordifferentwordsandshowedthat``sometimescasevariantsrefertothesamething(hurricaneandHurricane),sometimestheyrefertodifferentthings(continentalandContinental)andsometimestheydon'trefertomuchofanything(e.g.,anytimeandAnytime).''"", 'Obviouslythesedifferencesarisebecausesomecapitalizedwordsfor(suchasContinental,thenameofanairline)andsomedonot']","['Disambiguationofcapitalizedwordsinmixed-casetextshasreceivedlittleattentioninthenaturallanguageprocessingandinformationretrievalcommunities,butinfactitplaysanimportantroleinmanytasks.', '', '', '', '', '', "" #TAUTHOR_TAG,p.294)studied,amongothersimpletextnormalizationtechniques,theeffectofcasenormalizationfordifferentwordsandshowedthat``sometimescasevariantsrefertothesamething(hurricaneandHurricane),sometimestheyrefertodifferentthings(continentalandContinental)andsometimestheydon'trefertomuchofanything(e.g.,anytimeandAnytime).''"", 'Obviouslythesedifferencesarisebecausesomecapitalizedwordsstandforpropernames(suchasContinental,thenameofanairline)andsomedonot.']",0
"['', '', '', 'a', ' #TAUTHOR_TAGrecentlydescribedahybridmethodforfindingabbreviationsandtheirdefinitions.', 'Thismethodfirstappliesan""abbreviationrecognizer""thatgeneratesasetof""candidateabbreviations""foradocument.', 'Thenforthissetofcandidatesthesystemtriestofindinthetexttheirdefinitions(e.g.,UnitedKingdomforUK).', 'Theabbreviationrecognizerforthesepurposesisallowedtoovergeneratesignificantly.', 'h(apfromtheperformanceissues)inproposingtoomanycandidateabbreviations,becauseonlythosethatcanbelinkedtotheirdefinitionswillberet', '', '', '']","['', '', '', 'a', ' #TAUTHOR_TAGrecentlydescribedahybridmethodforfindingabbreviationsandtheirdefinitions.', 'Thismethodfirstappliesan""abbreviationrecognizer""thatgeneratesasetof""candidateabbreviations""foradocument.', 'Thenforthissetofcandidatesthesystemtriestofindinthetexttheirdefinitions(e.g.,UnitedKingdomforUK).', 'Theabbreviationrecognizerforthesepurposesisallowedtoovergeneratesignificantly.', 'harm(apartfromtheperformanceissues)inproposingtoomanycandidateabbreviations,becauseonlythosethatcanbelinkedtotheirdefinitionswillbe', '', '', '']","['', '', '', '', ' #TAUTHOR_TAGrecentlydescribedahybridmethodforfindingabbreviationsandtheirdefinitions.', 'Thismethodfirstappliesan""abbreviationrecognizer""thatgeneratesasetof""candidateabbreviations""foradocument.', 'Thenforthissetofcandidatesthesystemtriestofindinthetexttheirdefinitions(e.g.,UnitedKingdomforUK).', 'Theabbreviationrecognizerforthesepurposesisallowedtoovergeneratesignificantly.', '(apfromtheperformanceissues)inproposingtoomanycandidateabbreviations,becauseonlythosethatcanbelinkedtotheirdefinitionswillberet', '', '', '']","['', '', '', '', ' #TAUTHOR_TAGrecentlydescribedahybridmethodforfindingabbreviationsandtheirdefinitions.', 'Thismethodfirstappliesan""abbreviationrecognizer""thatgeneratesasetof""candidateabbreviations""foradocument.', 'Thenforthissetofcandidatesthesystemtriestofindinthetexttheirdefinitions(e.g.,UnitedKingdomforUK).', 'Theabbreviationrecognizerforthesepurposesisallowedtoovergeneratesignificantly.', 'Thereisnoharm(apartfromtheperformanceissues)inproposingtoomanycandidateabbreviations,becauseonlythosethatcanbelinkedtotheirdefinitionswillberetained.', '', '', '']",0
"['', '', 'AlthoughsomeSBDsystemscanbetrainedonrelativelysmallsetsoflabeledexamples,theirperformanceinsuchcasesissomewhatlowerthantheiroptimalperformance.', 'Forinstance, #TAUTHOR_TAGreportthattheSATZsystem(decisiontreevariant)wastrainedonasetofabout800labeledperiods,whichcorrespondstoacorpusofabout16,000words.', ""Thisisarelativelysmalltrainingsetthatcanbemanuallymarkedinafewhours'time."", 'Buttheerrorrate(1.5%)ofthedecisiontreeclassifiertrainedonthissmallsamplewasabout50%higherthanthatwhentrainedon6,000labeledexamples(1.0%).']","['', '', 'AlthoughsomeSBDsystemscanbetrainedonrelativelysmallsetsoflabeledexamples,theirperformanceinsuchcasesissomewhatlowerthantheiroptimalperformance.', 'Forinstance, #TAUTHOR_TAGreportthattheSATZsystem(decisiontreevariant)wastrainedonasetofabout800labeledperiods,whichcorrespondstoacorpusofabout16,000words.', ""Thisisarelativelysmalltrainingsetthatcanbemanuallymarkedinafewhours'time."", 'Buttheerrorrate(1.5%)ofthedecisiontreeclassifiertrainedonthissmallsamplewasabout50%higherthanthatwhentrainedon6,000labeledexamples(1.0%).']","['', '', 'AlthoughsomeSBDsystemscanbetrainedonrelativelysmallsetsoflabeledexamples,theirperformanceinsuchcasesissomewhatlowerthantheiroptimalperformance.', 'Forinstance, #TAUTHOR_TAGreportthattheSATZsystem(decisiontreevariant)wastrainedonasetofabout800labeledperiods,whichcorrespondstoacorpusofabout16,000words.', ""Thisisarelativelysmalltrainingsetthatcanbemanuallymarkedinafewhours'time."", 'Buttheerrorrate(1.5%)ofthedecisiontreeclassifiertrainedonthissmallsamplewasabout50%higherthanthatwhentrainedon6,000labeledexamples(1.0%).']","['', '', 'AlthoughsomeSBDsystemscanbetrainedonrelativelysmallsetsoflabeledexamples,theirperformanceinsuchcasesissomewhatlowerthantheiroptimalperformance.', 'Forinstance, #TAUTHOR_TAGreportthattheSATZsystem(decisiontreevariant)wastrainedonasetofabout800labeledperiods,whichcorrespondstoacorpusofabout16,000words.', ""Thisisarelativelysmalltrainingsetthatcanbemanuallymarkedinafewhours'time."", 'Buttheerrorrate(1.5%)ofthedecisiontreeclassifiertrainedonthissmallsamplewasabout50%higherthanthatwhentrainedon6,000labeledexamples(1.0%).']",1
"['Whentranslatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', 'Notethatthisensuresthatgreaterimportanceisattributedtolongerchunks,asisusualinmostEBMTsystems(cfXXXSatoandNagao1990;VealeandWay1997; #TAUTHOR_TAG.7AsconsiderthetranslationintoFrenchthecollapsed']","['Whentranslatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', 'Notethatthisensuresthatgreaterimportanceisattributedtolongerchunks,asisusualinmostEBMTsystems(cfXXXSatoandNagao1990;VealeandWay1997; #TAUTHOR_TAG.7AsconsiderthetranslationintoFrenchthecollapsed']","['Whentranslatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', 'Notethatthisensuresthatgreaterimportanceisattributedtolongerchunks,asisusualinmostEBMTsystems(cfXXXSatoandNagao1990;VealeandWay1997; #TAUTHOR_TAG.7AsconsiderthetranslationintoFrenchthehousecollapsed.']","['Whentranslatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', 'Notethatthisensuresthatgreaterimportanceisattributedtolongerchunks,asisusualinmostEBMTsystems(cfXXXSatoandNagao1990;VealeandWay1997; #TAUTHOR_TAG.7Asanexample,considerthetranslationintoFrenchofthehousecollapsed.']",0
"['Thesetranslationsgaverisetoanumberofautomaticallyconstructedlinguisticresources:()theoriginal(,target)phrasaltranslationpairs,(2)themarkerlexicon,(3)thegen11ThanksaretheanonymousreviewersforpointingoutthatourwEBMTsystem,seededwithinputfrommultipletranslationsystems,withapostvalidationprocessviatheWeb(amountingtoann-gramtargetlanguagemodel),ineffectformsamultiengineMTsystemasdescribedby #TAUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.']","['Thesetranslationsgaverisetoanumberofautomaticallyconstructedlinguisticresources:()theoriginal(,target)phrasaltranslationpairs,(2)themarkerlexicon,(3)thegen11ThanksaretheanonymousreviewersforpointingoutthatourwEBMTsystem,seededwithinputfrommultipletranslationsystems,withapostvalidationprocessviatheWeb(amountingtoann-gramtargetlanguagemodel),ineffectformsamultiengineMTsystemasdescribedby #TAUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.']","['Thesetranslationsgaverisetoanumberofautomaticallyconstructedlinguisticresources:()theoriginal(,target)phrasaltranslationpairs,(2)themarkerlexicon,(3)thegen11ThanksaretheanonymousreviewersforpointingoutthatourwEBMTsystem,seededwithinputfrommultipletranslationsystems,withapostvalidationprocessviatheWeb(amountingtoann-gramtargetlanguagemodel),ineffectformsamultiengineMTsystemasdescribedby #TAUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.']","['Thesetranslationsgaverisetoanumberofautomaticallyconstructedlinguisticresources:(1)theoriginal(source,target)phrasaltranslationpairs,(2)themarkerlexicon,(3)thegen11ThanksareduetooneoftheanonymousreviewersforpointingoutthatourwEBMTsystem,seededwithinputfrommultipletranslationsystems,withapostvalidationprocessviatheWeb(amountingtoann-gramtargetlanguagemodel),ineffectformsamultiengineMTsystemasdescribedby #TAUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.']",1
"['alignments', 'a', 'Kay', ' #TAUTHOR_TAGattempttotranslatetechnicaltermsusingwordrelationmatrices,althoughtheresourcefromwhichsuchrelationsarederivedisapairofnonparallelcorpora.', '', '', '', '', '', '']","['alignments', 'a', 'Kay', ' #TAUTHOR_TAGattempttotranslatetechnicaltermsusingwordrelationmatrices,althoughtheresourcefromwhichsuchrelationsarederivedisapairofnonparallelcorpora.', '', '', '', '', '', '']","['entialalignments', '', 'Kay', ' #TAUTHOR_TAGattempttotranslatetechnicaltermsusingwordrelationmatrices,althoughtheresourcefromwhichsuchrelationsarederivedisapairofnonparallelcorpora.', '', '', '', '', '', '']","['', '', '', ' #TAUTHOR_TAGattempttotranslatetechnicaltermsusingwordrelationmatrices,althoughtheresourcefromwhichsuchrelationsarederivedisapairofnonparallelcorpora.', '', '', '', '', '', '']",0
"['â\x80¢Learnability #TAUTHOR_TAGâ\x80¢Textgeneration(Hovy1988;Milosavljevic,Tulloch,andDale1996)â\x80¢Speechgeneration(RaynerandCarter1997)â\x80¢Localization(SchÂ¨aler1996)']","['â\x80¢Learnability #TAUTHOR_TAGâ\x80¢Textgeneration(Hovy1988;Milosavljevic,Tulloch,andDale1996)â\x80¢Speechgeneration(RaynerandCarter1997)â\x80¢Localization(SchÂ¨aler1996)']","['â\x80¢Learnability #TAUTHOR_TAGâ\x80¢Textgeneration(Hovy1988;Milosavljevic,Tulloch,andDale1996)â\x80¢Speechgeneration(RaynerandCarter1997)â\x80¢Localization(SchÂ¨aler1996)']","['â\x80¢Learnability #TAUTHOR_TAGâ\x80¢Textgeneration(Hovy1988;Milosavljevic,Tulloch,andDale1996)â\x80¢Speechgeneration(RaynerandCarter1997)â\x80¢Localization(SchÂ¨aler1996)']",0
