token_context,word_context,seg_context,sent_cotext,label
"['', '', '', '', '', '', '', '', '', '', '', '', ' #AUTHOR_TAGpredefine163verbalsubcategorizationframes,obtainedbymanuallymergingtheclassesexemplifiedintheCOMLEX(MacLeod,Grishman,andMeyers1994)andANLT #TAUTHOR_TAGdictionariesandaddingaround30framesfoundbymanualinspection.', 'Theframesinc.', '']","['', '', '', '', '', '', '', '', '', '', '', '', ' #AUTHOR_TAGpredefine163verbalsubcategorizationframes,obtainedbymanuallymergingtheclassesexemplifiedintheCOMLEX(MacLeod,Grishman,andMeyers1994)andANLT #TAUTHOR_TAGdictionariesandaddingaround30framesfoundbymanualinspection.', 'Theframes', '']","['', '', '', '', '', '', '', '', '', '', '', '', ' #AUTHOR_TAGpredefine163verbalsubcategorizationframes,obtainedbymanuallymergingtheclassesexemplifiedintheCOMLEX(MacLeod,Grishman,andMeyers1994)andANLT #TAUTHOR_TAGdictionariesandaddingaround30framesfoundbymanualinspection.', 'Theframesinc', '']","['', '', '', '', '', '', '', '', '', '', '', '', ' #AUTHOR_TAGpredefine163verbalsubcategorizationframes,obtainedbymanuallymergingtheclassesexemplifiedintheCOMLEX(MacLeod,Grishman,andMeyers1994)andANLT #TAUTHOR_TAGdictionariesandaddingaround30framesfoundbymanualinspection.', '', '']",0
"['annotation', 'Thealgorithmusescategorial,configurational,localhead,andPenn-IIfunctionalandtraceinformation.', 'Theannotationprocedureisdependentonlocatingtheheaddaughter,forwhichanamendedversionof #TAUTHOR_TAGisused.', '', '', '', '']","['annotation', 'Thealgorithmusescategorial,configurational,localhead,andPenn-IIfunctionalandtraceinformation.', 'Theannotationprocedureisdependentonlocatingtheheaddaughter,forwhichanamendedversionof #TAUTHOR_TAGisused.', '', '', '', '']","['', 'Thealgorithmusescategorial,configurational,localhead,andPenn-IIfunctionalandtraceinformation.', 'Theannotationprocedureisdependentonlocatingtheheaddaughter,forwhichanamendedversionof #TAUTHOR_TAGisused.', '', '', '', '']","['', 'Thealgorithmusescategorial,configurational,localhead,andPenn-IIfunctionalandtraceinformation.', 'Theannotationprocedureisdependentonlocatingtheheaddaughter,forwhichanamendedversionof #TAUTHOR_TAGisused.', '', '', '', '']",5
"['Inmodernsyntactictheories(e.g.,lexical-functionalgrammar[LFG][KaplanandBresnan1982;Bresnan2001; #TAUTHOR_TAG],head-drivenphrasestructuregrammar[HPSG][PollardandS4],andsy']","['Inmodernsyntactictheories(e.g.,lexical-functionalgrammar[LFG][KaplanandBresnan1982;Bresnan2001; #TAUTHOR_TAG],head-drivenphrasestructuregrammar[HPSG][PollardandSag1994],and']","['Inmodernsyntactictheories(e.g.,lexical-functionalgrammar[LFG][KaplanandBresnan1982;Bresnan2001; #TAUTHOR_TAG],head-drivenphrasestructuregrammar[HPSG][PollardandS],andsy']",[''],0
"['', 'structures', 'onautomaticf-structurewasappliedonlytosetsconcept.', ',morerecentwork(Cahilletal.2002;Cahill,McCarthy,etal.2004)haspresentedeffortsinevolvingandscalingupannotationtechniquestothePenn-IITreebank #TAUTHOR_TAG,containingmorethan1,000,000wordsand49,000sentences.']","['', '', 'onautomaticf-structurewasappliedonlytosetsconcept.', ',morerecentwork(Cahilletal.2002;Cahill,McCarthy,etal.2004)haspresentedeffortsinevolvingandscalingupannotationtechniquestothePenn-IITreebank #TAUTHOR_TAG,containingmorethan1,000,000wordsand49,000sentences.']","['', 'structures', 'onautomaticf-structureannotationwasappliedonlytoconcept.', ',morerecentwork(Cahilletal.2002;Cahill,McCarthy,etal.2004)haspresentedeffortsinevolvingandscalingupannotationtechniquestothePenn-IITreebank #TAUTHOR_TAG,containingmorethan1,000,000wordsand49,000sentences.']","['', '', '', 'However,morerecentwork(Cahilletal.2002;Cahill,McCarthy,etal.2004)haspresentedeffortsinevolvingandscalingupannotationtechniquestothePenn-IITreebank #TAUTHOR_TAG,containingmorethan1,000,000wordsand49,000sentences.']",0
"['modernsyntactictheories(e.,lexical-functionalgrammar[LFG][KaplanandBresnan1982;Bresnan2001;Dalrymple2001],head-drivenphrasestructuregrammar[HPSG][ #TAUTHOR_TAG],treejoining],andsy']","['modernsyntactictheories(e.g.,lexical-functionalgrammar[LFG][KaplanandBresnan1982;Bresnan2001;Dalrymple2001],head-drivenphrasestructuregrammar[HPSG][ #TAUTHOR_TAG],tree-adjoining],and']","['modernsyntactictheories(e.,lexical-functionalgrammar[LFG][KaplanandBresnan1982;Bresnan2001;Dalrymple2001],head-drivenphrasestructuregrammar[HPSG][ #TAUTHOR_TAG],tree],andsy']",[''],0
"['extractwealsoexaminedtherateatwhichtheyareinduced.', 'Thiscanbeexpressedasameasureofthecoverageoftheinducedlexicononnewdata.', 'FollowingHockenmaier,Bierner,and #AUTHOR_TAG, #TAUTHOR_TAG,andMiyao,Ninomiya,and #AUTHOR_TAG,weextractareferencelexiconfromSections02--21oftheWSJ.', 'WethencomparethistoatestlexiconfromSection23.', 'Table27showstheresultsoftheevaluationofthecoverageofaninducedlexiconforverbsonly.', 'acorrespondingsemanticformthereferencelexiconfor89.89%oftheverbsinSection23.10.11%entriesthetest', '', '', '', 'known,subframe(7']","['extractedwealsoexaminedtherateatwhichtheyareinduced.', 'Thiscanbeexpressedasameasureofthecoverageoftheinducedlexicononnewdata.', 'FollowingHockenmaier,Bierner,and #AUTHOR_TAG, #TAUTHOR_TAG,andMiyao,Ninomiya,and #AUTHOR_TAG,weextractareferencelexiconfromSections02--21oftheWSJ.', 'WethencomparethistoatestlexiconfromSection23.', 'Table27showstheresultsoftheevaluationofthecoverageofaninducedlexiconforverbsonly.', 'acorrespondingsemanticformthereferencelexiconfor89.89%oftheverbsinSection23.10.11%entriesthetest', '', '', '', 'known,frame']","['extractwealsoexaminedtherateatwhichtheyareinduced.', 'Thiscanbeexpressedasameasureofthecoverageoftheinducedlexicononnewdata.', 'FollowingHockenmaier,Bierner,and #AUTHOR_TAG, #TAUTHOR_TAG,andMiyao,Ninomiya,and #AUTHOR_TAG,weextractareferencelexiconfromSections02--21oftheWSJ.', 'WethencomparethistoatestlexiconfromSection23.', 'Table27showstheresultsoftheevaluationofthecoverageofaninducedlexiconforverbsonly.', 'acorrespondingsemanticformthereferencelexiconfor89.89%oftheverbsinSection23.10.11%theentriesthetestlexicon', '', '', '', 'known,subcategorizationframe(7']","['Inadditiontoevaluatingthequalityofourextractedsemanticforms,wealsoexaminedtherateatwhichtheyareinduced.', 'Thiscanbeexpressedasameasureofthecoverageoftheinducedlexicononnewdata.', 'FollowingHockenmaier,Bierner,and #AUTHOR_TAG, #TAUTHOR_TAG,andMiyao,Ninomiya,and #AUTHOR_TAG,weextractareferencelexiconfromSections02--21oftheWSJ.', 'WethencomparethistoatestlexiconfromSection23.', 'Table27showstheresultsoftheevaluationofthecoverageofaninducedlexiconforverbsonly.', 'Thereisacorrespondingsemanticforminthereferencelexiconfor89.89%oftheverbsinSection23.10.11%oftheentriesinthetestlexicondidnotappearinthereferencelexicon.', '', '', '', '']",5
"['', 'aofsubcategorizationpatternsarepredefined,asetofverbsubcategorizationframeassociationsarehypothesizedfromthedata,andstatisticalmethodsareappliedtoreliablyselecthypothesesforthefinallexicon.', ' #TAUTHOR_TAGreliesonmorphosyntacticcuesintheuntaggedBrowncorpusasindicatorsofsixpredefinedsubcategorizationframes.', 'Theframesdonotincludedetailsofspecificprepositions.', 'Brentusedhypothesistestingonbinomialfrequencydatatostatisticallyfiltertheinducedframes.', '', '', '', '', '', '', '', '', '']","['', 'aofsubcategorizationpatternsarepredefined,asetofverbsubcategorizationframeassociationsarehypothesizedfromthedata,andstatisticalmethodsareappliedtoreliablyselecthypothesesforthefinallexicon.', ' #TAUTHOR_TAGreliesonmorphosyntacticcuesintheuntaggedBrowncorpusasindicatorsofsixpredefinedsubcategorizationframes.', 'Theframesdonotincludedetailsofspecificprepositions.', 'Brentusedhypothesistestingonbinomialfrequencydatatostatisticallyfiltertheinducedframes.', '', '', '', '', '', '', '', '', '']","['', 'anumberofsubcategorizationpatternsarepredefined,asetofverbsubcategorizationframeassociationsarehypothesizedfromthedata,andstatisticalmethodsareappliedtoreliablyselecthypothesesforthefinallexicon.', ' #TAUTHOR_TAGreliesonmorphosyntacticcuesintheuntaggedBrowncorpusasindicatorsofsixpredefinedsubcategorizationframes.', 'Theframesdonotincludedetailsofspecificprepositions.', 'Brentusedhypothesistestingonbinomialfrequencydatatostatisticallyfiltertheinducedframes.', '', '', '', '', '', '', '', '', '']","['', 'Typicallyintheapproachesbasedonrawtext,anumberofsubcategorizationpatternsarepredefined,asetofverbsubcategorizationframeassociationsarehypothesizedfromthedata,andstatisticalmethodsareappliedtoreliablyselecthypothesesforthefinallexicon.', ' #TAUTHOR_TAGreliesonmorphosyntacticcuesintheuntaggedBrowncorpusasindicatorsofsixpredefinedsubcategorizationframes.', 'Theframesdonotincludedetailsofspecificprepositions.', 'Brentusedhypothesistestingonbinomialfrequencydatatostatisticallyfiltertheinducedframes.', '', '', '', '', '', '', '', '', '']",0
"['Lexicalfunctionalgrammar #TAUTHOR_TAG;Bresnan2001;Dalrymple2001)isamemberofthefamilyofconstraint-basedgrammars.', 'Itpositsminimallytwolevelsofsyntacticrepresentation:2c(onstituent)-structureencodesdetailsofsurfacesyntacticconstituency,whereasf(unctional)-structureexpressesabstractsyntacticinformationaboutpredicate-argument-modifierrelationsandcertainmorphosyntacticpropertiessuchastense,aspect,andcase.', '', '-', '']","['Lexicalfunctionalgrammar #TAUTHOR_TAG;Bresnan2001;Dalrymple2001)isamemberofthefamilyofconstraint-basedgrammars.', 'Itpositsminimallytwolevelsofsyntacticrepresentation:2c(onstituent)-structureencodesdetailsofsurfacesyntacticconstituency,whereasf(unctional)-structureexpressesabstractsyntacticinformationaboutpredicate-argument-modifierrelationsandcertainmorphosyntacticpropertiessuchastense,aspect,andcase.', '', '', '']","['Lexicalfunctionalgrammar #TAUTHOR_TAG;Bresnan2001;Dalrymple2001)isamemberofthefamilyofconstraint-basedgrammars.', 'Itpositsminimallytwolevelsofsyntacticrepresentation:2c(onstituent)-structureencodesdetailsofsurfacesyntacticconstituency,whereasf(unctional)-structureexpressesabstractsyntacticinformationaboutpredicate-argument-modifierrelationsandcertainmorphosyntacticpropertiessuchastense,aspect,andcase.', '', '-', '']","['Lexicalfunctionalgrammar #TAUTHOR_TAG;Bresnan2001;Dalrymple2001)isamemberofthefamilyofconstraint-basedgrammars.', 'Itpositsminimallytwolevelsofsyntacticrepresentation:2c(onstituent)-structureencodesdetailsofsurfacesyntacticconstituency,whereasf(unctional)-structureexpressesabstractsyntacticinformationaboutpredicate-argument-modifierrelationsandcertainmorphosyntacticpropertiessuchastense,aspect,andcase.', '', '', '']",0
"['', '', '', '', '', 'denaargument,itssyntacticfunctionissubject', '', '', ' #TAUTHOR_TAGpresentanapproachtolearnpreviouslyunknownframesforCzechfromthePragueDependencyBank(Hajic', 'CzechisalanguagewithafreerwordorderthanEnglishandsoconfigurationalinformationcannotbereliedupon.', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', 'denotesaargument,itssyntacticfunctionissubject.', '', '', ' #TAUTHOR_TAGpresentanapproachtolearnpreviouslyunknownframesforCzechfromthePragueDependencyBank(Hajic', 'CzechisalanguagewithafreerwordorderthanEnglishandsoconfigurationalinformationcannotbereliedupon.', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', 'denamandatoryargument,itssyntacticfunctionissubject', '', '', ' #TAUTHOR_TAGpresentanapproachtolearnpreviouslyunknownframesforCzechfromthePragueDependencyBank(Hajic', 'CzechisalanguagewithafreerwordorderthanEnglishandsoconfigurationalinformationcannotbereliedupon.', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', ' #TAUTHOR_TAGpresentanapproachtolearnpreviouslyunknownframesforCzechfromthePragueDependencyBank(Hajic', 'CzechisalanguagewithafreerwordorderthanEnglishandsoconfigurationalinformationcannotbereliedupon.', '', '', '', '', '', '', '', '', '']",0
"['', '', '', '', '', '', '', 'Theextractionprocedureconsistsofthreesteps:First,thebracketingofthetreesinthePennTreebankiscorrectedandextendedbasedontheapproachesof #AUTHOR_TAGand #TAUTHOR_TAG.', 'readoffaquitestraightanner', 'invalidannotation', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', 'Theextractionprocedureconsistsofthreesteps:First,thebracketingofthetreesinthePennTreebankiscorrectedandextendedbasedontheapproachesof #AUTHOR_TAGand #TAUTHOR_TAG.', 'readoffaquitestraightforward', 'invalidannotation', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', 'Theextractionprocedureconsistsofthreesteps:First,thebracketingofthetreesinthePennTreebankiscorrectedandextendedbasedontheapproachesof #AUTHOR_TAGand #TAUTHOR_TAG.', 'arereadoffaquitestraightforwardmanner.', 'annotationerrors', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', 'Theextractionprocedureconsistsofthreesteps:First,thebracketingofthetreesinthePennTreebankiscorrectedandextendedbasedontheapproachesof #AUTHOR_TAGand #TAUTHOR_TAG.', '', '', '', '', '', '', '', '', '', '']",0
"['', '', '', '', '', 'Asafurtherextension,theextractionprocedurereadsoffthesyntacticcategoryoftheheadofeachofthesubcategorizedsyntacticfunctions:impose(v,[subj(n),obj(n),obl:on]).3Inthiswayourmethodologyisabletoproducesurfacesyntacticaswellasabstractfunctionalsubcategorizationdetails.', ' #TAUTHOR_TAGarguesthattherearecases,albeitexceptionalones,inwhichconstraintsonsyntacticcategoryareanissueinsubcategorization.', 'muchworkwhichlimitsitselftotheextractionofsurfacesyntacticsubcategorizationdetails,oursystemcanprovidethisinformationaswellasdetailsofgrammaticalfunction.']","['', '', '', '', '', 'Asafurtherextension,theextractionprocedurereadsoffthesyntacticcategoryoftheheadofeachofthesubcategorizedsyntacticfunctions:impose(v,[subj(n),obj(n),obl:on]).3Inthisway,ourmethodologyisabletoproducesurfacesyntacticaswellasabstractfunctionalsubcategorizationdetails.', ' #TAUTHOR_TAGarguesthattherearecases,albeitexceptionalones,inwhichconstraintsonsyntacticcategoryareanissueinsubcategorization.', 'muchworkwhichlimitsitselftotheextractionofsurfacesyntacticsubcategorizationdetails,oursystemcanprovidethisinformationaswellasdetailsofgrammaticalfunction.']","['', '', '', '', '', 'Asafurtherextension,theextractionprocedurereadsoffthesyntacticcategoryoftheheadofeachofthesubcategorizedsyntacticfunctions:impose(v,[subj(n),obj(n),obl:on]).3Inthiswayourmethodologyisabletoproducesurfacesyntacticaswellasabstractfunctionalsubcategorizationdetails.', ' #TAUTHOR_TAGarguesthattherearecases,albeitexceptionalones,inwhichconstraintsonsyntacticcategoryareanissueinsubcategorization.', 'muchtheworkwhichlimitsitselftotheextractionofsurfacesyntacticsubcategorizationdetails,oursystemcanprovidethisinformationaswellasdetailsofgrammaticalfunction.']","['', '', '', '', '', 'Asafurtherextension,theextractionprocedurereadsoffthesyntacticcategoryoftheheadofeachofthesubcategorizedsyntacticfunctions:impose(v,[subj(n),obj(n),obl:on]).3Inthisway,ourmethodologyisabletoproducesurfacesyntacticaswellasabstractfunctionalsubcategorizationdetails.', ' #TAUTHOR_TAGarguesthattherearecases,albeitexceptionalones,inwhichconstraintsonsyntacticcategoryareanissueinsubcategorization.', 'IncontrasttomuchoftheworkreviewedinSection3,whichlimitsitselftotheextractionofsurfacesyntacticsubcategorizationdetails,oursystemcanprovidethisinformationaswellasdetailsofgrammaticalfunction.']",4
"['', '', '', '.', '', '', '', '', '', '', '', '', '', '', 'some', 'Inthefuture,wehopetoevaluatetheautomaticannotationsandextractedlexiconagainstPropbank #TAUTHOR_TAG.']","['', '', '', 'frames.', '', '', '', '', '', '', '', '', '', '', 'some', 'Inthefuture,wehopetoevaluatetheautomaticannotationsandextractedlexiconagainstPropbank #TAUTHOR_TAG.']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Inthefuture,wehopetoevaluatetheautomaticannotationsandextractedlexiconagainstPropbank #TAUTHOR_TAG.']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Inthefuture,wehopetoevaluatetheautomaticannotationsandextractedlexiconagainstPropbank #TAUTHOR_TAG.']",3
"['AnotherdrawbacktousinganexistingexternalgoldstandardsuchasCOMLEXtoevaluateanautomaticallyinducedsubcategorizationlexiconisthattheresourcesarenotnecessarilyconstructedfromthesamesourcedata.', 'Asnotedabove,itiswelldocumented #TAUTHOR_TAGthatsubcategorizationframes(andtheirfrequencies)varyacrossdomains.', 'Wehaveextractedframesfromtwosources(theWSJandtheBrowncorpus),whereasCOMLEXwasbuiltusingexamplesfromtheSanJoseMercuryNews,theBrowncorpus,severalliteraryworksfromtheLibraryofAmerica,scientificabstractsfromtheU.S.DepartmentofEnergy,andtheWSJ.', '', 'containssubcategorizationframesthevalidityofwhichdoubt,fortheovergenerationofsubcategorized-forprepositionalphrases', '', '', '', '', '', '', '', '', '', '']","['AnotherdrawbacktousinganexistingexternalgoldstandardsuchasCOMLEXtoevaluateanautomaticallyinducedsubcategorizationlexiconisthattheresourcesarenotnecessarilyconstructedfromthesamesourcedata.', 'Asnotedabove,itiswelldocumented #TAUTHOR_TAGthatsubcategorizationframes(andtheirfrequencies)varyacrossdomains.', 'Wehaveextractedframesfromtwosources(theWSJandtheBrowncorpus),whereasCOMLEXwasbuiltusingexamplesfromtheSanJoseMercuryNews,theBrowncorpus,severalliteraryworksfromtheLibraryofAmerica,scientificabstractsfromtheU.S.DepartmentofEnergy,andtheWSJ.', '', 'containssubcategorizationframesthevalidityofwhichdoubt,fortheovergenerationofsubcategorized-forprepositionalphrases.', '', '', '', '', '', '', '', '', '', '']","['AnotherdrawbacktousinganexistingexternalgoldstandardsuchasCOMLEXtoevaluateanautomaticallyinducedsubcategorizationlexiconisthattheresourcesarenotnecessarilyconstructedfromthesamesourcedata.', 'Asnotedabove,itiswelldocumented #TAUTHOR_TAGthatsubcategorizationframes(andtheirfrequencies)varyacrossdomains.', 'Wehaveextractedframesfromtwosources(theWSJandtheBrowncorpus),whereasCOMLEXwasbuiltusingexamplesfromtheSanJoseMercuryNews,theBrowncorpus,severalliteraryworksfromtheLibraryofAmerica,scientificabstractsfromtheU.S.DepartmentofEnergy,andtheWSJ.', '', 'containssubcategorizationframesthevalidityofwhichdoubt,fortheovergenerationofsubcategorized-fordirectionalprepositionalphrases.', '', '', '', '', '', '', '', '', '', '']","['AnotherdrawbacktousinganexistingexternalgoldstandardsuchasCOMLEXtoevaluateanautomaticallyinducedsubcategorizationlexiconisthattheresourcesarenotnecessarilyconstructedfromthesamesourcedata.', 'Asnotedabove,itiswelldocumented #TAUTHOR_TAGthatsubcategorizationframes(andtheirfrequencies)varyacrossdomains.', 'Wehaveextractedframesfromtwosources(theWSJandtheBrowncorpus),whereasCOMLEXwasbuiltusingexamplesfromtheSanJoseMercuryNews,theBrowncorpus,severalliteraryworksfromtheLibraryofAmerica,scientificabstractsfromtheU.S.DepartmentofEnergy,andtheWSJ.', '', 'Itisalsopossiblethatbecauseofhumanerror,COMLEXcontainssubcategorizationframesthevalidityofwhichareindoubt,forexample,theovergenerationofsubcategorized-fordirectionalprepositionalphrases.', '', '', '', '', '', '', '', '', '', '']",4
"['', 'tractionofalexiconessentiallyamountstothecreationofagrammar.', ' #TAUTHOR_TAGexploreanumberofrelatedapproachestotheextractionofalexicalizedTAGfromthePenn-IITreebankwiththeaimofconstructingastatisticalmodelforparsing.', 'Theextractionprocedureutilizesaheadpercolationroducedapproachthebetweencomplementandadj', 'lexicallyored', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', 'extractionofalexiconessentiallyamountstothecreationofagrammar.', ' #TAUTHOR_TAGexploreanumberofrelatedapproachestotheextractionofalexicalizedTAGfromthePenn-IITreebankwiththeaimofconstructingastatisticalmodelforparsing.', 'Theextractionprocedureutilizesaheadpercolationintroducedapproachthebetweencomplementand', 'lexicallyanchored', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', 'ofalexiconessentiallyamountstothecreationofagrammar.', ' #TAUTHOR_TAGexploreanumberofrelatedapproachestotheextractionofalexicalizedTAGfromthePenn-IITreebankwiththeaimofconstructingastatisticalmodelforparsing.', 'Theextractionprocedureutilizesaheadpercolationtableroduced #AUTHOR_TAGapproachbetweencomplementandadj', 'lexicallyored', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', ' #TAUTHOR_TAGexploreanumberofrelatedapproachestotheextractionofalexicalizedTAGfromthePenn-IITreebankwiththeaimofconstructingastatisticalmodelforparsing.', 'Theextractionprocedureutilizesaheadpercolationtableasintroducedby #AUTHOR_TAGincombinationwithavariationof #AUTHOR_TAGapproachtothedifferentiationbetweencomplementandadjunct.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0
"['Therateofaccessionmayalsoberepresentedgraphically.', 'In #TAUTHOR_TAGand #AUTHOR_TAG,itwasobservedthattreebankgrammars(CFGsextractedfromtreebanks)areverylargeandgrowwiththesizeofthetreebank.', 'Wewereinterestedindiscoveringwhethertheacquisitionoflexicalmaterialfromthesamedatadisplayedasimilarpropensity.', 'Figure8graphstherateinductionofformIII', '', '']","['Therateofaccessionmayalsoberepresentedgraphically.', 'In #TAUTHOR_TAGand #AUTHOR_TAG,itwasobservedthattreebankgrammars(CFGsextractedfromtreebanks)areverylargeandgrowwiththesizeofthetreebank.', 'Wewereinterestedindiscoveringwhethertheacquisitionoflexicalmaterialfromthesamedatadisplayedasimilarpropensity.', 'Figure8graphstherateinductionofform', '', '']","['Therateofaccessionmayalsoberepresentedgraphically.', 'In #TAUTHOR_TAGand #AUTHOR_TAG,itwasobservedthattreebankgrammars(CFGsextractedfromtreebanks)areverylargeandgrowwiththesizeofthetreebank.', 'Wewereinterestedindiscoveringwhethertheacquisitionoflexicalmaterialfromthesamedatadisplayedasimilarpropensity.', 'Figure8graphstherateinductionofsemanticformIII', '', '']","['Therateofaccessionmayalsoberepresentedgraphically.', 'In #TAUTHOR_TAGand #AUTHOR_TAG,itwasobservedthattreebankgrammars(CFGsextractedfromtreebanks)areverylargeandgrowwiththesizeofthetreebank.', 'Wewereinterestedindiscoveringwhethertheacquisitionoflexicalmaterialfromthesamedatadisplayedasimilarpropensity.', '', '', '']",0
"['formaconstruction', 'subcategorizationdetails', '', 'Inaddition,subcategorizationrequirementsmayvaryacrosslinguisticdomainorgenre(CarrollandRooth1998).', ' #TAUTHOR_TAGarguesthat,asidefrommissingdomain-specificcomplementationtrends,dictionariesproducedbyhandwilltendtolagbehindreallanguageusebecauseoftheirstaticnature.', 'onautomatingacquisitionofdictionariesforlexicallybasedNLPsystemsisaparticularlyimportantissue.']","['formaconstruction).', 'subcategorizationdetails,', '', 'Inaddition,subcategorizationrequirementsmayvaryacrosslinguisticdomainorgenre(CarrollandRooth1998).', ' #TAUTHOR_TAGarguesthat,asidefrommissingdomain-specificcomplementationtrends,dictionariesproducedbyhandwilltendtolagbehindreallanguageusebecauseoftheirstaticnature.', 'onautomatingacquisitionofdictionariesforlexicallybasedNLPsystemsisaparticularlyimportantissue.']","['form', 'subcategorizationdetails,', '', 'Inaddition,subcategorizationrequirementsmayvaryacrosslinguisticdomainorgenre(CarrollandRooth1998).', ' #TAUTHOR_TAGarguesthat,asidefrommissingdomain-specificcomplementationtrends,dictionariesproducedbyhandwilltendtolagbehindreallanguageusebecauseoftheirstaticnature.', 'onautomatingacquisitionofdictionariesforlexicallybasedNLPsystemsisaparticularlyimportantissue.']","['', '', '', 'Inaddition,subcategorizationrequirementsmayvaryacrosslinguisticdomainorgenre(CarrollandRooth1998).', ' #TAUTHOR_TAGarguesthat,asidefrommissingdomain-specificcomplementationtrends,dictionariesproducedbyhandwilltendtolagbehindreallanguageusebecauseoftheirstaticnature.', 'Giventhesefacts,researchonautomatingacquisitionofdictionariesforlexicallybasedNLPsystemsisaparticularlyimportantissue.']",4
"['Inmodernsyntactictheories(e.g.,lexical-functionalgrammar[LFG][KaplanandBresnan1982; #TAUTHOR_TAG;Dalrymple2001],head-drivenphrasestructuregrammar[HPSG][],joining,synt']","['Inmodernsyntactictheories(e.g.,lexical-functionalgrammar[LFG][KaplanandBresnan1982; #TAUTHOR_TAG;Dalrymple2001],head-drivenphrasestructuregrammar[HPSG][],,syntactic']","['Inmodernsyntactictheories(e.g.,lexical-functionalgrammar[LFG][KaplanandBresnan1982; #TAUTHOR_TAG;Dalrymple2001],head-drivenphrasestructuregrammar[HPSG][Pollard],,synt']",[''],0
"['', '', ' #AUTHOR_TAGreliesonmorphosyntacticcuesintheuntaggedBrowncorpusasindicatorsofsixpredefinedsubcategorizationframes.', 'Theframesdonotincludedetailsofspecificprepositions.', 'Brentusedhypothesistestingonbinomialfrequencydatatostatisticallyfiltertheinducedframes.', ' #TAUTHOR_TAGrunafinite-stateNPparseronaPOS-taggedcorpustocalculatetherelativefrequencyofthesamesixsubcategorizationverbclasses.', 'Theexperimentislimitedbythefactthatallprepositionalphrasesaretreatedasadjuncts.', '', '', '', '', '', '', '']","['', '', ' #AUTHOR_TAGreliesonmorphosyntacticcuesintheuntaggedBrowncorpusasindicatorsofsixpredefinedsubcategorizationframes.', 'Theframesdonotincludedetailsofspecificprepositions.', 'Brentusedhypothesistestingonbinomialfrequencydatatostatisticallyfiltertheinducedframes.', ' #TAUTHOR_TAGrunafinite-stateNPparseronaPOS-taggedcorpustocalculatetherelativefrequencyofthesamesixsubcategorizationverbclasses.', 'Theexperimentislimitedbythefactthatallprepositionalphrasesaretreatedasadjuncts.', '', '', '', '', '', '', '']","['', '', ' #AUTHOR_TAGreliesonmorphosyntacticcuesintheuntaggedBrowncorpusasindicatorsofsixpredefinedsubcategorizationframes.', 'Theframesdonotincludedetailsofspecificprepositions.', 'Brentusedhypothesistestingonbinomialfrequencydatatostatisticallyfiltertheinducedframes.', ' #TAUTHOR_TAGrunafinite-stateNPparseronaPOS-taggedcorpustocalculatetherelativefrequencyofthesamesixsubcategorizationverbclasses.', 'Theexperimentislimitedbythefactthatallprepositionalphrasesaretreatedasadjuncts.', '', '', '', '', '', '', '']","['', '', ' #AUTHOR_TAGreliesonmorphosyntacticcuesintheuntaggedBrowncorpusasindicatorsofsixpredefinedsubcategorizationframes.', 'Theframesdonotincludedetailsofspecificprepositions.', 'Brentusedhypothesistestingonbinomialfrequencydatatostatisticallyfiltertheinducedframes.', ' #TAUTHOR_TAGrunafinite-stateNPparseronaPOS-taggedcorpustocalculatetherelativefrequencyofthesamesixsubcategorizationverbclasses.', 'Theexperimentislimitedbythefactthatallprepositionalphrasesaretreatedasadjuncts.', '', '', '', '', '', '', '']",0
