token_context,word_context,seg_context,sent_cotext,label
"['statisticalparsers #AUTHOR_TAGarebasedonahistory-basedprobabilitymodel #TAUTHOR_TAG,wheretheprobabilityofeachdecisioninaparseisconditionedonthepreviousdecisionsintheparse.', 'Amajorchallengeinthisapproachischoosingarepresentationoftheparsehistoryfromwhichtheprobabilityfor']","['statisticalparsers #AUTHOR_TAGarebasedonahistory-basedprobabilitymodel #TAUTHOR_TAG,wheretheprobabilityofeachdecisioninaparseisconditionedonthepreviousdecisionsintheparse.', 'Amajorchallengeinthisapproachischoosingarepresentationoftheparsehistoryfromwhichtheprobabilityfor']","['statisticalparsers #AUTHOR_TAGarebasedonahistory-basedprobabilitymodel #TAUTHOR_TAG,wheretheprobabilityofeachdecisioninaparseisconditionedonthepreviousdecisionsintheparse.', 'Amajorchallengeinthisapproachischoosingarepresentationoftheparsehistoryfromwhichtheprobabilityforthenextparserdecisioncanbeaccuratelyestimated']","['statisticalparsers #AUTHOR_TAGarebasedonahistory-basedprobabilitymodel #TAUTHOR_TAG,wheretheprobabilityofeachdecisioninaparseisconditionedonthepreviousdecisionsintheparse.', 'Amajorchallengeinthisapproachischoosingarepresentationoftheparsehistoryfromwhichtheprobabilityforthenextparserdecisioncanbeaccuratelyestimated.', '']",0
"['', 'Mostprobabilityestimationmethodsrequirethattherebeafinitesetoffeaturesonwhichtheprobabilityisconditioned.', 'Thestandardwaytohandlethisproblemistohandcraftafinitesetoffeatureswhichprovidesasufficientsummaryoftheunboundedhistory #TAUTHOR_TAG']","['', 'Mostprobabilityestimationmethodsrequirethattherebeafinitesetoffeaturesonwhichtheprobabilityisconditioned.', 'Thestandardwaytohandlethisproblemistohandcraftafinitesetoffeatureswhichprovidesasufficientsummaryoftheunboundedhistory #TAUTHOR_TAG']","['', 'Mostprobabilityestimationmethodsrequirethattherebeafinitesetoffeaturesonwhichtheprobabilityisconditioned.', 'Thestandardwaytohandlethisproblemistohandcraftafinitesetoffeatureswhichprovidesasufficientsummaryoftheunboundedhistory #TAUTHOR_TAG']","['', 'Mostprobabilityestimationmethodsrequirethattherebeafinitesetoffeaturesonwhichtheprobabilityisconditioned.', 'Thestandardwaytohandlethisproblemistohandcraftafinitesetoffeatureswhichprovidesasufficientsummaryoftheunboundedhistory #TAUTHOR_TAG']",1
"[""andapplyittore-rankingtheoutputofaparser,buttheresultingfeaturespaceisrestrictedbytheneedtocomputethekernelefficiently,andtheresultsarenotasgoodasCollins'previousworkonre-rankingusingafinitesetoffeatures #TAUTHOR_TAG""]","[""andapplyittore-rankingtheoutputofaparser,buttheresultingfeaturespaceisrestrictedbytheneedtocomputethekernelefficiently,andtheresultsarenotasgoodasCollins'previousworkonre-rankingusingafinitesetoffeatures #TAUTHOR_TAG""]","['', "" #AUTHOR_TAGdefineakerneloverparsetreesandapplyittore-rankingtheoutputofaparser,buttheresultingfeaturespaceisrestrictedbytheneedtocomputethekernelefficiently,andtheresultsarenotasgoodasCollins'previousworkonre-rankingusingafinitesetoffeatures #TAUTHOR_TAG""]","['', "" #AUTHOR_TAGdefineakerneloverparsetreesandapplyittore-rankingtheoutputofaparser,buttheresultingfeaturespaceisrestrictedbytheneedtocomputethekernelefficiently,andtheresultsarenotasgoodasCollins'previousworkonre-rankingusingafinitesetoffeatures #TAUTHOR_TAG""]",0
"['', 'Forright-branchingstructures,theleftcornerancestoristheparent,conditioningonwhichhasbeenfoundtobebeneficial #TAUTHOR_TAG,ashasconditioningontheleft-cornerchild #AUTHOR_TAG.', '']","['', 'Forright-branchingstructures,theleftcornerancestoristheparent,conditioningonwhichhasbeenfoundtobebeneficial #TAUTHOR_TAG,ashasconditioningontheleft-cornerchild #AUTHOR_TAG.', '']","['', 'Forright-branchingstructures,theleftcornerancestoristheparent,conditioningonwhichhasbeenfoundtobebeneficial #TAUTHOR_TAG,ashasconditioningontheleft-cornerchild #AUTHOR_TAG.', '']","['', ""Thesenodesaretheleft-cornerancestoroftop,(whichisbelowtop,onthestack),top'sleft-cornerchild(itsleftmostchild,ifany),andtop'smostrecentchild(whichwastop,_1,ifany)."", 'Forright-branchingstructures,theleftcornerancestoristheparent,conditioningonwhichhasbeenfoundtobebeneficial #TAUTHOR_TAG,ashasconditioningontheleft-cornerchild #AUTHOR_TAG.', '']",0
"['.', "" #TAUTHOR_TAGdefineakerneloverparsetreesandapplyittore-rankingtheoutputofaparser,buttheresultingfeaturespaceisrestrictedbytheneedtocomputethekernelefficiently,andtheresultsarenotasgoodasCollins'previousworkonre-rankingusingafinitesetoffeatures #AUTHOR_TAG""]","['problem.', "" #TAUTHOR_TAGdefineakerneloverparsetreesandapplyittore-rankingtheoutputofaparser,buttheresultingfeaturespaceisrestrictedbytheneedtocomputethekernelefficiently,andtheresultsarenotasgoodasCollins'previousworkonre-rankingusingafinitesetoffeatures #AUTHOR_TAG""]","['', "" #TAUTHOR_TAGdefineakerneloverparsetreesandapplyittore-rankingtheoutputofaparser,buttheresultingfeaturespaceisrestrictedbytheneedtocomputethekernelefficiently,andtheresultsarenotasgoodasCollins'previousworkonre-rankingusingafinitesetoffeatures #AUTHOR_TAG""]","['', "" #TAUTHOR_TAGdefineakerneloverparsetreesandapplyittore-rankingtheoutputofaparser,buttheresultingfeaturespaceisrestrictedbytheneedtocomputethekernelefficiently,andtheresultsarenotasgoodasCollins'previousworkonre-rankingusingafinitesetoffeatures #AUTHOR_TAG""]",0
"['', 'Weusedapubliclyavailabletagger #TAUTHOR_TAGtotagthewordsandthenusedtheseintheinputtothesystem']","['', 'Weusedapubliclyavailabletagger #TAUTHOR_TAGtotagthewordsandthenusedtheseintheinputtothesystem']","['', 'Weusedapubliclyavailabletagger #TAUTHOR_TAGtotagthewordsandthenusedtheseintheinputtothesystem']","['', 'Weusedapubliclyavailabletagger #TAUTHOR_TAGtotagthewordsandthenusedtheseintheinputtothesystem']",5
"['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', 'The']","['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', 'The']","['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', '']","['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', '']",1
"['statisticalparsers #TAUTHOR_TAGarebasedonahistory-basedprobabilitymodel #AUTHOR_TAG,wheretheprobabilityofeachdecisioninaparseisconditionedonthepreviousdecisionsintheparse.', 'Amajorchallengeinthisapproachischoosingarepresentationoftheparsehistoryfromwhichtheprobabilityforthenextparserdecisioncanbeaccuratelyestimated.', '']","['statisticalparsers #TAUTHOR_TAGarebasedonahistory-basedprobabilitymodel #AUTHOR_TAG,wheretheprobabilityofeachdecisioninaparseisconditionedonthepreviousdecisionsintheparse.', 'Amajorchallengeinthisapproachischoosingarepresentationoftheparsehistoryfromwhichtheprobabilityforthenextparserdecisioncanbeaccuratelyestimated.', '']","['statisticalparsers #TAUTHOR_TAGarebasedonahistory-basedprobabilitymodel #AUTHOR_TAG,wheretheprobabilityofeachdecisioninaparseisconditionedonthepreviousdecisionsintheparse.', 'Amajorchallengeinthisapproachischoosingarepresentationoftheparsehistoryfromwhichtheprobabilityforthenextparserdecisioncanbeaccuratelyestimated.', '']","['statisticalparsers #TAUTHOR_TAGarebasedonahistory-basedprobabilitymodel #AUTHOR_TAG,wheretheprobabilityofeachdecisioninaparseisconditionedonthepreviousdecisionsintheparse.', 'Amajorchallengeinthisapproachischoosingarepresentationoftheparsehistoryfromwhichtheprobabilityforthenextparserdecisioncanbeaccuratelyestimated.', '']",0
"['', 'Forright-branchingstructures,theleftcornerancestoristheparent,conditioningonwhichhasbeenfoundtobebeneficial #AUTHOR_TAG,ashasconditioningontheleft-cornerchild #TAUTHOR_TAG.', '']","['', 'Forright-branchingstructures,theleftcornerancestoristheparent,conditioningonwhichhasbeenfoundtobebeneficial #AUTHOR_TAG,ashasconditioningontheleft-cornerchild #TAUTHOR_TAG.', '']","['', 'Forright-branchingstructures,theleftcornerancestoristheparent,conditioningonwhichhasbeenfoundtobebeneficial #AUTHOR_TAG,ashasconditioningontheleft-cornerchild #TAUTHOR_TAG.', '']","['', 'Forright-branchingstructures,theleftcornerancestoristheparent,conditioningonwhichhasbeenfoundtobebeneficial #AUTHOR_TAG,ashasconditioningontheleft-cornerchild #TAUTHOR_TAG.', '']",0
"['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', 'The']","['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', 'The']","['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', '']","['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', '']",1
"['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', 'The']","['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', 'The']","['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', '']","['bottompaneloftable1liststheresultsforthechosenlexicalizedmodel(SSN-Freq>200)andfiverecentstatisticalparsers #TAUTHOR_TAG.', 'Theperformanceofthelexicalizedmodelfallsinthemiddleofthisrange,onlybeingbeatenbythethreebestcurrentparsers,whichallachieveequivalentperformance.', '']",1
"['amaximumentropymodel),asisdonein #AUTHOR_TAG.', 'Log-linearmodelshaveprovedsuccessfulinawidevarietyofapplications,andaretheinspirationbehindoneofthebestcurrentstatisticalparsers #TAUTHOR_TAG.', 'Thedifferencefrompreviousapproachesisinthenatureoftheinputtothelog-linearmodel']","['amaximumentropymodel),asisdonein #AUTHOR_TAG.', 'Log-linearmodelshaveprovedsuccessfulinawidevarietyofapplications,andaretheinspirationbehindoneofthebestcurrentstatisticalparsers #TAUTHOR_TAG.', 'Thedifferencefrompreviousapproachesisinthenatureoftheinputtothelog-linearmodel.', '']","['amaximumentropymodel),asisdonein #AUTHOR_TAG.', 'Log-linearmodelshaveprovedsuccessfulinawidevarietyofapplications,andaretheinspirationbehindoneofthebestcurrentstatisticalparsers #TAUTHOR_TAG.', 'Thedifferencefrompreviousapproachesisinthenatureoftheinputtothelog-linearmodel.', '']","['', 'Theoutputsofthisnetworkareprobabilityestimatescomputedwithalog-linearmodel(alsoknownasamaximumentropymodel),asisdonein #AUTHOR_TAG.', 'Log-linearmodelshaveprovedsuccessfulinawidevarietyofapplications,andaretheinspirationbehindoneofthebestcurrentstatisticalparsers #TAUTHOR_TAG.', 'Thedifferencefrompreviousapproachesisinthenatureoftheinputtothelog-linearmodel.', '']",1
"['', 'ThehighestaccuracyisobtainedbySL-DOPat12n14:anLPof90.8%andanLRof90.7%.', 'Thisisroughlyan11%relativereductioninerrorrateover #TAUTHOR_TAGandBodsPCFG-reductionreportedinTable1.', '']","['', 'ThehighestaccuracyisobtainedbySL-DOPat12n14:anLPof90.8%andanLRof90.7%.', 'Thisisroughlyan11%relativereductioninerrorrateover #TAUTHOR_TAGandBodsPCFG-reductionreportedinTable1.', '']","['', 'ThehighestaccuracyisobtainedbySL-DOPat12n14:anLPof90.8%andanLRof90.7%.', 'Thisisroughlyan11%relativereductioninerrorrateover #TAUTHOR_TAGandBodsPCFG-reductionreportedinTable1.', '']","['', 'ThehighestaccuracyisobtainedbySL-DOPat12n14:anLPof90.8%andanLRof90.7%.', 'Thisisroughlyan11%relativereductioninerrorrateover #TAUTHOR_TAGandBodsPCFG-reductionreportedinTable1.', '']",1
"[' #TAUTHOR_TAGshowedhowtheperce', ""ptronalgorithmcanbeusedtoefficientlycomputethebestparsewithDOP1'ssubtrees,reportinga5.1%relative"", 'reductioninerrorrateoverthemodelin', ' #AUTHOR_TAGontheWSJ. #AUTHOR_TAG']","[' #TAUTHOR_TAGshowedhowtheperce', ""ptronalgorithmcanbeusedtoefficientlycomputethebestparsewithDOP1'ssubtrees,reportinga5.1%relative"", 'reductioninerrorrateoverthemodelin', ' #AUTHOR_TAGontheWSJ.']","[' #TAUTHOR_TAGshowedhowtheperce', ""ptronalgorithmcanbeusedtoefficientlycomputethebestparsewithDOP1'ssubtrees,reportinga5.1%relative"", 'reductioninerrorrateoverthemodelin', ' #AUTHOR_TAGontheWSJ']",[' #TAUTHOR_TAG'],0
"['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #AUTHOR_TAGand #AUTHOR_TAG,Bonnemaetal.'sestimatorperformsworseandiscomparableto #TAUTHOR_TAG""]","['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #AUTHOR_TAGand #AUTHOR_TAG,Bonnemaetal.'sestimatorperformsworseandiscomparableto #TAUTHOR_TAG""]","['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #AUTHOR_TAGand #AUTHOR_TAG,Bonnemaetal.'sestimatorperformsworseandiscomparableto #TAUTHOR_TAG""]","['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #AUTHOR_TAGand #AUTHOR_TAG,Bonnemaetal.'sestimatorperformsworseandiscomparableto #TAUTHOR_TAG""]",0
"['', 'Comparedtothererankingtechniquein #TAUTHOR_TAG,whoobtainedanLPof89.9%andanLRof89.6%,ourresultsshowa9%relativeerrorratereduction.', '']","['', 'Comparedtothererankingtechniquein #TAUTHOR_TAG,whoobtainedanLPof89.9%andanLRof89.6%,ourresultsshowa9%relativeerrorratereduction.', '']","['', 'Comparedtothererankingtechniquein #TAUTHOR_TAG,whoobtainedanLPof89.9%andanLRof89.6%,ourresultsshowa9%relativeerrorratereduction.', '']","['', 'Comparedtothererankingtechniquein #TAUTHOR_TAG,whoobtainedanLPof89.9%andanLRof89.6%,ourresultsshowa9%relativeerrorratereduction.', '']",1
"['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #AUTHOR_TAGand #TAUTHOR_TAG,Bonnemaetal.'s""]","['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #AUTHOR_TAGand #TAUTHOR_TAG,Bonnemaetal.'sestimatorperformsworseandiscomparableto #AUTHOR_TAG""]","['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #AUTHOR_TAGand #TAUTHOR_TAG,Bonnemaetal.'s""]","['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #AUTHOR_TAGand #TAUTHOR_TAG,Bonnemaetal.'sestimatorperformsworseandiscomparableto #AUTHOR_TAG""]",0
"['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.', 'mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.', 'mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.', 'mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.', 'mostprobable)treeasacandidateforthebesttreeofasentence.', '']",0
"['', 'Table1givestheresultsoftheseexperimentsandcomparesthemwithsomeotherstatisticalparsers(resp.', 'Collins1996,Charniak1997,Collins1999and #TAUTHOR_TAG.', '']","['', 'Table1givestheresultsoftheseexperimentsandcomparesthemwithsomeotherstatisticalparsers(resp.', 'Collins1996,Charniak1997,Collins1999and #TAUTHOR_TAG.', '']","['', 'Table1givestheresultsoftheseexperimentsandcomparesthemwithsomeotherstatisticalparsers(resp.', 'Collins1996,Charniak1997,Collins1999and #TAUTHOR_TAG.', '']","['', 'Table1givestheresultsoftheseexperimentsandcomparesthemwithsomeotherstatisticalparsers(resp.', 'Collins1996,Charniak1997,Collins1999and #TAUTHOR_TAG.', '']",1
"['ourexperimentsweusedthestandarddivisionoftheWSJ #TAUTHOR_TAG,withsections2through21fortraining(approx.', '40,000sentences)andsection23fortesting(2416sentences100words);section22wasusedasdevelopmentset.', '']","['ourexperimentsweusedthestandarddivisionoftheWSJ #TAUTHOR_TAG,withsections2through21fortraining(approx.', '40,000sentences)andsection23fortesting(2416sentences100words);section22wasusedasdevelopmentset.', '']","['ourexperimentsweusedthestandarddivisionoftheWSJ #TAUTHOR_TAG,withsections2through21fortraining(approx.', '40,000sentences)andsection23fortesting(2416sentences100words);section22wasusedasdevelopmentset.', '']","['ourexperimentsweusedthestandarddivisionoftheWSJ #TAUTHOR_TAG,withsections2through21fortraining(approx.', '40,000sentences)andsection23fortesting(2416sentences100words);section22wasusedasdevelopmentset.', '']",5
"['', 'Table1givestheresultsoftheseexperimentsandcomparesthemwithsomeotherstatisticalparsers(resp.', ' #TAUTHOR_TAG,Charniak1997,Collins1999andCharniak2000).', '(1996).', '']","['', 'Table1givestheresultsoftheseexperimentsandcomparesthemwithsomeotherstatisticalparsers(resp.', ' #TAUTHOR_TAG,Charniak1997,Collins1999andCharniak2000).', '(1996).', '']","['', 'Table1givestheresultsoftheseexperimentsandcomparesthemwithsomeotherstatisticalparsers(resp.', ' #TAUTHOR_TAG,Charniak1997,Collins1999andCharniak2000).', '(1996).', '']","['', 'Table1givestheresultsoftheseexperimentsandcomparesthemwithsomeotherstatisticalparsers(resp.', ' #TAUTHOR_TAG,Charniak1997,Collins1999andCharniak2000).', '(1996).', '']",1
"['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #TAUTHOR_TAGand #AUTHOR_TAG,Bonnemaetal.'sestimatorperformsworseandiscomparableto #AUTHOR_TAG""]","['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #TAUTHOR_TAGand #AUTHOR_TAG,Bonnemaetal.'sestimatorperformsworseandiscomparableto #AUTHOR_TAG""]","['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #TAUTHOR_TAGand #AUTHOR_TAG,Bonnemaetal.'sestimatorperformsworseandiscomparableto #AUTHOR_TAG""]","['', ""ButwhileBod'sestimatorobtainsstate-of-the-artresultsontheWSJ,comparableto #TAUTHOR_TAGand #AUTHOR_TAG,Bonnemaetal.'sestimatorperformsworseandiscomparableto #AUTHOR_TAG""]",0
"['ofincludingnonheadwordshasbecomeuncontroversial(e.g.', 'Collins1999;Charniak2000;Goodman1998).', ""And #TAUTHOR_TAGarguesfor``keepingtrackofcountsofarbitraryfragmentswithinparsetrees'',whichhasindeedbeencarriedoutin #AUTHOR_TAGwhouseexactlythesamesetof(all)treefragmentsasproposedin #AUTHOR_TAG""]","['thetree(Charniak1997;Johnson1998a).', 'Theimportanceofincludingnonheadwordshasbecomeuncontroversial(e.g.', 'Collins1999;Charniak2000;Goodman1998).', ""And #TAUTHOR_TAGarguesfor``keepingtrackofcountsofarbitraryfragmentswithinparsetrees'',whichhasindeedbeencarriedoutin #AUTHOR_TAGwhouseexactlythesamesetof(all)treefragmentsasproposedin #AUTHOR_TAG""]","['a).', 'Theimportanceofincludingnonheadwordshasbecomeuncontroversial(e.g.', 'Collins1999;Charniak2000;Goodman1998).', ""And #TAUTHOR_TAGarguesfor``keepingtrackofcountsofarbitraryfragmentswithinparsetrees'',whichhasindeedbeencarriedoutin #AUTHOR_TAGwhouseexactlythesamesetof(all)treefragmentsasproposedin #AUTHOR_TAG""]","['', 'Theimportanceofincludingnonheadwordshasbecomeuncontroversial(e.g.', 'Collins1999;Charniak2000;Goodman1998).', ""And #TAUTHOR_TAGarguesfor``keepingtrackofcountsofarbitraryfragmentswithinparsetrees'',whichhasindeedbeencarriedoutin #AUTHOR_TAGwhouseexactlythesamesetof(all)treefragmentsasproposedin #AUTHOR_TAG""]",0
"['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.mostprobable)treeasacandidateforthebesttreeofasentence.', '']",0
"['DOPmodels,suchasin #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.', 'mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.', 'mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.', 'mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.', 'mostprobable)treeasacandidateforthebesttreeofasentence.', '']",0
"['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.mostprobable)treeasacandidateforthebesttreeofasentence.', 'WewillrefertothesemodelsasLikelihood-DOPmodels,']","['DOPmodels,suchasin #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAG,usealikelihoodcriterionindefiningthebestparsetree:theytake(somenotionof)themostlikely(i.e.mostprobable)treeasacandidateforthebesttreeofasentence.', '']",0
"['.', 'Fortunately,thereexistsacompactPCFG-reductionofDOP1thatgeneratesthesametreeswiththesameprobabilities,asshownby #TAUTHOR_TAG,2002).', '']","['account.', 'Fortunately,thereexistsacompactPCFG-reductionofDOP1thatgeneratesthesametreeswiththesameprobabilities,asshownby #TAUTHOR_TAG,2002).', '']","['.', 'Fortunately,thereexistsacompactPCFG-reductionofDOP1thatgeneratesthesametreeswiththesameprobabilities,asshownby #TAUTHOR_TAG,2002).', '']","['', 'Fortunately,thereexistsacompactPCFG-reductionofDOP1thatgeneratesthesametreeswiththesameprobabilities,asshownby #TAUTHOR_TAG,2002).', '']",0
