CC,label
"). Current state-of-the-art statistical parsers ( #AUTHOR_TAG  ; Charniak 2000 ) are all trained on large annotated corpora such as the Penn Treebank ( Marcus ,",0
"structural ambiguities arises from syntactic constructs in which a prepositional phrase might be equally likely to modify the verb or the noun preceding it. Researchers have proposed many computational models for resolving PPattachment ambiguities. Some well-known approaches include rule-based models ( #AUTHOR_TAG )  , backed-off models ( Collins and Brooks 1995 ) , and a",0
"In the first experiment , we use an induction algorithm ( #AUTHOR_TAG a ) based on the expectation-maximization ( EM ) principle that induces parsers for PLTIGs . The algorithm performs heuristic search through an iterative reestimation procedure to find local optima: sets of values for the grammar parameters that maximizes the grammar's likelihood of generating the training data. In principle, the algorithm supports unsupervised learning; however, because the search space has too many local optima, the algorithm tends to",5
"Performance of the hypothesis: Testing the candidates on the current working hypothesis shows the type of input data on which the hypothesis may perform weakly. That is , if the current hypothesis is unable to label a candidate or is uncertain about it , then the candidate might be a good training example ( #AUTHOR_TAG )  . The underlying assumption is that an uncertain output is likely to be wrong.</s>",0
"that combining sample selection and cotraining can be an effective learning framework for large-scale training. Similar approaches are being explored for parsing ( Steedman , #AUTHOR_TAG  ; Hwa et al. 2003 ) .</s>",0
"). The head words can be automatically extracted using a heuristic table lookup in the manner described by #AUTHOR_TAG  . For this learning problem,",5
"noun preceding it. Researchers have proposed many computational models for resolving PPattachment ambiguities. Some well-known approaches include rule-based models ( Brill and Resnik 1994 ) , backed-off models ( Collins and Brooks 1995 ) , and a maximumentropy model ( #AUTHOR_TAG )  . Following the",0
entropy of the entire sentence from the tree entropy of the subtrees. The process is similar to that for computing the probability of the entire sentence from the probabilities of substrings (called Inside Probabilities). We follow the notation convention of #AUTHOR_TAG  .</s>,5
"algorithm works with multiple learners, each maintaining a different hypothesis (perhaps pertaining to different aspects of the problem). The candidate examples that lead to the most disagreements among the different learners are considered to have the highest TUV ( Cohn , Atlas , and Ladner 1994 ; #AUTHOR_TAG )  . For computationally intensive problems, such as parsing, keeping multiple learners may be impractical.</s>",0
"She evaluates 3,000 German verbs with a token frequency between 10 and 2,000 against the Duden ( #AUTHOR_TAG )  . We will refer to this work and the methods and results presented by Schulte",0
"low recall. #AUTHOR_TAG  report on manually analyzing an open-class vocabulary of 35,000 head words for predicate subcategorization information and comparing the results against the subcategorization details in COMLEX . Precision was quite high (95%), but recall was low (84%). This has an effect on both the precision and recall scores of our system against COMLEX. In order to ascertain the effect of using COMLEX as a",1
"extraction procedure consists of three steps : First , the bracketing of the trees in the Penn Treebank is corrected and extended based on the approaches of #AUTHOR_TAG  and Collins ( 1997 )  . Then",0
"001 ] , head-driven phrase structure grammar [ HPSG ] [ Pollard and Sag 1994 ] , tree-adjoining grammar [ TAG ] [ #AUTHOR_TAG  ] , and combinatory categorial grammar [ CCG ] [ Ades and Steedman",0
"While many linguistic theories state subcategorization requirements in terms of phrase structure ( CFG categories ) , #AUTHOR_TAG  questions the viability and universality of such an approach because of the variety of ways in which grammatical functions may be realized at the language-specific constituent structure level . LFG argues that subcategorization",0
"to induce relative frequencies for the extracted frames. #AUTHOR_TAG  attempts to improve on the approach of Brent ( 1993 )  by passing raw text through a stochastic tagger and a finite-state parser ( which includes a set of simple rules for subcategorization frame recognition ) in order to extract verbs and the constituents with which they co-occur . He assumes 19 different subcategorization frame definitions, and the extracted frames include details of specific prepositions. The extracted frames are noisy as a result of parser errors and so are filtered using the binomial hypothesis theory (BHT), following Brent (1993) . Applying his technique to approximately four million words of New York Times newswire, Manning acquired 4,900 verb-subcategorization frame pairs for 3,104 verbs, an average of 1.6 frames per verb.",0
"Applying an absolute threshold of five occurrences, we still generate 162 frame types  from Penn-II and 221 from Penn-III. #AUTHOR_TAG  , by comparison , employ 163 distinct predefined frames .</s>",0
"Unlike our approach , those of #AUTHOR_TAG  and Hockenmaier , Bierner ,</s>",1
"Aside from the extraction of theory-neutral subcategorization lexicons , there has also been work in the automatic construction of lexical resources which comply with the principles of particular linguistic theories such as LTAG , CCG , and HPSG ( #AUTHOR_TAG  ; Xia 1999 ; Hockenmaier , Bierner , and Baldridge 2004 ; Nakanishi , Miyao , and Tsujii ",0
"6 frames per verb. #AUTHOR_TAG  predefine 163 verbal subcategorization frames , obtained by manually merging the classes exemplified in the COMLEX ( MacLeod , Grishman , and Meyers 1994 ) and ANLT ( Boguraev et al. 1987 ) dictionaries and adding</s>",0
"We have also applied our more general unification grammar acquisition methodology to the TIGER Treebank ( #AUTHOR_TAG )  and Penn Chinese Treebank (Xue, Chiou, and Palmer ",5
<s> The subcategorization requirements expressed by semantic forms are enforced at f-structure level through completeness and coherence well-formedness conditions on f-structure ( #AUTHOR_TAG )  : An f-structure is locally complete iff it contains all the governable grammatical functions that its predicate governs .</s>,0
Lexical functional grammar ( Kaplan and Bresnan 1982 ; Bresnan 2001 ; #AUTHOR_TAG )  is a member of the family of constraint-based grammars . It posits minimally,0
Lexical functional grammar ( Kaplan and Bresnan 1982 ; #AUTHOR_TAG  ; Dalrymple 2001 ) is a member of the family of constraint-based grammars . It posits minimally,0
"judge in Figure 1. According to #AUTHOR_TAG  , LFG assumes the following universally available inventory of grammatical functions : SUBJ ( ect ) , OBJ ( ect ) , OBJe , COMP , XCOMP , OBL ( ique ) e , ADJ ( unct ) , XADJ . OBJ ",0
"Section 3. #AUTHOR_TAG  evaluate 914 Czech verbs against a custom-made gold standard and record a token recall of 88 % . However, their evaluation does not examine the extracted subcatego- rization frames but rather the argument�adjunct distinctions posited by their sys- tem.",1
"rays anything about the syntactic nature of the constructs in question. Many lexicons , both automatically acquired and manually created , are more fine grained in their approaches to subcategorized clausal arguments , differentiating , for example , between a that-clause and a to + infinitive clause ( #AUTHOR_TAG )  . With only a slight modification,",0
. The extraction procedure utilizes a head percolation table as introduced by #AUTHOR_TAG  in combination with a variation of,0
"The extracted frames are noisy as a result of parser errors and so are filtered using the binomial hypothesis theory ( BHT ) , following #AUTHOR_TAG  . Applying his technique to approximately four million words of New York Times",0
"We applied lexical-redundancy rules ( #AUTHOR_TAG )  to automatically convert the active COMLEX frames to their passive counterparts: For example, subjects are demoted to optional by oblique agents, and direct objects become subjects. The resulting precision was very high (from 72.3",5
Both use the evaluation software and triple encoding presented in #AUTHOR_TAG  . The,5
"available PARC 700 Dependency Bank ( #AUTHOR_TAG )  , a set of 700 randomly selected sentences from Section 23 which have been parsed , converted to dependency format , and manually corrected and extended by human validators . They report precision of over 88.5% and recall of over 86% (Table 2). The PARC 700 Dependency Bank differs substantially from both the DCU 105 f-structure bank and the automatically generated f-structures in regard to the style of linguistic analysis, feature nomenclature, and feature geometry. Some, but not all, of these differences are captured by automatic conversion software. A",0
notate each tree in the treebank with partially specified HPSG derivation trees : Head/argument/modifier distinctions are made for each node in the tree based on #AUTHOR_TAG  and Collins ( 1997 )  ; the whole tree is then converted to a binary tree; heuristics are,5
"ag 1994 ] , tree-adjoining grammar [ TAG ] [ Joshi 1988 ] , and combinatory categorial grammar [ CCG ] [ #AUTHOR_TAG  ] ) , the lexicon is the central repository for much morphological , syntactic , and semantic information .",0
"of the early work on automatic f-structure annotation ( e.g. , van Genabith , Way , and Sadler 1999 ; #AUTHOR_TAG  ; Sadler , van Genabith , and Way 2000 ) was applied only to small data sets ( fewer than 200 sentences ) and was largely proof of concept .",0
"graphically. In Charniak ( 1996 )  and #AUTHOR_TAG  , it was observed that treebank grammars ( CFGs extracted from treebanks ) are very large and grow with the size of the treebank . We were interested in discovering whether",0
notate each tree in the treebank with partially specified HPSG derivation trees : Head/argument/modifier distinctions are made for each node in the tree based on Magerman ( 1994 )  and #AUTHOR_TAG  ; the whole tree is then converted to a binary tree; heuristics are applied to deal with phenomena,5
not predefine the frames to be extracted but rather learn them from the data. #AUTHOR_TAG  describe a simple tool which uses fine-grained rules to identify the arguments of verb occurrences in the Penn-II Treebank . This is made possible by manual examination of more than 150 different sequences of syntactic and functional tags in the treebank. Each of these sequences was categorized as a modifier or argument. Arguments were then mapped to traditional syntactic functions. For,0
"). #AUTHOR_TAG  present preliminary work on the automatic extraction of subcategorization frames for Bulgarian from the BulTreeBank ( Simov , Popova , and Osenova 2002 ) . In a similar way to that of Sarkar and Zeman (2000) , Marinov and Hemming's system collects both arguments and adjuncts. It then uses the binomial log-likelihood ratio to filter incorrect frames. The BulTreebank trees are annotated with HPSG-typed feature structure information and thus contain more detail than the dependency trees. The work done for Bulgarian is small-scale, however, as Marinov and Hemming are working with a preliminary version of the treebank with 58</s>",0
". #AUTHOR_TAG  also presents a similar method for the extraction of a TAG from the Penn Treebank . The extraction procedure consists of three steps: First, the bracketing of the trees in the Penn Treebank is corrected and extended based on the approaches of Magerman (1994)  and Collins (1997) . Then the elementary trees are read off in a quite straightforward manner. Finally any invalid elementary trees produced as a result of annotation errors in the treebank are filtered out using linguistic heuristics. The number of frame types extracted by Xia (1999)  ranged from 3,014 to 6,099.",0
"In modern syntactic theories ( e.g. , lexical-functional grammar [ LFG ] [ #AUTHOR_TAG  ; Bresnan 2001 ; Dalrymple 2001 ] , head-driven phrase structure grammar [ HPSG ] [ Pollard and Sag 1994 ] , tree-adjoining grammar [ TAG ] [",0
It has been shown ( #AUTHOR_TAG )  that the subcategorization tendencies of verbs vary across linguistic domains .,4
"ization lexicons , there has also been work in the automatic construction of lexical resources which comply with the principles of particular linguistic theories such as LTAG , CCG , and HPSG ( Chen and Vijay-Shanker 2000 ; #AUTHOR_TAG  ; Hockenmaier , Bierner , and Baldridge 2004 ; Nakanishi , Miyao , and Tsujii 2004 ) .",0
"by manually merging the classes exemplified in the COMLEX ( MacLeod , Grishman , and Meyers 1994 ) and ANLT ( #AUTHOR_TAG )  dictionaries and adding around 30 frames found by manual inspection .",0
"information. The annotation procedure is dependent on locating the head daughter , for which an amended version of #AUTHOR_TAG  is used . The head is annotated with the LFG equation ↑=↓.",5
"lan and Bresnan 1982 ; Bresnan 2001 ; #AUTHOR_TAG  ] , head-driven phrase structure grammar [ HPSG ] [ Pollard and Sag 1994 ] , tree-adjoining grammar [ TAG ]",0
"more recent work ( Cahill et al. 2002 ; Cahill , McCarthy , et al. 2004 ) has presented efforts in evolving and scaling up annotation techniques to the Penn-II Treebank ( #AUTHOR_TAG )  , containing more than 1,000,000 words and 49,000 sentences .</s>",0
"001 ; Dalrymple 2001 ] , head-driven phrase structure grammar [ HPSG ] [ #AUTHOR_TAG  ] , tree-adjoining grammar [ TAG ] [ Joshi 1988 ] , and combinatory",0
". Following Hockenmaier , Bierner , and Baldridge ( 2002 )  , #AUTHOR_TAG  , and Miyao , Ninomiya , and Tsujii ( 2004 )  , we extract a reference lexicon from Sections 02 -- 21 of the WSJ .",5
icon. #AUTHOR_TAG  relies on morphosyntactic cues in the untagged Brown corpus as indicators of six predefined subcategorization frames . The frames do not include details of specific prepositions. B,0
Lexical functional grammar ( #AUTHOR_TAG  ; Bresnan ,0
"is impossible to say how effective their technique is. #AUTHOR_TAG  present an approach to learn previously unknown frames for Czech from the Prague Dependency Bank ( Hajic Czech is a language with a freer word order than English and so configurational information cannot be relied upon. In a dependency tree, the set of all dependents of the verb make up a so-called observed frame, whereas a subcategorization frame contains a subset of the dependents in the observed frame. Finding subcategorization frames involves filtering adjuncts from the observed frame. This is achieved using three different hypothesis tests: BHT, log-likelihood ratio, and t-score. The system learns 137 subcategorization frames from 19,126 sentences for 914 verbs (those",0
"extraction procedure consists of three steps : First , the bracketing of the trees in the Penn Treebank is corrected and extended based on the approaches of Magerman ( 1994 )  and #AUTHOR_TAG  . Then the elementary trees are read off in a quite straightforward manner. Finally any invalid elementary trees produced as a result of annotation errors in the treebank are filtered out using linguistic heuristics.",0
"details. #AUTHOR_TAG  argues that there are cases , albeit exceptional ones , in which constraints on syntactic category are an issue in subcategorization . In contrast to much of the work reviewed in Section 3, which limits itself to the extraction of surface syntactic subcategorization details, our system can provide this information as well as details of grammatical function.</s>",4
"X. In the future , we hope to evaluate the automatic annotations and extracted lexicon against Propbank ( #AUTHOR_TAG )  .</s>",3
"X to evaluate an automatically induced subcategorization lexicon is that the resources are not necessarily constructed from the same source data. As noted above , it is well documented ( #AUTHOR_TAG )  that subcategorization frames ( and their frequencies ) vary across domains . We have extracted frames from two sources",4
mar. #AUTHOR_TAG  explore a number of related approaches to the extraction of a lexicalized TAG from the Penn-II Treebank with the aim of constructing a statistical model for parsing . The extraction procedure utilizes a head percolation table as introduced by ,0
"of accession may also be represented graphically. In #AUTHOR_TAG  and Krotov et al. ( 1998 )  , it was observed that treebank grammars ( CFGs extracted from treebanks ) are very large and grow with the size of the treebank . We were",0
"In addition, subcategorization requirements may vary across linguistic domain or genre (Carroll and Rooth 1998). #AUTHOR_TAG  argues that , aside from missing domain-specific complementation trends , dictionaries produced by hand will tend to lag behind real language use because of their static nature . Given these facts, research on automating acquisition of dictionaries for lexically based NLP systems is a particularly important issue.",4
"In modern syntactic theories ( e.g. , lexical-functional grammar [ LFG ] [ Kaplan and Bresnan 1982 ; #AUTHOR_TAG  ; Dalrymple 2001 ] , head-driven phrase structure grammar [ HPSG ] [ Pollard and Sag 1994 ] , tree-adjoining grammar [ T",0
the induced frames. #AUTHOR_TAG  run a finite-state NP parser on a POS-tagged corpus to calculate the relative frequency of the same six subcategorization verb classes . The experiment is limited by the fact that all prepositional phrases are treated as adjuncts. ,0
"examples. As a generalization , #AUTHOR_TAG  notes that lexicons such as COMLEX tend to demonstrate high precision but low recall . Briscoe and Carroll (1997)  report on manually analyzing an open-class vocabulary of 35,000 head words for predicate subcategorization information and comparing the results against the subcategorization details in COMLEX. Precision was quite high (95%), but recall was low (84%). This has an effect on both the precision and recall scores of our system against COMLEX. In",0
"that the identification of OOV words should not be treated as a problem separate from word segmentation. We propose a unified approach that solves both problems simultaneously. A previous work along this line is #AUTHOR_TAG  , which is based on weighted finite-state transducers ( FSTs ) . Our approach is similarly motivated but is based on a different mechanism",1
". We are not aware of any empirical validation of this idea, but the fact that vague descriptions are frequent is fairly well documented. #AUTHOR_TAG  , for example , discussed the transcripts of a dialogue between people who assemble a piece of garden furniture ( originally recorded by Candy Sidner ) . They found that, while instructional texts tended to use numerical descriptions like the 3 1 4 "" bolt, human assemblers ""unless they were reading or discussing the written instructions, in all cases used relative modifiers, such as the long bolt"" (Dale and Reiter 1995).",0
"<s> Viewed in this way , gradable adjectives are an extreme example of the ""efficiency of language"" ( #AUTHOR_TAG )  : Far from meaning something concrete like ""larger than 8 cm"" -- a concept that would have very limited applicability -- or even something more general like ""larger than the average N , ""a word like large is applicable across a wide range of different situations .</s>",1
"Clearly , what it takes for the adjective to be applicable has not been cast in stone , but is open to fiat : the speaker may decide that 8 cm is enough , or the speaker may set the standards higher ( cfXXX , #AUTHOR_TAG )  . The numeral (whether it is implicit, as in (",0
"<s> Cases like this would be covered if the decision-theoretic property of Pareto optimality ( e.g. , #AUTHOR_TAG )  was used as the sole criterion : Formally , an object r E C has a Pareto-optimal combination of Values V iff there is no other x E C such that</s>",0
"One area of current interest concerns the left-to-right arrangement of premodifying adjectives within an NP ( e.g. , #AUTHOR_TAG  ; Malouf 2000 ) . Work in this area is often based on assigning adjectives to a small number of categories (e.g., Pre",0
"3 The degree of precision of the measurement ( #AUTHOR_TAG  , Section 1.5 ) determines which objects can be described by the GRE algorithm , since it determines which objects count as having the same size .</s>",0
"Some recent GRE algorithms have done away with the separation between content determination and linguistic realization , interleaving the two processes instead ( Stone and Webber 1998 ; #AUTHOR_TAG )  . We have separated the two phases because, in",1
"of which falls just below the divide while the other falls just above it. This is the strongest version of the sorites paradox ( e.g. , #AUTHOR_TAG )  .",0
"as generation to shed some light on the hypothesis that vague descriptions are more difficult to process than others because they involve a comparison between objects ( Beun and Cremers 1998 , #AUTHOR_TAG )  .",0
"This can be a hazardous affair , since vague expressions tend to be interpreted in different ways by different people ( #AUTHOR_TAG )  , sometimes in stark contrast with the intention of the speaker/writer ( Berry , Knapp , and Raynor 2002 ) . We shall",0
"< x. Which of these should come first? #AUTHOR_TAG  ; also reported in Levelt 1989 ) show that greater differences are most likely to be chosen , presumably because they are more striking . In experiments involving candles of different heights and widths, if the referent is both the tallest and the fattest candle, subjects tended to say 'the tall candle' when the tallest candle is much t",0
"While IA is generally thought to be consistent with findings on human language production ( Hermann and Deutsch 1976 ; Levelt 1989 ; Pechmann 1989 ; #AUTHOR_TAG )  , the hypothesis that incrementality is a good model of human GRE seems unfalsifiable until a preference order is specified for the properties on which it operates . (W",0
"that removes most distractors , but in case of a tie , the least specific contestant is chosen , as long as it is not less specific than the basic-level Value ( i.e. , the most commonly occurring and psychologically most fundamental level , #AUTHOR_TAG )  . IA Plur can refer to individuals as well as sets, since reference to a target individual r can be modeled as reference to the singleton set {r}.</s>",0
"As we shall see, this will allow us to simplify the structure of GRE algorithms, and it will explain why many definite descriptions that look as if they were distinguishing descriptions are actually ambiguous. 9.4.1 A New Perspective on Salience. #AUTHOR_TAG  have argued that Dale and Reiter 's ( 1995 ) dichotomy between salient and nonsalient objects ( where the objects in the domain are the salient ones ) should be replaced by an account that takes degrees of salience into account : No object can be too unsalient to be referred to , as long as the right properties are available . In effect, this proposal (which measured salience numerically) analyzes the black mouse as denoting the unique most salient object in the domain that is both black and a mouse. Now suppose we",0
", high, small, different, large) to be gradable. Children use vague adjectives among their first dozens of words ( Peccei 1994 ) and understand some of their intricacies as early as their 24th month ( #AUTHOR_TAG )  . These intricacies include what E",0
"). The numeral ( whether it is implicit , as in ( 3 ) , or explicit ) can be construed as allowing the reader to draw inferences about the standards employed ( #AUTHOR_TAG  ; DeVault and Stone 2004 ) : ( 3 ) , for example , implies a standard that counts 10 cm as large and 8 cm as not large . Our own proposal",0
"We will examine the worst-case complexity of interpretation as well as generation to shed some light on the hypothesis that vague descriptions are more difficult to process than others because they involve a comparison between objects ( #AUTHOR_TAG  , Krahmer and Theune 2002 ) . Before we do this,",0
"should come first? Hermann and Deutsch ( 1976  ; also reported in #AUTHOR_TAG )  show that greater differences are most likely to be chosen , presumably because they are more striking . In experiments involving candles of different heights and widths, if the referent is both the tallest and the fattest candle, subjects tended to say 'the tall candle' when the tallest candle is much t",0
"The account sketched in Section 4 was superimposed on an incremental GRE algorithm , partly because incrementality is well established in this area ( Appelt 1985 ; #AUTHOR_TAG )  . But IA may be replaced by any other reasonable GRE algorithm, for example, one that always exactly minimizes the number of properties expressed, or one that always ""greedily",0
"we shall explore how referring expressions containing gradable adjectives can be produced by a Natural Language Generation (NLG) program. Following #AUTHOR_TAG  , such expressions will be called vague descriptions even though , as we shall see , the vagueness of the adjective does not extend to the description as a whole .",5
"A similar problem is discussed in the psycholinguistics of interpretation ( #AUTHOR_TAG )  : Interpretation is widely assumed to proceed incrementally , but vague descriptions resist strict incrementality , since an adjective in a vague description can only be fully interpreted when its comparison set is known . Sedivy and colleagues resolve this quandary by allowing a kind of revision, whereby later words allow hearers to refine their interpretation of gradable adjectives. Summarizing the situation in generation and interpretation, it is clear that the last word on incrementality has not been said.",1
"the form size ( x ) = maxm , for example , involves sorting the distractors as to their size , which may amount to O ( n2d ) or O ( nd log nd ) calculations ( depending on the sorting algorithm : cfXXX [ #AUTHOR_TAG  ] Chapter 8 ) . Once",0
"Common sense ( as well as the Gricean maxims ; #AUTHOR_TAG )  suggests that vague descriptions are preferred by speakers over quantitative ones whenever the additional information provided by a quantitative description is irrelevant to the purpose of the communication . We are not aware of any empirical validation of this idea, but the fact that vague descriptions are frequent is fairly well documented.",0
"it is far from clear that there is one canonical formula for mapping the different dimensions of your body into one overall dimension, and this complicates the situation. Similar things hold for multifaceted properties like intelligence ( #AUTHOR_TAG )  .</s>",0
"What we said above has also disregarded elements of the ""global"" (i.e., not immediately available) context. For some adjectives , including the ones that #AUTHOR_TAG  called evaluative ( as opposed to dimensional ) , this is clearly inadequate . He argued that evaluative adjectives (such as beautiful and its antonym ugly; smart and its antonym stupid, etc.) can be recognized by the way in which they compare with antonyms. For example (after Bierwisch 1989),",0
"Minimality. Unless Small Gaps and Dichotomy forbid it, we expected that preference should be given to the base form. In English , where the base form is morphologically simpler than the other two , this rule could be argued to follow from Gricean principles ( #AUTHOR_TAG )  .</s>",0
"-accessible form, then vagueness must surely be one of its central instruments, because it allows the suppression of irrelevant detail. In principle , this might be done by providing the generator with vague input -- in which case no special algorithms are needed -- but suitably contextualized vague input is often not available ( #AUTHOR_TAG )  . The only practical alternative is to provide the generator with ""crisp"" (i.e., quantitative) input, allowing the generator to be hooked on to a general-purpose database.",4
"Section 4 is not difficult once relational descriptions are integrated with a standard GRE algorithm ( #AUTHOR_TAG  , Section 8.6.2 ) : Suppose an initial description is generated describing the set of all those dogs that are in sheds over a given size ( say , size 5 ) ; if this description happens to distinguish an individual dog then this legitimizes the use of the noun phrase the dog in the large shed .",0
"While IA is generally thought to be consistent with findings on human language production ( Hermann and Deutsch 1976 ; Levelt 1989 ; #AUTHOR_TAG  ; Sonnenschein 1982 ) , the hypothesis that",0
"of Adjectives. When objects are compared in terms of several dimensions , these dimensions can be weighed in different ways ( e.g. , #AUTHOR_TAG )  .",0
"While IA is generally thought to be consistent with findings on human language production ( Hermann and Deutsch 1976 ; #AUTHOR_TAG  ; Pechmann 1989 ; Sonnenschein 1982 ) , the hypothesis that",0
"short man, even if Hans is the only other man in the local context (but see #AUTHOR_TAG  1999, discussed in Section 7.2).",0
"NLG has to do more than select a distinguishing description ( i.e. , one that unambiguously denotes its referent ; #AUTHOR_TAG )  : The selected expression should also be felicitous . Consider the question,",0
"One area of current interest concerns the left-to-right arrangement of premodifying adjectives within an NP ( e.g. , Shaw and Hatzivassiloglou 1999 ; #AUTHOR_TAG )  . Work in this area is often based on assigning adjectives to a small number of categories (e.g., Pre",0
"4 To turn this likelihood into a certainty , one can add a test at the end of the algorithm , which adds a type-related property if none is present yet ( cfXXX , #AUTHOR_TAG )  . VAGUE uses both of these devices.</s>",0
"ation plan , for example , would allow a doubly graded description whenever the product of the Values for the referent r exceeds that of all distractors ( Nash 1950 ; cfXXX #AUTHOR_TAG  ; Thorisson 1994 , for other plans ) .</s>",0
"explicit ) can be construed as allowing the reader to draw inferences about the standards employed ( Kyburg and Morreau 2000 ; #AUTHOR_TAG )  : ( 3 ) , for example , implies a standard that counts 10 cm as large and 8 cm as not large . Our own proposal will abstract away from the effects of linguistic context. We",0
"10 cm, and > 12 cm. Each of these Values has equal status , so the notion of a basic-level Value can not play a role ( cfXXX , #AUTHOR_TAG )  . If we abstract away from the role of basic-level Values, then Dale and Reiter's FindBestValue chooses the most general Value that removes the maximal number of distractors, as we",0
"Some generalizations of our method are fairly straightforward. For example , consider a relational description ( cfXXX , #AUTHOR_TAG )  involving a gradable adjective , as in",0
". Many alternative strategies are possible. The Nash arbitration plan , for example , would allow a doubly graded description whenever the product of the Values for the referent r exceeds that of all distractors ( #AUTHOR_TAG  ; cfXXX Gorniak and Roy 2003 ; Thorisson 1994 , for other plans ) .</s>",0
"The inference rules that were necessary to convert one list of properties into another do not sit comfortably within the received NLG pipeline model ( e.g. , #AUTHOR_TAG )  . An",0
". A more flexible approach is used by #AUTHOR_TAG  , where users can specify boundary values for attributes like rainfall , specifying , for example , rain counts as moderate above 7 mm/h , as heavy above 20 mm/h , and so on . A third approach was implemented in",0
"Some recent GRE algorithms have done away with the separation between content determination and linguistic realization , interleaving the two processes instead ( #AUTHOR_TAG  ; Krahmer and Theune 2002 ) . We have separated the two phases because, in the case of",1
"While IA is generally thought to be consistent with findings on human language production ( #AUTHOR_TAG  ; Levelt 1989 ; Pechmann 1989 ; Sonnenschein 1982 ) , the hypothesis that incrementality is a good model of human GRE seems unfalsifiable until a preference order is specified for the properties on which it operates .",0
".) A further complication is that different speakers can regard very different values as prototypical , making it difficult to assess which of two objects is greener even on one dimension ( #AUTHOR_TAG  , pages 10 -- 12 ) . (Ideally, GRE should also take into account that the meaning of color words can differ across different types of referent. Red as in red hair, e.g., differs from red as in red",0
"be psychologically more plausible, since they are essentially no more than comparisons between objects. #AUTHOR_TAG  asked subjects to identify the target of a vague description in a visual scene . Consider the tall cup. The relevant scene would contain three distractors: (1) a less tall object of the same type as the target (e.g., a cup that is less",0
"It has been argued that , in an incremental approach , gradable properties should be given a low preference ranking because they are difficult to process ( #AUTHOR_TAG )  . We have",1
"2 The reader is asked to focus on any reasonable size measurement , for example , the maximal horizontal or vertical distance , or some combination of dimensions ( #AUTHOR_TAG  ; also Section 8.1 of the present article ) .</s>",0
"atians) useless. In other words , existing treatments of gradables in GRE fail to take the `` efficiency of language '' into account ( #AUTHOR_TAG  ; see our Section 2 ) .</s>",0
The second facet is independent of the clinical task and pertains to the structure of a well-built clinical question. The following four components have been identified as the key elements of a question related to patient care ( #AUTHOR_TAG )  :</s>,0
"Mean Average Precision (MAP) is the average of precision values after each relevant document is retrieved ( #AUTHOR_TAG ) . It is the most widely accepted single-value metric in information retrieval, and is seen to balance the need for both precision and recall.</s>",5
"osis. Although originally developed as a tool to assist in query formulation , #AUTHOR_TAG  pointed out that PICO frames can be employed to structure IR results for improving precision . PICO-based querying in information retrieval is merely an instance of faceted querying, which has been widely used by librarians since the introduction of automated retrieval systems (e.g., Mead",0
"We first identified the most informative unigrams and bigrams using the information gain measure ( #AUTHOR_TAG )  , and then selected only the positive outcome predictors using odds ratio ( M",5
"The PERSIVAL project , the most comprehensive study of such techniques applied on medical texts to date , leverages patient records to generate personalized summaries in response to physicians ' queries ( McKeown , Elhadad , and Hatzivassiloglou 2003 ; #AUTHOR_TAG )  . Although the system incorporates both a user and a task model, it does not explicitly capture the principles of evidence-based medicine. Patient information is no doubt important to answering clinical questions, and our work could certainly benefit from experiences gained in the PERSIVAL project",1
"LINE abstracts for non-clinical purposes. For example , McKnight and Srinivasan ( 2003 )  describe a machine learning approach to automatically label sentences as belonging to introduction , methods , results , or conclusion using structured abstracts as training data ( see also #AUTHOR_TAG )  . Tbahriti et al. (2006)",0
"if two abstracts disagree on a particular treatment because they studied different patient populations. We have noted that many of these desiderata make complex question answering quite similar to multi-document summarization ( #AUTHOR_TAG b ) , but these features are also beyond the capabilities of current summarization systems .</s>",1
"et al. 2006). #AUTHOR_TAG  have demonstrated that differential weighting of automatically labeled sections can lead to improved retrieval performance . Note, however, that such labels are",0
"Medicine ) are often inadequate and unable to supply clinically relevant answers in a timely manner ( Gorman , Ash , and Wykoff 1994 ; #AUTHOR_TAG )  . Furthermore",0
"Since mid-2002 , the Library has been employing software that automatically suggests MeSH headings based on content ( #AUTHOR_TAG )  . Nevertheless, the indexing process remains firmly human-centered.</s>",0
"of which concerns our assumptions about the query interface. Previously , a user study ( #AUTHOR_TAG )  has shown that people are reluctant to type full natural language questions , even after being told that they were using a questionanswering system and that typing complete questions would result in better performance . We have argued",1
"The application of domain models and deep semantic knowledge to question answering has been explored by a variety of researchers ( e.g. , #AUTHOR_TAG  , Rinaldi et al. 2004 ) , and was also the focus of recent workshops on question answering in restricted domains at A",0
"001 ) identifies concepts in free text , and SemRep ( #AUTHOR_TAG )  extracts relations between the concepts . Both",0
"ied on ad hoc weight selection based on intuition. The second involved a more principled method using confidence values generated by the base classifiers and least squares linear regression adapted for classification ( #AUTHOR_TAG )  , which can be described by the following equation:</s>",5
"The feasibility of automatically identifying outcome statements in secondary sources has been demonstrated by #AUTHOR_TAG  . Their study also illustrates the importance of semantic classes and relations. However, extraction of outcome statements from secondary sources (meta-analyses, in this case) differs from extraction of outcomes from MEDLINE citations",1
"Second , software for utilizing this ontology already exists : MetaMap ( #AUTHOR_TAG )  identifies concepts in free text , and SemRep ( Rindflesch and Fiszman ",0
The work of #AUTHOR_TAG  demonstrates that faceted queries can be converted into simple filtering constraints to boost precision .</s>,0
"notated corpus of MEDLINE abstracts , created through an effort led by the first author at the National Library of Medicine ( #AUTHOR_TAG )  . As",5
