CC,label
". AGL tasks engage neural language areas, in particular left inferior frontal regions (#AUTHOR_TAG, Schubotz, & Friederici, 2008;Bahlmann, Schubotz, Mueller, Koester, & Friederici, 2009;Petersson, Folia, & Hagoort, 2012;Petersson, Forkstam, & Ingvar, 2004) .</s>",0
"actic disorder (Druks & Marshall, 1995 . English passives are ""harder"" with regard to a number of variables (Caplan & Waters, 1999;Drai & Grodzinsky, 2006;Druks, 2002;Grodzinsky, 2000;#AUTHOR_TAG, Fromkin, & Cornell, 1993)  as they contain more words, more functional morphemes, have a non-canonical word order and, in some theories, involve a transformation from canonical order (or ""movement"" of constituents) .",0
"strong evidence, including from self-reports after the experiment, that participants who learn non-configurational properties do so by counting and comparing the number of stimuli of each class, and participants without syntactic disorder more consistently attend to configurational (order) than nonconfigurational (counting) structure (de Vries, Monaghan, Knecht, & Zwitserlood, 2008;#AUTHOR_TAG, Azadpour, & Mehler, 2008;Perruchet & Rey, 2005; .",0
"morphemes in passives contain strong cues for interpretation. The verb phrase morphology (be+TNS V+PastP, e.g., is pushed), which in child development first emerges as the state passive (e.g., it's broken), appears to be grounded in stative use and biased towards assigning its subject an inactive role (Brooks & Tomasello, 1999;#AUTHOR_TAG, Johnson, & Brooks, 2001;Riches, 2013) .</s>",0
"Naming ability on the PALPA54 subtest (#AUTHOR_TAG, Lesser, & Coltheart, 1992)  indicated residual lexical capacity with scores of 59/60 for spoken (with no penalty for phonemic paraphasias as long as the target was recognizable) and 59/60 for written naming.</s>",0
"sequence learning in a serial reaction time task correlated with children's ability to maintain syntactic structure in a priming task (#AUTHOR_TAG , 2012). A meta-analysis of eight studies, collectively examining 186 people with specific language impairment and 203 controls, found that pathological groups were poorer at statistical sequence learning (Lum, Conti-Ramsden, Morgan, & Ullman, 2014) .</s>",0
"A meta-analysis of eight studies, collectively examining 186 people with specific language impairment and 203 controls, found that pathological groups were poorer at statistical sequence learning (#AUTHOR_TAG, Conti-Ramsden, Morgan, & Ullman, 2014) .</s>",0
"-reports after the experiment, that participants who learn non-configurational properties do so by counting and comparing the number of stimuli of each class, and participants without syntactic disorder more consistently attend to configurational (order) than nonconfigurational (counting) structure (de Vries, Monaghan, Knecht, & Zwitserlood, 2008;Hochmann, Azadpour, & Mehler, 2008;#AUTHOR_TAG  & Rey, 2005; .",0
"WR was 62 years old at the time of the experiment. Four years previously, he was diagnosed with logopenic PPA (#AUTHOR_TAG  et al., 2011). Non-language cognition was unimpaired during the course of the investigation reported here. His",0
". AGL tasks engage neural language areas, in particular left inferior frontal regions (Bahlmann, Schubotz, & Friederici, 2008;Bahlmann, Schubotz, Mueller, Koester, & Friederici, 2009;#AUTHOR_TAG, Folia, & Hagoort, 2012;Petersson, Forkstam, & Ingvar, 2004) .</s>",0
"AGL (#AUTHOR_TAG , 1967) is a commonly employed paradigm that tests processing of sequence structure. In a training phase, participants are exposed to sequences of (nonsense) stimuli. Each sequence is unique but all are generated by a common set of rules. In the test phase,",0
"NS V+PastP, e.g., is pushed), which in child development first emerges as the state passive (e.g., it's broken), appears to be grounded in stative use and biased towards assigning its subject an inactive role (Brooks & Tomasello, 1999;Israel, Johnson, & Brooks, 2001;#AUTHOR_TAG , 2013).</s>",0
"1), consistent with #AUTHOR_TAG  et al.'s (2013) observation that some people with logopenic PPA become syntactically impaired over time, and an unusual comprehension pattern emerged (chance level performance on actives, ceiling performance on passives (Table 2)). Table",0
"harder"" with regard to a number of variables (Caplan & Waters, 1999; Drai & #AUTHOR_TAG , 2006;Druks, 2002;Grodzinsky, 2000;Mauner, Fromkin, & Cornell, 1993)  as they contain more words, more functional morphemes, have a non-canonical word order and, in some theories, involve a transformation from canonical order (or ""movement"" of constituents) .</s>",0
"1 Early reports suggested that non-configurational properties of A n B n were processed through hierarchical phrase embedding (Fitch & Hauser, 2004;#AUTHOR_TAG, Bahlmann, Heim, Schubotz, & Anwander, 2006) . Some variations of A n B n , but not the one used for this experiment, aim to force hierarchical phrase processing (Bahlmann et al., 2008 (B",0
"1 Early reports suggested that non-configurational properties of A n B n were processed through hierarchical phrase embedding (#AUTHOR_TAG  & Hauser, 2004;Friederici, Bahlmann, Heim, Schubotz, & Anwander, 2006) . Some variations of A n B n",0
"It is not possible to generalize from a few cases to populations, and further investigations are needed. However, consistent reports of heterogeneity in agrammatism (#AUTHOR_TAG  & Caramazza, 1999;Caramazza, Capasso, Capitani, & Miceli, 2005;Caramazza, Capitani, Rey, & Berndt, 2001) , warrant a focus at individual profiles. WR's profile is consistent with a claim of impaired configurational processing",0
"because of its limited inflectional system, relies heavily on linear configuration. The lion kills the man and The man kills the lion refer to very different events despite having the exact same lexical items. It has been argued that linearization processes are not specific to language (#AUTHOR_TAG, Martinez-Alvarez, & Leivada, 2014) . The ability to process auditory and visual sequences, even when stimuli are meaningless, has been linked to the ability to process language under noise conditions (Conway, Bauernschmidt, Huang, & Pisoni, 2010;Conway, Karpicke, & Pisoni, 2007;Conway & Pisoni, 2008) .",0
"NS V+PastP, e.g., is pushed), which in child development first emerges as the state passive (e.g., it's broken), appears to be grounded in stative use and biased towards assigning its subject an inactive role (#AUTHOR_TAG  & Tomasello, 1999;Israel, Johnson, & Brooks, 2001;Riches, 2013) .</s>",0
"disorder (Druks & Marshall, 1995 . English passives are ""harder"" with regard to a number of variables (#AUTHOR_TAG  & Waters, 1999;Drai & Grodzinsky, 2006;Druks, 2002;Grodzinsky, 2000;Mauner, Fromkin, & Cornell, 1993)  as they contain more words, more functional morphemes, have a non-canonical word order and, in some theories, involve a transformation from canonical order (or ""movement"" of constituents) .",0
"It is not possible to generalize from a few cases to populations, and further investigations are needed. However, consistent reports of heterogeneity in agrammatism (Berndt & Caramazza, 1999;#AUTHOR_TAG, Capasso, Capitani, & Miceli, 2005;Caramazza, Capitani, Rey, & Berndt, 2001) , warrant a focus at individual profiles. WR's profile is consistent with a claim of impaired configurational processing",0
"their ability to learn simple and complex artificial grammars respectively predicted their ability to comprehend simple and complex sentences. #AUTHOR_TAG , Kelly, Shillcock, & Greenfield (2010)  compared seven aphasic participants with seven controls matched for age and non-verbal intelligence and found that the former performed poorer in AGL. investigated AGL in four people with severe aphasia and syntactic disorder, five people with aphasia in absence of syntactic disorder, and ten older controls and found learning profiles in patients with syntactic disorder which did not occur in the other samples. Together, these studies indicate that differences between",0
"argued that linearization processes are not specific to language (Boeckx, Martinez-Alvarez, & Leivada, 2014) . The ability to process auditory and visual sequences, even when stimuli are meaningless, has been linked to the ability to process language under noise conditions (#AUTHOR_TAG, Bauernschmidt, Huang, & Pisoni, 2010;Conway, Karpicke, & Pisoni, 2007;Conway & Pisoni, 2008) .",0
"strong evidence, including from self-reports after the experiment, that participants who learn non-configurational properties do so by counting and comparing the number of stimuli of each class, and participants without syntactic disorder more consistently attend to configurational (order) than nonconfigurational (counting) structure (#AUTHOR_TAG, Monaghan, Knecht, & Zwitserlood, 2008;Hochmann, Azadpour, & Mehler, 2008;Perruchet & Rey, 2005; .",0
"disorder (Druks & Marshall, 1995 . English passives are ""harder"" with regard to a number of variables (Caplan & Waters, 1999;#AUTHOR_TAG  & Grodzinsky, 2006;Druks, 2002;Grodzinsky, 2000;Mauner, Fromkin, & Cornell, 1993)  as they contain more words, more functional morphemes, have a non-canonical word order and, in some theories, involve a transformation from canonical order (or ""movement"" of constituents) .",0
"disorder (Druks & Marshall, 1995 . English passives are ""harder"" with regard to a number of variables (Caplan & Waters, 1999;Drai & Grodzinsky, 2006;#AUTHOR_TAG , 2002;Grodzinsky, 2000;Mauner, Fromkin, & Cornell, 1993)  as they contain more words, more functional morphemes,",0
"WR's comprehension profile showed a dissociation which is the reverse of the predominantly reported pattern of good performance on actives and poor performance on passives, and poses a substantial challenge to conventional explanations for syntactic disorder (#AUTHOR_TAG  & Marshall, 1995 . English passives are ""harder"" with regard to a number of variables (Caplan & Waters, 1999;Drai & Grodzinsky, 2006;Druks, 2002;Grodzinsky, 2000;Mauner, Fromkin, & Cornell, 1993)  as they contain more words, more functional morphemes, have a non-canonical word order and, in some theories, involve a transformation from canonical order (or",0
"(The computer is enabling her to speak). Interpretation of English actives relies more on word order. All active sentences used in testing WR's comprehension could have been interpreted correctly using the common bias that the agent appears first (#AUTHOR_TAG , 2003).</s>",0
"<s> It is interesting to compare our evidence for multisensory speed gains via pooling of signals from at least 4 years of age stands with results from numerous developmental studies measuring multisensory precision, in tasks that were not speeded. These tasks have found absent or suboptimal pooling of signals until much later in childhood (Gori et al., 2008;Nardini et al., 2008;Nardini et al., 2010;Gori et al., 2012;#AUTHOR_TAG  et al., 2013;Petrini et al., 2014) . In these studies,</s>",1
"either alone can be explained by parallel processing, or whether they indicate that signals are being combined (pooled). To answer this, we compared empirical distributions of AV response times with the predictions of three models: the classic race model (#AUTHOR_TAG , 1982), an extended race model , and a pooling (coactivation) model. These models aim to predict the AV distribution based on the separately measured A and V distributions, together with assumptions about the information processing operations that underlie response times. The three models are shown schematically in Fig. ",0
"nt via the cortico-SC projection (Stein et al., 2009) . The decisions in our study may also (or alternatively) have depended on other cortical mechanisms (Molholm et al., 2002;#AUTHOR_TAG  et al., 2007;Noppeney et al., 2010) . A study with adults directly comparing saccadic",3
"nt via the cortico-SC projection (Stein et al., 2009) . The decisions in our study may also (or alternatively) have depended on other cortical mechanisms (Molholm et al., 2002;Martuzzi et al., 2007;#AUTHOR_TAG  et al., 2010). A study with adults directly comparing saccadic, directed manual and simple manual responses found violations of",3
"Sensory decision-making can be understood to depend on the accumulation over time of evidence in favour of a hypothesis (for reviews, see Bogacz, Brown, Moehlis, Holmes, & Cohen, 2006;#AUTHOR_TAG  & Shadlen, 2007) . If multiple independent sources of evidence for a hypothesis are available (e.g. both auditory and visual evidence that a stimulus is present), then evidence will be accumulated",0
"this kind of localisation is the superior colliculus (SC; Wallace et al., 1996;Wallace & Stein, 1997;Stein & Meredith, 1993) . Multisensory integration in superior colliculus develops with postnatal sensory experience, which seems to be learnt via the cortico-SC projection (#AUTHOR_TAG  et al., 2009). The decisions in our study may also",0
"dedicated to spatial localisation. A wellknown substrate for this kind of localisation is the superior colliculus (SC; Wallace et al., 1996;#AUTHOR_TAG  & Stein, 1997;Stein & Meredith, 1993) . Multisensory integration in superior colliculus develops with postnatal sensory experience, which seems to be",0
"dedicated to spatial localisation. A wellknown substrate for this kind of localisation is the superior colliculus (SC; Wallace et al., 1996;Wallace & Stein, 1997;#AUTHOR_TAG  & Meredith, 1993) . Multisensory integration in superior colliculus develops with postnatal sensory experience, which seems to be",0
"explanation. An important challenge, recently highlighted by #AUTHOR_TAG  (2012), is to include development and learning in a full explanation of how sensory systems work. In the present case, we would like to know how development and learning shape humans' abilities to use multiple senses to detect nearby objects, and how these processes are reflected both in the changing computations that sensory systems carry out, and in changes to the neural",3
"<s> It is interesting to compare our evidence for multisensory speed gains via pooling of signals from at least 4 years of age stands with results from numerous developmental studies measuring multisensory precision, in tasks that were not speeded. These tasks have found absent or suboptimal pooling of signals until much later in childhood (Gori et al., 2008;Nardini et al., 2008;Nardini et al., 2010;Gori et al., 2012;Nardini et al., 2013;#AUTHOR_TAG  et al., 2014). In these studies,</s>",1
"change. Such mechanisms need to be understood at several distinct levels of analysis -for example, following #AUTHOR_TAG  (1982) influential formulation, both the algorithms used for sensory processing and their ""biophysical"" underpinnings need to be understood, which can be considered to provide separate (albeit inter-related) levels of Integration of audio-visual information p. 34</s>",3
"<s> It is interesting to compare our evidence for multisensory speed gains via pooling of signals from at least 4 years of age stands with results from numerous developmental studies measuring multisensory precision, in tasks that were not speeded. These tasks have found absent or suboptimal pooling of signals until much later in childhood (#AUTHOR_TAG  et al., 2008;Nardini et al., 2008;Nardini et al., 2010;Gori et al., 2012;Nardini et al., 2013;Petrini et al., 2014) . In these studies,</s>",1
"Sensory decision-making can be understood to depend on the accumulation over time of evidence in favour of a hypothesis (for reviews, see #AUTHOR_TAG, Brown, Moehlis, Holmes, & Cohen, 2006;Gold & Shadlen, 2007) . If multiple independent sources of evidence for a hypothesis are available (e.g. both auditory and visual evidence that a stimulus is present), then evidence will be accumulated",0
"uli were presented using the Psychophysics Toolbox for Matlab (#AUTHOR_TAG , 1997).",5
"(2) ""context invariance"" (#AUTHOR_TAG , 1986): that the system's processing of one signal (e.g. A) is the same when A is the only signal present and when a second signal is also present (e.g. AV). If",5
"models. Age improvements in pooling efficiency would be consistent with childhood brain changes including synaptic pruning and myelination (Huttenlocher & Dabholkar, 1997;#AUTHOR_TAG  et al., 1999), although their dependence on development of specific cortical or subcortical networks remains to be investigated.",3
"Another question is in what circumstances observers can find optimal trade-offs (i.e. those that maximise their reward rate; #AUTHOR_TAG  & Shadlen, 2002) , and how these abilities develop.</s>",3
"that can be predicted by parallel-channels models. Age improvements in pooling efficiency would be consistent with childhood brain changes including synaptic pruning and myelination (#AUTHOR_TAG  & Dabholkar, 1997;Giedd et al., 1999) , although their dependence on development of specific cortical or subcortical networks remains to be investigated.",3
"We used the approach described in #AUTHOR_TAG , ",5
"Chang et al. (2010) , Fern��ndez-V��zquez andRivero (2010) ,  #AUTHOR_TAG  and Wilson (2007)  and Golden (2006)  offer some explanations as to why this is so. They argue that voters may doubt the information or dismiss it as partisan, especially if the accusations are leveled predominantly against the members of one party.",4
"Fern��ndez-V��zquez andRivero (2010) , Manzetti and Wilson (2007)  and  #AUTHOR_TAG  (2006) offer some explanations as to why this is so. They argue that voters may doubt the information or dismiss it as partisan, especially if the accusations are leveled predominantly against the members of one party. The pool of candidates from which citizens can choose may be seriously restricted in",4
"Pellegrini and Gerlagh (2004) , Mo (2001) , and  #AUTHOR_TAG  (1995) find that it leads to lower investment. Count",4
"Countries with high levels of public sector corruption are found to receive less foreign aid, by Alesina and Weder (2002) , and less foreign direct investment, by  #AUTHOR_TAG  and Zurawicki (2002) .",4
"M��on and Sekkat (2005) , Pellegrini and Gerlagh (2004) ,  #AUTHOR_TAG  (2001), and Mauro (1995)  find that it leads",4
"Rose-Ackerman (1997)  for example argues that corruption will always escalate to ever higher levels, and  #AUTHOR_TAG  and Wei (2000)  find that in economies where corruption is high and more bribes have to be paid, managers end up allocating more time to public officials and less time to productive work.",4
"Fern��ndez-V��zquez andRivero (2010) , Chang et al. (2010) , and  #AUTHOR_TAG  (2005) show, through Spanish, Italian, and Japanese examples, that such corruption usually makes very little difference in the reelection fortunes of politicians even when it is public knowledge.",4
"It should be noted that some researchers, such as Nye (1989)  and  #AUTHOR_TAG  (1964) argue that optimal level of corruption may be non-zero. They assert that bribing can be viewed as greasing the wheels of the government, enabling firms to sidestep burdensome government controls. However",1
"that such corruption usually makes very little difference in the reelection fortunes of politicians even when it is public knowledge. Welch and Hibbing (1997) , Dimock and Jacobson (1995) , and  #AUTHOR_TAG  and Welch (1980)  provide similar evidence in the case of U.S. ",1
"M��on and Sekkat (2005) ,  #AUTHOR_TAG  and Gerlagh (2004) , Mo (2001) , and Mauro (1995)  find that it leads to lower investment. Count",4
"existing major parties collapsed and a new party system emerged.  #AUTHOR_TAG  and Finan (2008)  provide yet another case of voter retaliation depending on the severity of corruption unearthed, its reliability and how well it is disseminated. They study the political consequences of municipal audits in Brazil as part of an anti-corruption program. This program involves audit of 50-60 cities each month, which are randomly selected by an open lottery. Then the appropriate prosecutors, city councils and the media are informed of the irregularities found. Ferraz and Finan find that the outcomes of these audits have significant effects on the reelection chances of mayors. The impact gets more pronounced when the level of corruption exposed is high and when this information is disseminated well.",1
and  #AUTHOR_TAG  (1997) argue that corruption shifts public expenditures from growth-promoting to lowproductivity projects.,4
"examples, that such corruption usually makes very little difference in the reelection fortunes of politicians even when it is public knowledge. Welch and Hibbing (1997) ,  #AUTHOR_TAG  and Jacobson (1995) , and Peters and Welch (1980)  provide similar evidence in the case of U.S. Chang et al. (2010)",1
A more recent and more rigorous study by  #AUTHOR_TAG  (2011) shows that the 'grease-in-the-wheel' argument applies only in the cases of very high-cor</s>,1
"Habib and Zurawicki (2002) .  #AUTHOR_TAG  and Davoodi (1997) , and Mauro (1997)  argue that corruption shifts public expenditures from growth-promoting to lowproductivity projects.",4
" show, through Spanish, Italian, and Japanese examples, that such corruption usually makes very little difference in the reelection fortunes of politicians even when it is public knowledge.  #AUTHOR_TAG  and Hibbing (1997) , Dimock and Jacobson (1995) , and Peters and Welch (1980)  provide similar evidence in the case of U.S. Chang et al. (2010)",1
"information, and voters who act on that information to hold politicians accountable. Costas et al. (2011) , Freille et al. (2007 , Lederman et al. (2005) , Adsera et al. (2003) ,  #AUTHOR_TAG  and Weder (2003) , and Besley and Burgess (2002)  provide evidence on the importance of a free press in reducing corruption.",4
"and voters who act on that information to hold politicians accountable. Costas et al. (2011) , Freille et al. (2007 , Lederman et al. (2005) , Adsera et al. (2003) , Brunetti and Weder (2003) , and  #AUTHOR_TAG  and Burgess (2002)  provide evidence on the importance of a free press in reducing corruption.",4
"for the 1 It should be noted that some researchers, such as  #AUTHOR_TAG  (1989) and Leff (1964)  argue that optimal level of corruption may be non-zero. They assert that bribing can be viewed as greasing the wheels of the government, enabling firms to sidestep burdensome government controls. However",1
"inter-disciplinary literature which links corruption to various social and economic ills. For example, Escaleras et al. (2007)  show that it raises fatalities from earthquakes, and  #AUTHOR_TAG  et al. (2006) from traffic accidents.",4
". However, there has not yet been a published, comprehensive merging of all of the large catalogs in this region. A summary including each of the prior investigations of NGC 1333 is beyond the scope of this paper; see #AUTHOR_TAG  et al. (2008) for a recent review. In this paper, my primary",0
"NGC 1333 is one of the youngest and most well-studied star forming regions, in part because it is located at only ___235 pc (Hirota et al. 2008(Hirota et al. , 2011 . Its stars are thought to have an average age of 1-2 Myr (e.g., #AUTHOR_TAG  et al. 2008), but it also contains several Class 0 objects, objects in the earliest stages of star formation (see, e.g., Sadavoy et al. 2014or Sandell & Knee 2001.</s>",0
"we re-reduced the Chandra data in a self-consistent way across most of the YSOVAR clusters. Source detection was performed using CIAO (Chandra Interactive Analysis of Observations;#AUTHOR_TAG  et al. 2006). Sources, even faint ones, were retained if they had a counterpart in the cryogenic IRAC catalog. Sources from Chandra were matched to the rest of the catalog with a position-dependent search radius; see",0
"It might be thought that services almost entirely funded by taxes would welcome RCOM simply on the basis of ""value"" (#AUTHOR_TAG  & Teisberg, 2006)  but this has only been the case in the UK in the case of the huge investment in Improving Access to Psychological Therapies (IAPT)",0
"were routinely implemented in some English services from 1997 (#AUTHOR_TAG , ",0
"New techniques of natural language processing of electronic clinical records (#AUTHOR_TAG  et al., ",3
"A cost-benefit analysis argued that the cost to taxpayers ""would be fully covered by the savings in incapacity benefits and extra taxes that result from more people being able to work"" (#AUTHOR_TAG  R, Clark D, Knapp M, & Mayraz G, 2007).",0
"Despite evidence supporting feedback to patients of their own PROM outcomes data in psychotherapeutic settings (#AUTHOR_TAG, Lambert, Harmon, Smart, & Bailey, 2008)  only in some psychotherapy services in the UK does this occur, and this has yet to be reported in secondary care. It would seem likely that combining data from PROMs and CROMs might helpfully inform the clinical conversation in many settings, and would clearly improve data quality of the latter.</s>",0
"Priebe et al (#AUTHOR_TAG, Golden, McCabe, & Reininghaus, 2012)  has reported the results of subjective quality of life items in DIALOG (see Table 1), a structured communication tool in mental health services. Some",0
"1997 (Macdonald, 2002) , whilst the majority hung back (#AUTHOR_TAG, House, & Sheldon, 2002) .",0
"It has introduced a powerful incentive for services to ""game"" outcomes in the same way as has already been suggested is happening with mortality data (#AUTHOR_TAG , 2013) (despite threats to criminalise this activity in the NHS).</s>",0
"In the UK, however, the word ""outcomes"" has recently been heard at every level of government (#AUTHOR_TAG , 2014) and, as ever imperfectly translated into action or actual resources, it is helping drive the RCOM process forwards, as is excitement about ""value"" (Porter et al., 2006) .",0
"Interestingly within a group of participants untrained in the CGAS, 84% of doctors and 73% of psychologists were within ��5 points of an expert group consensus rating, suggesting that with the instructions in the measure alone high reliability can be reached by many professionals (#AUTHOR_TAG, Kowalski, Sundberg, Gumpert, & Landen, 2010) .",0
"that are important to the patient"" divided by cost. The simplicity and validity of the numerator is perhaps misleading (#AUTHOR_TAG , 1997), especially in mental health.</s>",1
"In some cases changes in outcomes before and after management reform-such as the ""institution of kindness for severity, and indulgence for restrictions""were used to justify them (#AUTHOR_TAG , 1868).</s>",0
"One of the issues of PROMs is the degree with which, although completed by service users, they address actual concerns of service users-particularly in the domains now covered by the notion of ""recovery""as opposed to those of clinicians, managers, service providers and governments; other stakeholders in the outcomes grid (#AUTHOR_TAG  & Jefferson, 1999) .",0
"questions. The SDQ was extended to include questions asking about the impact of problems, for instance how severe problems are, for how long they have been present and in what areas are they shown (home life, friendships, classroom, or leisure) (#AUTHOR_TAG , 1999). There are self (for 11-17 year olds), parent, and teacher-rated (both in two versions, for 2-4 and 4 to 17 year olds) versions of the SDQ which all ask questions in the same general format.</s>",0
"coherent direction from above can usefully glance towards the latter. In the 1990s the UK Department of Education became rabid about routine educational testing, eventually pushing through dramatic reforms in the teeth of professional opposition (#AUTHOR_TAG , 2009). However the summative and evaluative functions of routine testing became dominant, including published league tables, leading",4
"less (William, 1992) . Goodhart's Law (briefly, any measure that becomes a target ceases to be a measure (#AUTHOR_TAG , 1981)) was also ignored so that the outcomes of education in the UK in the 21st century remain essentially unknown.",1
"Despite Killaspy et al's critique (#AUTHOR_TAG, White, Taylor, & King, 2012) , experience by",1
"ations and the fact that this is clearly not the case even in orthopaedics where ""The End Result Idea"" originated (#AUTHOR_TAG  & Weinstein, 1998) , is a mystery beyond the reach of this paper. In the UK, however, the word ""outcomes"" has recently been heard at every level of government (Macdonald, 2014)",4
"Without comparison between scores at the beginning and end of a period of intervention, league tables are meaningless (#AUTHOR_TAG , 1992).",4
"estimated (Evans et al., 2002)  which allows the calculation of reliable and clinically significant change using methods suggested by Jacobson & Truax (#AUTHOR_TAG  & ",0
"Also ""evidence-based medicine"" (in which the best outcomes were assumed and observational data relegated) took hold. When the notion of a hierarchy of evidence became more amenable to challenge (#AUTHOR_TAG  & Tracy, 2004)  and, at the same time, information technology began to achieve reasonable levels of reliability, the conditions became once again ripe for RCOM.</s>",4
"Recoveries"", or even ""Cures"" were reported from many institutions across UK and Europe (Tuke, 1862), e.g. sceptically reported by Hood (#AUTHOR_TAG , 1862), who, like Thurnham (1845) before him pondered on methodologycrucially the denominator. Do we measure outcomes for those whose",0
"NOS are technically plural; whether the 12 scales can sensibly be regarded as separate or as items in a single scale is contentious (#AUTHOR_TAG, Speak, Hay, & Muncer, 2014) .</s>",0
"The present paper presents new analytical data for Early Islamic glass and vessels and production material from Tel Aviv. The site is important as, with the exception of Raqqa, Syria (#AUTHOR_TAG , 2013), which also made primary glass, secondary workshop material from the Early Islamic period has hardly been investigated in detail. The present",0
"of the vessels made at the secondary production stage are required. It has been observed that glass may undergo a number of compositional changes during vessel production, due to contamination, mixing and loss of volatile material at high temperatures (#AUTHOR_TAG  et al., 2008;Paynter, 2008;Rehren et al., 2010) . These changes need to be better understood if we are to use compositional data to understand the distribution of",4
"5), which is a reflection of the association of these components in feldspar or clay minerals in the glassmaking sand (#AUTHOR_TAG  et al., 2004). In other secondary workshop assemblages,",1
"ogeneous, as indicated by the detailed investigation of the glass from the tanks at Beth Eli'ezer (#AUTHOR_TAG  et al., 2000). Each charge at the secondary",5
"Seven areas were analysed on each sample and the mean taken. Corning Museum Ancient Glass Standards A and B (#AUTHOR_TAG , 1999) were measured a number of times during the same analytical run, and results compare well with the given values (Table 1).</s>",5
"representative of the vessels made at the secondary production stage are required. It has been observed that glass may undergo a number of compositional changes during vessel production, due to contamination, mixing and loss of volatile material at high temperatures (Tal et al., 2008;#AUTHOR_TAG , 2008;Rehren et al., 2010) . These changes need to be better understood if we are to use compositional data to understand the distribution of",4
"amber colour, which was difficult to produce as it required especially reducing conditions in the primary glass making furnace to generate the ferri-sulphide chromophore (#AUTHOR_TAG and Brill, 1984;Arletti et al., 2011; Freestone and Stapleton 2015) and is likely to have been produced on an occasional basis. The",1
such homology theories have been known (we refer readers to [#AUTHOR_TAG ] for the definitions using non-commutative geometry).,0
"Social cognitive neuroscience has recently begun to recognize that nervous systems of interacting individuals behave quite differently from those of solitary subjects, and often become inter-dependent (Hari and Kujala, 2009;Babiloni and Astolfi, 2012;#AUTHOR_TAG  et al., 2013). This opens up a vast empirical research agenda for the future.",4
"that participants in a conversational exchange become mutually linked in many subtle but observable ways. Eye movements (Richardson et al., 2007) , postural sway (#AUTHOR_TAG  et al., 2009), and even blinking (Cummins, 2012)  have all been found to become subtly intertwined in conversation, leading to a dynamic entanglement of the participants. Speakers and",0
"A competing account has recently been proposed that regards inter-personal coordination in dialog as a form of synergy or dynamical coupling (#AUTHOR_TAG  et al., 2014). This approach is rooted in dynamical approaches to coordination that are levelagnostic, seeking to understand emergent phenomena at one level (e.g., the dyad) as arising through processes of self-organization from the constrained interaction of autonomous components at a lower level (the speaker",0
"that participants in a conversational exchange become mutually linked in many subtle but observable ways. Eye movements (Richardson et al., 2007) , postural sway (Shockley et al., 2009) , and even blinking (#AUTHOR_TAG , 2012) have all been found to become subtly intertwined in conversation, leading to a dynamic entanglement of the participants. Speakers and listeners",0
"I will argue that the way in which we conventionally treat of the phenomenon called ""language"" is overly restrictive, and seems more appropriate to the characterization of writing than speaking/listening (#AUTHOR_TAG , 2005). Older than writing by far is the voice, and the voice has remarkable properties all of its own. Chief among these is the obligatory association between the voice and a transient subject-pole that grounds intentionality. This,",4
"the dyad) as arising through processes of self-organization from the constrained interaction of autonomous components at a lower level (the speaker/listeners) (#AUTHOR_TAG , 1995;",0
"""Joint speaking"" is an umbrella term I have coined to cover all occasions in which the same words are uttered by multiple people in unison (#AUTHOR_TAG , 2013a). This includes many practices of collective prayer, the chants of both protest demonstrators and sports fans, the recitations of young school children, performances of choral speech, and the swearing of collective oaths in secular contexts. To all these naturally occurring variants we can also add",5
"The yoking together of two or more people engaging in language behavior establishes a common basis from which the participants confront the world. It makes available a shared framework within which statements can be interpreted. It thus provides a scaffold for shared intentionality (#AUTHOR_TAG , 1987). The ability to share an intentional perspecitive seems to be at the very heart of human language use, but it is not an all or nothing affair. Two protesters with common purpose who chant the same slogan demonstrate an extreme alignment with respect to the world. But two people engaged in heated disagreement must still achieve a great deal of alignment in order to disagree fel",0
"There is ample evidence that participants in a conversational exchange become mutually linked in many subtle but observable ways. Eye movements (#AUTHOR_TAG  et al., 2007), postural sway (Shockley et al., 2009) , and even blinking (Cummins, 2012)  have all been found to become subtly intertwined in conversation, leading to a dynamic entanglement of the participants. Speakers and listeners are further linked through the",0
". Speakers and listeners are further linked through the provision by the latter of signals of ongoing engagement through postural, gestural, and vocal indices or backchannels (#AUTHOR_TAG  et al., 2014).</s>",0
"the dyad) as arising through processes of self-organization from the constrained interaction of autonomous components at a lower level (the speaker/listeners) (Kelso, 1995;#AUTHOR_TAG , 2008). This approach highlights the sensitivity of participants to real time recurrent interaction, as",0
"further documents the profound conceptual and cognitive implications of the spread of literacy. Much of this work focusses on the novelties that accompany writing and literacy. McLuhan claimed that ""writing was an embalming process that froze language"" (#AUTHOR_TAG , 1964), and he provides an anectode from Prince Modupe, who speaks of his encounter with the written word in his West African days",0
"subjective pole. Here we can see that the complement is also true: writing gives rise to a particular kind of objectivity, one in which for the first time it is possible to have ""facts that speak for themselves"" (#AUTHOR_TAG , 2013). (For an insightful account of several",0
"to be trusted, is perhaps more apt for many of the situations under consideration. While groups have frequently been found to outperform individuals in tasks of judgment and estimation (#AUTHOR_TAG , 2012), groups involved in joint speech of protest are often found in volatile situations where collective actions are rudimentary and aggressive. It is worth noting",0
