token_context,word_context,seg_context,sent_cotext,label
"['Wehavebuiltanexperimentaltext-to-speechsystemthatusesouranalysisofprosodytogeneratephraseboundariesfortheOlive--Libermansynthesizer #TAUTHOR_TAG.', 'Twoconcernsmotivatedourimplementation.', 'withresearchfortestingaboutandrasing', 'proodicrasing-to']","['Wehavebuiltanexperimentaltext-to-speechsystemthatusesouranalysisofprosodytogeneratephraseboundariesfortheOlive--Libermansynthesizer #TAUTHOR_TAG.', 'Twoconcernsmotivatedourimplementation.', 'withresearchfortestingaboutandphrasing', 'prosodicphrasing']","['Wehavebuiltanexperimentaltext-to-speechsystemthatusesouranalysisofprosodytogeneratephraseboundariesfortheOlive--Libermansynthesizer #TAUTHOR_TAG.', 'Twoconcernsmotivatedourimplementation.', 'withfortestingaboutandrasing', 'ingprosodicphrasing']","['Wehavebuiltanexperimentaltext-to-speechsystemthatusesouranalysisofprosodytogeneratephraseboundariesfortheOlive--Libermansynthesizer #TAUTHOR_TAG.', 'Twoconcernsmotivatedourimplementation.', '', '']",5
"['/prosodymisview', '', '', '', '', '', '', '', '', '', 'constthatrefertonewintaoursetendtobe', 'see', 'discourse.', ' #TAUTHOR_TAGand #AUTHOR_TAGalsoexaminetherelationbetweendiscourseandprosodicphrasing.', 'Theirworksucceedsindistinguishingtheuseofitemslikenow,so,andoursecuesfromtheirdenotativelexicaluseonthebasisofacomplexcombinationofpitchaccenttypeandphrasing.']","['syntax/prosodymisalignmentviewed', '', '', '', '', '', '', '', '', '', 'thatrefertonewlyintroducedadiscoursetendtobe', '(see', 'discourse.', ' #TAUTHOR_TAGand #AUTHOR_TAGalsoexaminetherelationbetweendiscourseandprosodicphrasing.', 'Theirworksucceedsindistinguishingtheuseofitemslikenow,so,anddiscoursecuesfromtheirdenotativelexicaluseonthebasisofacomplexcombinationofpitchaccenttypeandphrasing.']","['Thesyntax/prosodymisalignment', '', '', '', '', '', '', '', '', '', 'constthatrefertonewintadiscoursetendtobe', '', 'thediscourse.', ' #TAUTHOR_TAGand #AUTHOR_TAGalsoexaminetherelationbetweendiscourseandprosodicphrasing.', 'Theirworksucceedsindistinguishingtheuseofitemslikenow,so,andoursecuesfromtheirdenotativelexicaluseonthebasisofacomplexcombinationofpitchaccenttypeandphrasing.']","['', '', '', '', '', '', '', '', '', '', '', '', '', ' #TAUTHOR_TAGand #AUTHOR_TAGalsoexaminetherelationbetweendiscourseandprosodicphrasing.', 'Theirworksucceedsindistinguishingtheuseofitemslikenow,so,andwellasdiscoursecuesfromtheirdenotativelexicaluseonthebasisofacomplexcombinationofpitchaccenttypeandphrasing.']",0
"['topros', 'observationhasledsomeresearchandPaccia-toclaima', '', 'Forinconsideringtheconnectionbetweensyntaxandphrasing,thelinguisticliteraturemostoftenreferstoexamplesofembeddedsentences.', 'Sentenceslike12,from #TAUTHOR_TAG,arefrequentlycited.', '(SquarebracketsmarkofftheNPconstituentsthatcontainembed-dedsentences.)']","['toprosody,', 'observationhasledsomeandPaccia- #AUTHOR_TAGtoclaima', '', 'Forinconsideringtheconnectionbetweensyntaxandphrasing,thelinguisticliteraturemostoftenreferstoexamplesofembeddedsentences.', 'Sentenceslike12,from #TAUTHOR_TAG,arefrequentlycited.', '(SquarebracketsmarkofftheNPconstituentsthatcontainembed-dedsentences.)']","['to', 'Thisobservationhasledsomeresearchers,andPaccia-toclaim', '', 'Forinconsideringtheconnectionbetweensyntaxandphrasing,thelinguisticliteraturemostoftenreferstoexamplesofembeddedsentences.', 'Sentenceslike12,from #TAUTHOR_TAG,arefrequentlycited.', '(SquarebracketsmarkofftheNPconstituentsthatcontainembed-dedsentences.)']","['', '', '', 'Forexample,inconsideringtheconnectionbetweensyntaxandphrasing,thelinguisticliteraturemostoftenreferstoexamplesofembeddedsentences.', 'Sentenceslike12,from #TAUTHOR_TAG,arefrequentlycited.', '(SquarebracketsmarkofftheNPconstituentsthatcontainembed-dedsentences.)']",0
"['Inpreviouswork #TAUTHOR_TAG,wedescribedanexperimentaltext-to-speechsystemthatdeterminedprosodicphrasingfortheOlive--Libermansynthesizer(OliveandLiberman1985).', 'Thesystemgeneratedphraseboundariesusinginformationderivedfromthesyntacticstructureofasentence.', 'Whilewesawsignificantimprovementsintheresultingsynthesizedspeech,wealsoobservedproblemswiththesystem.', '', '', 'of']","['Inpreviouswork #TAUTHOR_TAG,wedescribedanexperimentaltext-to-speechsystemthatdeterminedprosodicphrasingfortheOlive--Libermansynthesizer(OliveandLiberman1985).', 'Thesystemgeneratedphraseboundariesusinginformationderivedfromthesyntacticstructureofasentence.', 'Whilewesawsignificantimprovementsintheresultingsynthesizedspeech,wealsoobservedproblemswiththesystem.', '', '', 'of']","['Inpreviouswork #TAUTHOR_TAG,wedescribedanexperimentaltext-to-speechsystemthatdeterminedprosodicphrasingfortheOlive--Libermansynthesizer(OliveandLiberman1985).', 'Thesystemgeneratedphraseboundariesusinginformationderivedfromthesyntacticstructureofasentence.', 'Whilewesawsignificantimprovementsintheresultingsynthesizedspeech,wealsoobservedproblemswiththesystem.', '', '', 'of']","['Inpreviouswork #TAUTHOR_TAG,wedescribedanexperimentaltext-to-speechsystemthatdeterminedprosodicphrasingfortheOlive--Libermansynthesizer(OliveandLiberman1985).', 'Thesystemgeneratedphraseboundariesusinginformationderivedfromthesyntacticstructureofasentence.', 'Whilewesawsignificantimprovementsintheresultingsynthesizedspeech,wealsoobservedproblemswiththesystem.', '', '', '']",2
"['', 'Paccia', '', '', '', '', '', '', '', 'proper', ' #TAUTHOR_TAGproposesreadjustmentrulessimilartothoseofChomskyandHalle,butheclaimsthatthereadjustmentofstructureispartofthegrammar,notpartoftheperformancemodel.', 'Hethusmakesexplicitwhatisoftenatacitassumptioninboththelinguisticandpsycholinguisticliterature2isadirectsyntacticconstituencyandprosodicphrasing,withapparentmisalignmentsreadjustedbeforesyntaxinterface,;withprosodicphonology']","['', 'Paccia- #AUTHOR_TAG', '', '', '', '', '', '', '', 'proper.', ' #TAUTHOR_TAGproposesreadjustmentrulessimilartothoseofChomskyandHalle,butheclaimsthatthereadjustmentofstructureispartofthegrammar,notpartoftheperformancemodel.', 'Hethusmakesexplicitwhatisoftenatacitassumptioninboththelinguisticandpsycholinguisticliterature2--thatisadirectsyntacticconstituencyandprosodicphrasing,withapparentmisalignmentsreadjustedbeforesyntaxinterface,;withprosodicphonology.']","['', 'Paccia', '', '', '', '', '', '', '', '', ' #TAUTHOR_TAGproposesreadjustmentrulessimilartothoseofChomskyandHalle,butheclaimsthatthereadjustmentofstructureispartofthegrammar,notpartoftheperformancemodel.', 'Hethusmakesexplicitwhatisoftenatacitassumptioninboththelinguisticandpsycholinguisticliterature2--thatisadirectconnectionsyntacticconstituencyandprosodicphrasing,withapparentmisalignmentsreadjustedbeforesyntaxinterface,;withprosodicphonology.']","['', '', '', '', '', '', '', '', '', '', ' #TAUTHOR_TAGproposesreadjustmentrulessimilartothoseofChomskyandHalle,butheclaimsthatthereadjustmentofstructureispartofthegrammar,notpartoftheperformancemodel.', 'Hethusmakesexplicitwhatisoftenatacitassumptioninboththelinguisticandpsycholinguisticliterature2--thatthereisadirectconnectionbetweensyntacticconstituencyandprosodicphrasing,withapparentmisalignmentsreadjustedbeforesyntaxinterface,;withprosodicphonology.']",0
"['Thepsycholinguisticstudiesof #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #TAUTHOR_TAG,respondingtotheideaofreadjustedsyntaxasthesourceofprosodicphrasing,showthatgrammaticalstructure,evenifreadjusted,isnotinitselfareliablepredictorofprosodicphrasing:mismatchesbetweensyntaxandprosodyoccuroftenandsystematically,andcanberelatedtospecificnonsyntacticfactorssuchaslengthandwordfrequency.', 'prosodicboundariesbetweenandoccur', '', 'sodicbreaksthesubjectboundarywell', 'eatingI']","['Thepsycholinguisticstudiesof #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #TAUTHOR_TAG,respondingtotheideaofreadjustedsyntaxasthesourceofprosodicphrasing,showthatgrammaticalstructure,evenifreadjusted,isnotinitselfareliablepredictorofprosodicphrasing:mismatchesbetweensyntaxandprosodyoccuroftenandsystematically,andcanberelatedtospecificnonsyntacticfactorssuchaslengthandwordfrequency.', 'prosodicboundariesbetweenandoccur,', '', 'prosodicbreaktheboundarywell', 'eatingI[']","['Thepsycholinguisticstudiesof #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #TAUTHOR_TAG,respondingtotheideaofreadjustedsyntaxasthesourceofprosodicphrasing,showthatgrammaticalstructure,evenifreadjusted,isnotinitselfareliablepredictorofprosodicphrasing:mismatchesbetweensyntaxandprosodyoccuroftenandsystematically,andcanberelatedtospecificnonsyntacticfactorssuchaslengthandwordfrequency.', 'prosodicboundariesbetweenandoccur', '', 'breaksthesubject-predicateboundaryrememberwell', 'wereeatingI']","['Thepsycholinguisticstudiesof #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #TAUTHOR_TAG,respondingtotheideaofreadjustedsyntaxasthesourceofprosodicphrasing,showthatgrammaticalstructure,evenifreadjusted,isnotinitselfareliablepredictorofprosodicphrasing:mismatchesbetweensyntaxandprosodyoccuroftenandsystematically,andcanberelatedtospecificnonsyntacticfactorssuchaslengthandwordfrequency.', '', '', '', '']",0
"['theprosodicphrasestatusofclausefinalprepositionalphrases,whichwediscussbelow', 'Suchphrasingprovidesuswithatypicalphrasingpatternanalogoustothetypicalphrasalstresspatternsexaminedin #TAUTHOR_TAG,which""areoftenoverwhelmedbythechiaroscuroofhighlightandbackgroundindiscourse,butretainthestatusofnull-hypothesispatternsthatemergewhenthereisnogoodreasontotakesomeotheroption""(p.251).', '']","['theprosodicphrasestatusofclausefinalprepositionalphrases,whichwediscussbelow,', 'Suchphrasingprovidesuswithatypicalphrasingpatternanalogoustothetypicalphrasalstresspatternsexaminedin #TAUTHOR_TAG,which""areoftenoverwhelmedbythechiaroscuroofhighlightandbackgroundindiscourse,butretainthestatusofnull-hypothesispatternsthatemergewhenthereisnogoodreasontotakesomeotheroption""(p.251).', '']","['theprosodicphrasestatusofclausefinalprepositionalphrases,whichwediscussbelow', '3Suchphrasingprovidesuswithatypicalphrasingpatternanalogoustothetypicalphrasalstresspatternsexaminedin #TAUTHOR_TAG,which""areoftenoverwhelmedbythechiaroscuroofhighlightandbackgroundindiscourse,butretainthestatusofnull-hypothesispatternsthatemergewhenthereisnogoodreasontotakesomeotheroption""(p.251).', '']","['', '3Suchphrasingprovidesuswithatypicalphrasingpatternanalogoustothetypicalphrasalstresspatternsexaminedin #TAUTHOR_TAG,which""areoftenoverwhelmedbythechiaroscuroofhighlightandbackgroundindiscourse,butretainthestatusofnull-hypothesispatternsthatemergewhenthereisnogoodreasontotakesomeotheroption""(p.251).', '']",1
"['', 'ledandPaccia', '', '', 'readjust""thatchangeconstituentstructurebyadeachs,tothedominatingitbeenpos.', 'Theresultisaflattenedstructurethatmoreaccuratelyreflectstheprosodicphrasing.', 'In #TAUTHOR_TAG,thisflatteningprocessisnotpartofthegrammar.', 'Rather,itisviewedas""...aperformancefactor,relatedtothedifficultyofproducingrightbranchingstructuressuchas[12]""(p.', '372).', 'phrasingintheirapproach,isonlyindirectlyrelatedtosyntax,sincereadjustmentisdonebyspecialrulesoutsidethegrammarproper.', '', '']","['', 'ledandPaccia- #AUTHOR_TAG', '', '', '""readjustmentrules""thatchangeconstituentstructurebyadjoiningeachsente,tothedominatingitbeenposited.', 'Theresultisaflattenedstructurethatmoreaccuratelyreflectstheprosodicphrasing.', 'In #TAUTHOR_TAG,thisflatteningprocessisnotpartofthegrammar.', 'Rather,itisviewedas""...aperformancefactor,relatedtothedifficultyofproducingrightbranchingstructuressuchas[12]""(p.', '372).', 'phrasing,intheirapproach,isonlyindirectlyrelatedtosyntax,sincereadjustmentisdonebyspecialrulesoutsidethegrammarproper.', '', '']","['', 'hasledandPaccia', '', '', 'thatchangeconstituentstructurebyadeachs,ncetothenodedominatingithavebeenpos.', 'Theresultisaflattenedstructurethatmoreaccuratelyreflectstheprosodicphrasing.', 'In #TAUTHOR_TAG,thisflatteningprocessisnotpartofthegrammar.', 'Rather,itisviewedas""...aperformancefactor,relatedtothedifficultyofproducingrightbranchingstructuressuchas[12]""(p.', '372).', 'Thusphrasing,intheirapproach,isonlyindirectlyrelatedtosyntax,sincereadjustmentisdonebyspecialrulesoutsidethegrammarproper.', '', '']","['', '', '', '', '', 'Theresultisaflattenedstructurethatmoreaccuratelyreflectstheprosodicphrasing.', 'In #TAUTHOR_TAG,thisflatteningprocessisnotpartofthegrammar.', 'Rather,itisviewedas""...aperformancefactor,relatedtothedifficultyofproducingrightbranchingstructuressuchas[12]""(p.', '372).', 'Thusphrasing,intheirapproach,isonlyindirectlyrelatedtosyntax,sincereadjustmentisdonebyspecialrulesoutsidethegrammarproper.', '', '']",0
"['Following&requiretheprosodyrulesbuildabinarytreewhoseterminalsarephonologicalwordsandwhosenodelabelsareindicesthatmarkboundarysalience.', 'Analternativerepresentationbasedon #TAUTHOR_TAGispresentedin #AUTHOR_TAG,whichcontendsthatprosody,includingprosodicphrasing,ismoreproperlyrepresentedasagridinsteadofatree.', 'Althoughagridmaybemoredescriptivelysuitableforsomeaspectsofprosody, #AUTHOR_TAGusethegridrepresentationfortheirimplementationofstressassignmentincompoundnominalsgridofdiscourseneutralphrasing.']","['Followingrequiretheprosodyrulesbuildabinarytreewhoseterminalsarephonologicalwordsandwhosenodelabelsareindicesthatmarkboundarysalience.', 'Analternativerepresentationbasedon #TAUTHOR_TAGispresentedin #AUTHOR_TAG,whichcontendsthatprosody,includingprosodicphrasing,ismoreproperlyrepresentedasagridinsteadofatree.', 'Althoughagridmaybemoredescriptivelysuitableforsomeaspectsofprosodyexample, #AUTHOR_TAGusethegridrepresentationfortheirimplementationofstressassignmentincompoundnominals),gridofdiscourseneutralphrasing.']","['werequiretheprosodyrulesbuildabinarytreewhoseterminalsarephonologicalwordsandwhosenodelabelsareindicesthatmarkboundarysalience.', 'Analternativerepresentationbasedon #TAUTHOR_TAGispresentedin #AUTHOR_TAG,whichcontendsthatprosody,includingprosodicphrasing,ismoreproperlyrepresentedasagridinsteadofatree.', 'Althoughagridmaybemoredescriptivelysuitableforsomeaspectsofprosody #AUTHOR_TAGusethegridrepresentationfortheirimplementationofstressassignmentincompoundnominalsofdiscourseneutralphrasing.']","['FollowingG&G,werequirethattheprosodyrulesbuildabinarytreewhoseterminalsarephonologicalwordsandwhosenodelabelsareindicesthatmarkboundarysalience.', 'Analternativerepresentationbasedon #TAUTHOR_TAGispresentedin #AUTHOR_TAG,whichcontendsthatprosody,includingprosodicphrasing,ismoreproperlyrepresentedasagridinsteadofatree.', 'Althoughagridmaybemoredescriptivelysuitableforsomeaspectsofprosody(forexample, #AUTHOR_TAGusethegridrepresentationfortheirimplementationofstressassignmentincompoundnominals),wearenotawareofanyevidencefororagainstagridrepresentationofdiscourseneutralphrasing.']",1
"['syntax/prosodymisalignmentmaybeviewedasresultinginpartfromsemanticconsiderations.', 'Bothpredicateargumentrelationsanddiscoursefactorshavebeenexaminedfortheirpossibleinputtoprosodicphrasing.', ' #TAUTHOR_TAGclaimsthatprosodicphraseboundarieswillco-occurwithgrammaticalfunctionssuchassubject,predicate,modifier,andadjunct.', '', '', '', '', '', '', '', '', '', '', '', '']","['syntax/prosodymisalignmentmaybeviewedasresultinginpartfromsemanticconsiderations.', 'Bothpredicateargumentrelationsanddiscoursefactorshavebeenexaminedfortheirpossibleinputtoprosodicphrasing.', ' #TAUTHOR_TAGclaimsthatprosodicphraseboundarieswillco-occurwithgrammaticalfunctionssuchassubject,predicate,modifier,andadjunct.', '', '', '', '', '', '', '', '', '', '', '', '']","['Thesyntax/prosodymisalignmentmaybeviewedasresultinginpartfromsemanticconsiderations.', 'Bothpredicateargumentrelationsanddiscoursefactorshavebeenexaminedfortheirpossibleinputtoprosodicphrasing.', ' #TAUTHOR_TAGclaimsthatprosodicphraseboundarieswillco-occurwithgrammaticalfunctionssuchassubject,predicate,modifier,andadjunct.', '', '', '', '', '', '', '', '', '', '', '', '']","['Thesyntax/prosodymisalignmentmaybeviewedasresultinginpartfromsemanticconsiderations.', 'Bothpredicateargumentrelationsanddiscoursefactorshavebeenexaminedfortheirpossibleinputtoprosodicphrasing.', ' #TAUTHOR_TAGclaimsthatprosodicphraseboundarieswillco-occurwithgrammaticalfunctionssuchassubject,predicate,modifier,andadjunct.', '', '', '', '', '', '', '', '', '', '', '', '']",0
"['Thepsycholinguisticstudiesof #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG,respondingtotheideaofreadjustedsyntaxasthesourceofprosodicphrasing,showthatgrammaticalstructure,evenifreadjusted,isnotinitselfareliablepredictorofprosodicphrasing:mismatchesbetweensyntaxandprosodyoccuroftenandsystematically,andcanberelatedtospecificnonsyntacticfactorssuchaslengthandwordfrequency.', 'prosodicboundariesbetweenandverbdooccur', '', 'sodicbreaksthesubjectboundarywell', 'eatingI']","['Thepsycholinguisticstudiesof #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG,respondingtotheideaofreadjustedsyntaxasthesourceofprosodicphrasing,showthatgrammaticalstructure,evenifreadjusted,isnotinitselfareliablepredictorofprosodicphrasing:mismatchesbetweensyntaxandprosodyoccuroftenandsystematically,andcanberelatedtospecificnonsyntacticfactorssuchaslengthandwordfrequency.', 'prosodicboundariesbetweenandverbdooccur,', '', 'prosodicbreaktheboundarywell', 'eatingI[']","['Thepsycholinguisticstudiesof #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG,respondingtotheideaofreadjustedsyntaxasthesourceofprosodicphrasing,showthatgrammaticalstructure,evenifreadjusted,isnotinitselfareliablepredictorofprosodicphrasing:mismatchesbetweensyntaxandprosodyoccuroftenandsystematically,andcanberelatedtospecificnonsyntacticfactorssuchaslengthandwordfrequency.', 'prosodicboundariesbetweenandverbdooccur', '', 'breaksthesubject-predicateboundaryrememberwell', 'wereeatingI']","['Thepsycholinguisticstudiesof #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG,respondingtotheideaofreadjustedsyntaxasthesourceofprosodicphrasing,showthatgrammaticalstructure,evenifreadjusted,isnotinitselfareliablepredictorofprosodicphrasing:mismatchesbetweensyntaxandprosodyoccuroftenandsystematically,andcanberelatedtospecificnonsyntacticfactorssuchaslengthandwordfrequency.', '', '', '', '']",0
"['text-to-speechsystemswellunciationencessyntheticspeechtendstobedifficulttolistentoandunderstand.', 'Manyinvestigators(e.g.', 'Manyinvestigators(e.g.Allen1976;Elowitzetal.1976; #TAUTHOR_TAG;Cahn1988)havesuggestedthatthepoorprosodyofsyntheticspeech,incomparisonwithnaturalspeech,istheprimaryfactorleadingtodifficultiesinthecomprehensionoffluentsyntheticspeech.', 'avaripro', '', '', '', '', '', '']","['text-to-speechsystemswellpronunciationsentencessyntheticspeechtendstobedifficulttolistentoandunderstand.', 'Manyinvestigators(e.g.', 'Manyinvestigators(e.g.Allen1976;Elowitzetal.1976; #TAUTHOR_TAG;Cahn1988)havesuggestedthatthepoorprosodyofsyntheticspeech,incomparisonwithnaturalspeech,istheprimaryfactorleadingtodifficultiesinthecomprehensionoffluentsyntheticspeech.', 'avariety', '', '', '', '', '', '']","['Existingtext-to-speechsystemsperformwell,syntheticspeechtendstobedifficulttolistentoandunderstand.', 'Manyinvestigators(e.g.', 'Manyinvestigators(e.g.Allen1976;Elowitzetal.1976; #TAUTHOR_TAG;Cahn1988)havesuggestedthatthepoorprosodyofsyntheticspeech,incomparisonwithnaturalspeech,istheprimaryfactorleadingtodifficultiesinthecomprehensionoffluentsyntheticspeech.', 'avarietypro', '', '', '', '', '', '']","['Existingtext-to-speechsystemsperformwellonwordpronunciationandshortsentences,12butwhenitcomestolongsentencesandparagraphs,syntheticspeechtendstobedifficulttolistentoandunderstand.', 'Manyinvestigators(e.g.', 'Manyinvestigators(e.g.Allen1976;Elowitzetal.1976; #TAUTHOR_TAG;Cahn1988)havesuggestedthatthepoorprosodyofsyntheticspeech,incomparisonwithnaturalspeech,istheprimaryfactorleadingtodifficultiesinthecomprehensionoffluentsyntheticspeech.', '', '', '', '', '', '', '']",4
"['', 'prophrasing', 'Althoughagridmaybemoredescriptivelysuitableforsomeaspectsofprosody(forexample, #TAUTHOR_TAGusethegridrepresentationfortheirimplementationofstressassignmentincompoundnominals),againstagridrepresentationofdiscourseneutralphrasing.']","['', 'phrasing,', 'Althoughagridmaybemoredescriptivelysuitableforsomeaspectsofprosody(forexample, #TAUTHOR_TAGusethegridrepresentationfortheirimplementationofstressassignmentincompoundnominals),againstagridrepresentationofdiscourseneutralphrasing.']","['', 'proodicphrasing,', 'Althoughagridmaybemoredescriptivelysuitableforsomeaspectsofprosody(forexample, #TAUTHOR_TAGusethegridrepresentationfortheirimplementationofstressassignmentincompoundnominals),againstagridrepresentationofdiscourseneutralphrasing.']","['', '', 'Althoughagridmaybemoredescriptivelysuitableforsomeaspectsofprosody(forexample, #TAUTHOR_TAGusethegridrepresentationfortheirimplementationofstressassignmentincompoundnominals),wearenotawareofanyevidencefororagainstagridrepresentationofdiscourseneutralphrasing.']",1
"['', '', '', '', 'Previousversionsofourwork,asdescribedin #TAUTHOR_TAGalsoassumethatphrasingisdependentonpredicate-argumentstructure.', 'Theproblemhereisthatthephrasinginobserveddataoftenignorestheargumentstatusofconstituents.', '', '', '', '', '', '', '', '', '']","['', '', '', '', 'Previousversionsofourwork,asdescribedin #TAUTHOR_TAGalsoassumethatphrasingisdependentonpredicate-argumentstructure.', 'Theproblemhereisthatthephrasinginobserveddataoftenignorestheargumentstatusofconstituents.', '', '', '', '', '', '', '', '', '']","['', '', '', '', 'Previousversionsofourwork,asdescribedin #TAUTHOR_TAGalsoassumethatphrasingisdependentonpredicate-argumentstructure.', 'Theproblemhereisthatthephrasinginobserveddataoftenignorestheargumentstatusofconstituents.', '', '', '', '', '', '', '', '', '']","['', '', '', '', 'Previousversionsofourwork,asdescribedin #TAUTHOR_TAGalsoassumethatphrasingisdependentonpredicate-argumentstructure.', 'Theproblemhereisthatthephrasinginobserveddataoftenignorestheargumentstatusofconstituents.', '', '', '', '', '', '', '', '', '']",2
"['Whenitcomestosentence-levelprosody,especiallyphrasing,itisoftentrue,aswewillseebelow,thatasequenceofwordsdominatedbythesamesyntacticnodecoheremorecloselythanasequenceofwordsdominatedbytwodifferentnodes.', 'Thisobservationhasledsomeresearchers,e.g., #TAUTHOR_TAG,toclaimadirectmappingbetweenthesyntacticphraseandtheprosodicphrase.', "",thisclaimiscontroversialofthemisa'dgnmentsthatoccurbetweenthetwolevelsofphrasing."", '', '', '', '', '', '', '', '', '']","['Whenitcomestosentence-levelprosody,especiallyphrasing,itisoftentrue,aswewillseebelow,thatasequenceofwordsdominatedbythesamesyntacticnodecoheremorecloselythanasequenceofwordsdominatedbytwodifferentnodes.', 'Thisobservationhasledsomeresearchers,e.g., #TAUTHOR_TAG,toclaimadirectmappingbetweenthesyntacticphraseandtheprosodicphrase.', ""However,thisclaimiscontroversialofthemisa'dgnmentsthatoccurbetweenthetwolevelsofphrasing."", '', '', '', '', '', '', '', '', '']","['Whenitcomestosentence-levelprosody,especiallyphrasing,itisoftentrue,aswewillseebelow,thatasequenceofwordsdominatedbythesamesyntacticnodecoheremorecloselythanasequenceofwordsdominatedbytwodifferentnodes.', 'Thisobservationhasledsomeresearchers,e.g., #TAUTHOR_TAG,toclaimadirectmappingbetweenthesyntacticphraseandtheprosodicphrase.', "",thisclaimiscontroversialofthemisa'dgnmentsthatoccurbetweenthetwolevelsofphrasing."", '', '', '', '', '', '', '', '', '']","['Whenitcomestosentence-levelprosody,especiallyphrasing,itisoftentrue,aswewillseebelow,thatasequenceofwordsdominatedbythesamesyntacticnodecoheremorecloselythanasequenceofwordsdominatedbytwodifferentnodes.', 'Thisobservationhasledsomeresearchers,e.g., #TAUTHOR_TAG,toclaimadirectmappingbetweenthesyntacticphraseandtheprosodicphrase.', ""However,thisclaimiscontroversialbecauseofthemisa'dgnmentsthatoccurbetweenthetwolevelsofphrasing."", '', '', '', '', '', '', '', '', '']",0
"['prooccur', '', '', 'mainprosodicbreakcorrespondstothesubject-pboundarywhowell][', 'crepanlengththrowconstituentsoffbalance,andsoprosodicphrasingwillcrossconstituentboundariesingivethe;thisisthecaseinChickenswereeatingIItheremaininggreenvegetables,wherethesubject-predicateboundaryfindsnoprosodiccorrespondent.4Themostexplicitversionofthisapproachistheanalysispresentedin #TAUTHOR_TAG(henceforthG&G).']","['occur', '', '', 'mainprosodicbreakcorrespondstothesubject-predicateboundarywhowell][', 'Discrepancieslengththrowconstituentsoffbalance,andsoprosodicphrasingwillcrossconstituentboundariesingivethe;thisisthecaseinChickenswereeatingIItheremaininggreenvegetables,wherethesubject-predicateboundaryfindsnoprosodiccorrespondent.4Themostexplicitversionofthisapproachistheanalysispresentedin #TAUTHOR_TAG(henceforthG&G).']","['prooccuroften', '', '', 'themainprosodicphrasebreakcorrespondstothesubject-predicateboundarywhorememberwell][', 'crepanlengththrowconstituentsoffbalance,andsoprosodicphrasingwillcrossconstituentboundariesingive;thisisthecaseinChickenswereeatingIItheremaininggreenvegetables,wherethesubject-predicateboundaryfindsnoprosodiccorrespondent.4Themostexplicitversionofthisapproachistheanalysispresentedin #TAUTHOR_TAG(henceforthG&G).']","['', '', '', '', 'Discrepanciesinlengththrowconstituentsoffbalance,andsoprosodicphrasingwillcrossconstituentboundariesinordertogivethephrasessimilarlengths;thisisthecaseinChickenswereeatingIItheremaininggreenvegetables,wherethesubject-predicateboundaryfindsnoprosodiccorrespondent.4Themostexplicitversionofthisapproachistheanalysispresentedin #TAUTHOR_TAG(henceforthG&G).']",1
